CAMPUS,C20GR12N,C20GR12R,C30GR12N,C30GR12R,C40GR12N,C40GR12R,CA0GH12N,CA0GH12R,CA0GM12N,CA0GM12R,CA0GR12N,CA0GR12R,CB0GR12N,CB0GR12R,CH0GR12N,CH0GR12R,CI0GR12N,CI0GR12R,CPEMALLC,CPEMALLP,CPERRA1R,CPERRA2R,CPERRA3R,CPERRA4R,CPERRA5R,CPERRA6R,CPERRA7R,CPERRA8R,CPERRAKR,CPERSA1R,CPERSA2R,CPERSA3R,CPERSA4R,CPERSA5R,CPERSA6R,CPERSA7R,CPERSA8R,CPERSAKR,CPETALLC,CPETASIC,CPETASIP,CPETBILC,CPETBILP,CPETBLAC,CPETBLAP,CPETDISC,CPETDISP,CPETECOC,CPETECOP,CPETG01C,CPETG01P,CPETG02C,CPETG02P,CPETG03C,CPETG03P,CPETG04C,CPETG04P,CPETG05C,CPETG05P,CPETG06C,CPETG06P,CPETG07C,CPETG07P,CPETG08C,CPETG08P,CPETG09C,CPETG09P,CPETG10C,CPETG10P,CPETG11C,CPETG11P,CPETG12C,CPETG12P,CPETGEEC,CPETGEEP,CPETGIFC,CPETGIFP,CPETGKNC,CPETGKNP,CPETGPKC,CPETGPKP,CPETHISC,CPETHISP,CPETINDC,CPETINDP,CPETLEPC,CPETLEPP,CPETNEDC,CPETNEDP,CPETPCIC,CPETPCIP,CPETRSKC,CPETRSKP,CPETSPEC,CPETSPEP,CPETTWOC,CPETTWOP,CPETVOCC,CPETVOCP,CPETWHIC,CPETWHIP,CS0GR12N,CS0GR12R,CW0GR12N,CW0GR12R
"241903107",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,29,9.5,3,.,.,.,.,.,.,.,9.2,13.6,.,.,.,.,.,.,.,19.2,650,2,0.3,103,15.8,74,11.4,0,0,497,76.5,252,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.2,17,2.6,289,44.5,101,15.5,414,63.7,1,0.2,104,16,153,23.5,1,0.2,239,36.8,51,7.8,9,1.4,0,0,149,22.9,0,.,0,.
"241904001",0,0,0,0,1,0.7,106,76.8,32,23.2,138,100,36,26.1,60,43.5,0,0,90,15.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525,5,1,12,2.3,158,30.1,53,9,343,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,32.6,125,23.8,116,22.1,113,21.5,0,0,37,7,0,0,0,0,252,48,2,0.4,12,2.3,182,34.7,0,0,295,56.2,61,11.6,2,0.4,413,78.7,106,20.2,10,7.2,41,29.7
"241904042",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,43,9,.,.,.,.,.,1.4,0,0,.,.,.,.,.,.,0,0,0,.,441,1,0.2,12,2.7,129,29.3,39,8.1,345,78.2,0,0,0,0,0,0,0,0,0,0,138,31.3,145,32.9,155,35.1,2,0.5,0,0,0,0,1,0.2,0,0,30,6.8,0,0,0,0,223,50.6,0,0,13,2.9,96,21.8,0,0,172,39,34,7.7,3,0.7,91,20.6,85,19.3,0,.,0,.
"241904102",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,24,11.9,4.7,.,.,.,.,.,.,.,3.9,8.3,.,.,.,.,.,.,.,0,528,2,0.4,94,17.8,152,28.8,0,0,479,90.7,174,33,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.9,6,1.1,204,38.6,143,27.1,303,57.4,0,0,96,18.2,49,9.3,0,0,312,59.1,43,8.1,3,0.6,0,0,68,12.9,0,.,0,.
"241904106",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,85,12.5,.,0.6,0,0,0,.,.,.,.,.,0,0,0,0,.,.,.,.,638,5,0.8,81,12.7,181,28.4,5,0.7,543,85.1,0,0,170,26.6,166,26,159,24.9,141,22.1,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7.4,0,0,0,0,367,57.5,0,0,81,12.7,95,14.9,0,0,166,26,40,6.3,3,0.5,0,0,82,12.9,0,.,0,.
"241906001",0,0,0,0,0,0,31,75.6,10,24.4,41,100,0,0,16,39,2,4.9,20,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,135,0,0,10,7.4,4,3,0,0,63,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24.4,30,22.2,41,30.4,31,23,0,0,8,5.9,0,0,0,0,62,45.9,0,0,10,7.4,72,53.3,0,0,40,29.6,19,14.1,3,2.2,74,54.8,66,48.9,4,9.8,23,56.1
"241906041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,12,12.5,.,.,.,.,.,0,4.3,0,.,.,.,.,.,.,0,0,0,.,104,0,0,10,9.6,4,3.8,0,0,66,63.5,0,0,0,0,0,0,0,0,0,0,39,37.5,41,39.4,24,23.1,0,0,0,0,0,0,0,0,0,0,10,9.6,0,0,0,0,59,56.7,0,0,10,9.6,38,36.5,0,0,28,26.9,6,5.8,0,0,0,0,41,39.4,0,.,0,.
"241906101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,13,7.3,5.3,3.6,11.8,6.7,0,.,.,.,0,0,.,50,.,0,.,.,.,.,244,1,0.4,54,22.1,7,2.9,0,0,173,70.9,39,16,43,17.6,44,18,34,13.9,30,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,5,2,30,12.3,23,9.4,143,58.6,0,0,54,22.1,71,29.1,0,0,93,38.1,5,2,1,0.4,0,0,92,37.7,0,.,0,.
"242902001",0,0,1,5.6,0,0,12,66.7,6,33.3,18,100,2,11.1,2,11.1,0,0,18,15.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,110,1,0.9,0,0,8,7.3,2,1.7,43,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22.7,37,33.6,25,22.7,23,20.9,0,0,0,0,0,0,0,0,27,24.5,4,3.6,0,0,67,60.9,0,0,51,46.4,9,8.2,4,3.6,104,94.5,66,60,6,33.3,13,72.2
"242902041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,18,17.8,.,.,.,.,.,4.2,0,0,.,.,.,.,.,.,0,0,0,.,78,3,3.8,0,0,7,9,3,3,44,56.4,0,0,0,0,0,0,0,0,0,0,24,30.8,26,33.3,28,35.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20.5,0,0,0,0,34,43.6,0,0,26,33.3,6,7.7,1,1.3,0,0,51,65.4,0,.,0,.
"242902101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,24,13.6,4.7,0,0,5.3,0,.,.,.,12.5,0,0,0,0,0,.,.,.,25,240,3,1.3,24,10,22,9.2,0,0,161,67.1,33,13.8,45,18.8,36,15,39,16.3,20,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,14.6,32,13.3,75,31.3,11,4.6,20,8.3,79,32.9,0,0,41,17.1,27,11.3,4,1.7,0,0,125,52.1,0,.,0,.
"242903001",1,5.9,0,0,0,0,15,88.2,2,11.8,17,100,0,0,3,17.6,0,0,46,11.4,5.6,3.6,0,0,0,0,2.8,0,2.6,0,0,0,0,0,0,0,0,100,466,0,0,115,24.7,0,0,0,0,203,43.6,40,8.6,35,7.5,32,6.9,36,7.7,26,5.6,28,6,33,7.1,40,8.6,28,6,40,8.6,32,6.9,28,6,0,0,3,0.6,37,7.9,31,6.7,288,61.8,8,1.7,115,24.7,263,56.4,0,0,205,44,37,7.9,4,0.9,148,31.8,166,35.6,1,5.9,13,76.5
"242905001",0,0,0,0,0,0,2,66.7,1,33.3,3,100,0,0,1,33.3,0,0,19,14.8,0,0,0,0,0,0,0,9.1,0,0,.,.,0,0,.,0,.,0,140,0,0,7,5,0,0,0,0,60,42.9,12,8.6,12,8.6,10,7.1,12,8.6,19,13.6,11,7.9,8,5.7,11,7.9,9,6.4,6,4.3,9,6.4,1,0.7,0,0,0,0,11,7.9,9,6.4,33,23.6,0,0,7,5,80,57.1,2,1.4,48,34.3,10,7.1,3,2.1,29,20.7,102,72.9,0,0,2,66.7
"242906001",0,0,0,0,0,0,3,50,3,50,6,100,0,0,1,16.7,0,0,16,12.9,0,0,0,0,0,0,0,0,20,100,.,0,0,0,0,0,0,0,136,0,0,1,0.7,0,0,0,0,27,19.9,7,5.1,11,8.1,8,5.9,8,5.9,10,7.4,9,6.6,8,5.9,13,9.6,11,8.1,7,5.1,10,7.4,13,9.6,0,0,5,3.7,6,4.4,15,11,10,7.4,1,0.7,1,0.7,109,80.1,0,0,33,24.3,22,16.2,7,5.1,38,27.9,118,86.8,2,33.3,5,83.3
"243801001",0,0,0,0,0,0,6,85.7,1,14.3,7,100,0,0,2,28.6,0,0,128,51.6,13.6,10,0,0,16.7,0,0,11.1,27.8,0,0,0,0,.,50,.,50,.,168,1,0.6,0,0,2,1.2,0,0,85,50.6,15,8.9,18,10.7,10,6,11,6.5,15,8.9,13,7.7,10,6,13,7.7,15,8.9,13,7.7,10,6,11,6.5,0,0,0,0,14,8.3,0,0,38,22.6,1,0.6,0,0,83,49.4,0,0,39,23.2,18,10.7,8,4.8,0,0,118,70.2,0,0,5,71.4
"243901001",13,6.4,3,1.5,0,0,144,70.6,60,29.4,204,100,10,4.9,20,9.8,3,1.5,157,16.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,873,8,0.9,3,0.3,62,7.1,39,4.1,368,42.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,28.2,239,27.4,227,26,161,18.4,0,0,53,6.1,0,0,0,0,97,11.1,12,1.4,3,0.3,505,57.8,2,0.2,346,39.6,100,11.5,36,4.1,693,79.4,656,75.1,16,7.8,155,76
"243901002",0,0,0,0,0,0,0,0,2,100,2,100,0,0,0,0,0,0,26,70.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,0,0,0,0,1,5,0,0,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,14,70,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8,40,0,0,17,85,3,15,1,5,1,5,17,85,0,0,2,100
"243901041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,109,14.3,.,.,.,.,.,0,0,0,.,.,.,.,.,.,0,0,0,.,740,6,0.8,5,0.7,61,8.2,11,1.4,381,51.5,0,0,0,0,0,0,0,0,0,0,247,33.4,234,31.6,259,35,0,0,0,0,0,0,0,0,0,0,33,4.5,0,0,0,0,103,13.9,9,1.2,5,0.7,359,48.5,3,0.4,219,29.6,78,10.5,29,3.9,0,0,529,71.5,0,.,0,.
"243901101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,80,14.7,8.2,2.2,0,0,0,.,.,.,12,8.3,0,0,0,0,.,.,.,60,568,2,0.4,8,1.4,20,3.5,9,1.3,380,66.9,76,13.4,67,11.8,106,18.7,92,16.2,109,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.2,85,15,33,5.8,100,17.6,5,0.9,8,1.4,188,33.1,0,0,273,48.1,57,10,30,5.3,0,0,411,72.4,0,.,0,.
"243901103",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,69,16.8,1.5,1.4,0,1.9,3.9,.,.,.,0,0,0,0,0,0,.,.,.,0,622,12,1.9,18,2.9,96,15.4,1,0.2,285,45.8,92,14.8,82,13.2,86,13.8,67,10.8,68,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.9,99,15.9,128,20.6,116,18.6,3,0.5,18,2.9,337,54.2,8,1.3,268,43.1,46,7.4,46,7.4,0,0,341,54.8,0,.,0,.
"243901104",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,62,15.2,1.8,0,0,0,0,.,.,.,5.2,0,0,0,0,0,.,.,.,0,590,6,1,8,1.4,18,3.1,2,0.3,291,49.3,74,12.5,76,12.9,77,13.1,84,14.2,78,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.2,22,3.7,92,15.6,96,16.3,77,13.1,2,0.3,8,1.4,299,50.7,2,0.3,293,49.7,86,14.6,25,4.2,0,0,460,78,0,.,0,.
"243902001",0,0,0,0,0,0,9,34.6,17,65.4,26,100,0,0,4,15.4,0,0,24,16.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121,0,0,0,0,14,11.6,9,6.3,73,60.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26.4,22,18.2,35,28.9,32,26.4,0,0,13,10.7,0,0,0,0,18,14.9,1,0.8,0,0,48,39.7,1,0.8,59,48.8,23,19,5,4.1,101,83.5,82,67.8,3,11.5,22,84.6
"243902041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,24,14.8,.,.,.,.,0,0,0,0,.,.,.,.,.,0,0,0,0,.,134,3,2.2,2,1.5,10,7.5,6,3.7,91,67.9,0,0,0,0,0,0,0,0,30,22.4,34,25.4,33,24.6,37,27.6,0,0,0,0,0,0,0,0,0,0,14,10.4,0,0,0,0,26,19.4,1,0.7,2,1.5,43,32.1,0,0,53,39.6,15,11.2,12,9,0,0,82,61.2,0,.,0,.
"243902101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,20,15.9,14.8,0,0,0,.,.,.,.,13.5,0,0,0,0,.,.,.,.,60,185,1,0.5,1,0.5,14,7.6,0,0,125,67.6,36,19.5,26,14.1,28,15.1,26,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.4,54,29.2,15,8.1,44,23.8,0,0,1,0.5,60,32.4,0,0,108,58.4,16,8.6,9,4.9,0,0,117,63.2,0,.,0,.
"243903001",2,1.5,0,0,0,0,117,89.3,14,10.7,131,100,0,0,13,9.9,1,0.8,83,14.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,527,2,0.4,0,0,2,0.4,24,4.1,204,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,24.7,137,26,130,24.7,130,24.7,0,0,19,3.6,0,0,0,0,44,8.3,14,2.7,0,0,323,61.3,0,0,223,42.3,41,7.8,11,2.1,407,77.2,454,86.1,15,11.5,115,87.8
"243903041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,55,12.7,.,.,.,.,.,0,0,0,.,.,.,.,.,.,0,0,0,.,414,5,1.2,2,0.5,4,1,10,2.3,170,41.1,0,0,0,0,0,0,0,0,0,0,134,32.4,139,33.6,141,34.1,0,0,0,0,0,0,0,0,0,0,23,5.6,0,0,0,0,29,7,5,1.2,2,0.5,244,58.9,0,0,132,31.9,46,11.1,4,1,0,0,367,88.6,0,.,0,.
"243903101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,39,9.7,.,.,0,0,0,.,.,.,.,.,.,0,0,4.5,.,.,.,.,394,2,0.5,1,0.3,2,0.5,1,0.2,178,45.2,0,0,0,0,148,37.6,122,31,124,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11.4,0,0,0,0,24,6.1,2,0.5,1,0.3,216,54.8,1,0.3,79,20.1,36,9.1,6,1.5,0,0,357,90.6,0,.,0,.
"243903103",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,34,11.8,0.9,0,.,.,.,.,.,.,0.9,0,5.3,.,.,.,.,.,.,8.3,449,2,0.4,2,0.4,4,0.9,0,0,217,48.3,128,28.5,122,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.6,11,2.4,110,24.5,82,18.3,34,7.6,6,1.3,2,0.4,232,51.7,0,0,111,24.7,40,8.9,18,4,0,0,385,85.7,0,.,0,.
"243905001",7,4.8,6,4.1,0,0,100,68,47,32,147,100,47,32,32,21.8,1,0.7,168,20.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,727,17,2.3,5,0.7,230,31.6,65,8,441,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,28.7,189,26,188,25.9,141,19.4,0,0,32,4.4,0,0,0,0,206,28.3,7,1,14,1.9,286,39.3,0,0,471,64.8,123,16.9,30,4.1,435,59.8,237,32.6,36,24.5,54,36.7
"243905002",6,1.6,23,6.1,1,0.3,294,78,83,22,377,100,37,9.8,62,16.4,4,1.1,271,14.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1703,68,4,6,0.4,150,8.8,95,5.2,532,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,28.4,456,26.8,400,23.5,364,21.4,0,0,124,7.3,0,0,0,0,352,20.7,19,1.1,13,0.8,1171,68.8,4,0.2,667,39.2,203,11.9,30,1.8,1119,65.7,1080,63.4,60,15.9,244,64.7
"243905004",6,2,5,1.7,0,0,210,71.4,84,28.6,294,100,37,12.6,119,40.5,7,2.4,259,16.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1340,11,0.8,25,1.9,180,13.4,54,3.5,794,59.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,27.2,333,24.9,358,26.7,284,21.2,0,0,71,5.3,0,0,0,0,611,45.6,18,1.3,35,2.6,546,40.7,1,0.1,636,47.5,179,13.4,27,2,668,49.9,492,36.7,51,17.3,120,40.8
"243905006",0,0,0,0,0,0,59,71.1,24,28.9,83,100,11,13.3,16,19.3,1,1.2,210,92.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,1,1.2,0,0,11,13.4,1,0.4,35,42.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14.6,9,11,13,15.9,48,58.5,0,0,1,1.2,0,0,0,0,22,26.8,0,0,2,2.4,47,57.3,0,0,71,86.6,24,29.3,1,1.2,48,58.5,47,57.3,0,0,55,66.3
"243905009",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,50,94.3,.,.,.,.,.,0,.,0,.,.,.,.,.,0,.,0,0,.,22,0,0,1,4.5,7,31.8,9,17,12,54.5,0,0,0,0,0,0,0,0,2,9.1,0,0,3,13.6,0,0,4,18.2,9,40.9,3,13.6,1,4.5,0,0,0,0,0,0,0,0,5,22.7,1,4.5,1,4.5,10,45.5,0,0,18,81.8,8,36.4,2,9.1,2,9.1,7,31.8,0,.,0,.
"243905041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,114,19.6,.,.,.,.,.,.,0.5,0,.,.,.,.,.,.,.,0,0,.,425,7,1.6,15,3.5,59,13.9,19,3.3,292,68.7,0,0,0,0,0,0,0,0,0,0,0,0,191,44.9,234,55.1,0,0,0,0,0,0,0,0,0,0,7,1.6,0,0,0,0,194,45.6,4,0.9,16,3.8,133,31.3,0,0,179,42.1,63,14.8,16,3.8,79,18.6,145,34.1,0,.,0,.
"243905045",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,99,13.8,.,.,.,.,.,0,0,0,.,.,.,.,.,.,0,0,4.3,.,663,15,2.3,18,2.7,44,6.6,7,1,291,43.9,0,0,0,0,0,0,0,0,0,0,152,22.9,256,38.6,255,38.5,0,0,0,0,0,0,0,0,0,0,70,10.6,0,0,0,0,254,38.3,6,0.9,28,4.2,372,56.1,0,0,210,31.7,50,7.5,16,2.4,0,0,328,49.5,0,.,0,.
"243905047",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,81,12.3,.,.,.,.,.,.,0,0.4,.,.,.,.,.,.,.,0,4,.,618,20,3.2,0,0,66,10.7,12,1.8,232,37.5,0,0,0,0,0,0,0,0,0,0,0,0,325,52.6,293,47.4,0,0,0,0,0,0,0,0,0,0,33,5.3,0,0,0,0,144,23.3,3,0.5,2,0.3,386,62.5,0,0,184,29.8,74,12,16,2.6,0,0,369,59.7,0,.,0,.
"243905048",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,71,15.2,.,.,.,.,.,0,0.7,0,.,.,.,.,.,.,0,0,6.7,.,437,6,1.4,13,3,140,32,14,3,342,78.3,0,0,0,0,0,0,0,0,0,0,82,18.8,166,38,189,43.2,0,0,0,0,0,0,0,0,0,0,19,4.3,0,0,0,0,137,31.4,5,1.1,15,3.4,95,21.7,0,0,208,47.6,69,15.8,21,4.8,138,31.6,128,29.3,0,.,0,.
"243905101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,136,26.7,12.3,0,0,0,0,0,.,.,.,14.3,6.7,0,0,0,0,.,.,.,428,4,0.9,60,14,44,10.3,3,0.6,366,85.5,81,18.9,67,15.7,76,17.8,65,15.2,84,19.6,55,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.9,0,0,0,0,241,56.3,4,0.9,63,14.7,62,14.5,0,0,274,64,70,16.4,12,2.8,0,0,123,28.7,0,.,0,.
"243905104",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,6.3,288,6,2.1,69,24,25,8.7,0,0,232,80.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,45.8,156,54.2,159,55.2,1,0.3,69,24,56,19.4,0,0,85,29.5,12,4.2,12,4.2,0,0,85,29.5,0,.,0,.
"243905105",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,119,29,3.9,0,4.2,0,0,0,.,.,0,0,0,5.3,0,0,0,.,.,0,436,7,1.6,36,8.3,173,39.7,9,1.8,376,86.2,61,14,63,14.4,59,13.5,59,13.5,69,15.8,38,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.7,47,10.8,40,9.2,136,31.2,2,0.5,37,8.5,60,13.8,0,0,322,73.9,84,19.3,24,5.5,0,0,94,21.6,0,.,0,.
"243905107",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,102,19.2,1.4,1.5,3.1,0,2.9,6.5,.,.,0,0,11.1,0,9.1,0,0,.,.,9.1,554,19,3.4,39,7,26,4.7,8,1.3,300,54.2,87,15.7,92,16.6,71,12.8,79,14.3,83,15,57,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4.2,83,15,2,0.4,190,34.3,6,1.1,39,7,254,45.8,4,0.7,253,45.7,65,11.7,13,2.3,0,0,296,53.4,0,.,0,.
"243905108",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,70,24.7,0,0,3.3,0,0,0,.,.,0,0,0,0,16.7,0,0,.,.,25,360,11,3.1,0,0,12,3.3,0,0,181,50.3,44,12.2,43,11.9,44,12.2,36,10,43,11.9,40,11.1,0,0,0,0,0,0,0,0,0,0,0,0,6,1.7,13,3.6,44,12.2,60,16.7,87,24.2,1,0.3,6,1.7,179,49.7,0,0,164,45.6,54,15,18,5,0,0,231,64.2,0,.,0,.
"243905109",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,78,17,0,1.6,0,0,0,0,.,.,5.2,0,0,0,0,0,0,.,.,33.3,571,8,1.4,0,0,86,15.1,3,0.5,288,50.4,89,15.6,80,14,76,13.3,61,10.7,78,13.7,58,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.6,86,15.1,43,7.5,111,19.4,6,1.1,3,0.5,283,49.6,4,0.7,194,34,48,8.4,24,4.2,0,0,332,58.1,0,.,0,.
"243905111",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,78,15.1,1.6,1.4,2.9,0,0,0,.,.,3.9,16.7,0,0,7.7,0,0,.,.,0,589,40,6.8,13,2.2,29,4.9,0,0,200,34,90,15.3,78,13.2,84,14.3,91,15.4,80,13.6,81,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4.1,85,14.4,0,0,110,18.7,8,1.4,13,2.2,389,66,3,0.5,244,41.4,59,10,28,4.8,0,0,371,63,0,.,0,.
"243905112",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,90,17.8,0,0,0,0,1.3,0,.,.,0,0,0,0,0,0,0,.,.,0,513,7,1.4,56,10.9,43,8.4,6,1.1,276,53.8,86,16.8,89,17.3,89,17.3,80,15.6,82,16,43,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,39,7.6,43,8.4,0,0,193,37.6,0,0,58,11.3,237,46.2,0,0,234,45.6,35,6.8,16,3.1,0,0,254,49.5,0,.,0,.
"243905114",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,63,25.7,3,0,0,0,4.3,0,.,.,3.3,20,0,0,0,0,0,.,.,10,272,4,1.5,0,0,62,22.8,4,1.2,206,75.7,27,9.9,32,11.8,33,12.1,38,14,39,14.3,21,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.1,41,15.1,41,15.1,67,24.6,3,1.1,11,4,66,24.3,2,0.7,114,41.9,39,14.3,26,9.6,0,0,108,39.7,0,.,0,.
"243905115",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,2,25,.,.,.,.,.,.,.,.,.,.,0,0,.,0,.,.,.,.,35,1,2.9,0,0,3,8.6,0,0,22,62.9,2,5.7,0,0,2,5.7,1,2.9,0,0,2,5.7,0,0,0,0,0,0,0,0,0,0,0,0,28,80,0,0,0,0,0,0,9,25.7,1,2.9,0,0,13,37.1,0,0,2,5.7,35,100,2,5.7,0,0,19,54.3,0,.,0,.
"243905116",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,108,25.8,1.8,0,0,1.9,0,0,.,.,0,0,0,0,0,0,0,.,.,0,454,0,0,87,19.2,35,7.7,5,0.9,381,83.9,62,13.7,62,13.7,61,13.4,60,13.2,49,10.8,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,66,14.5,44,9.7,291,64.1,4,0.9,91,20,73,16.1,0,0,310,68.3,43,9.5,13,2.9,0,0,111,24.4,0,.,0,.
"243905118",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,56,13.6,0,1.8,0,0,0,0,.,.,5.4,16.7,0,14.3,0,0,0,.,.,0,492,23,4.7,14,2.8,32,6.5,0,0,246,50,68,13.8,62,12.6,61,12.4,66,13.4,54,11,67,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5.9,70,14.2,44,8.9,122,24.8,12,2.4,14,2.8,246,50,1,0.2,169,34.3,56,11.4,19,3.9,0,0,283,57.5,0,.,0,.
"243905119",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,61,18.8,7.7,6.1,4.8,0,0,.,.,.,0,0,0,0,0,0,.,.,.,8.3,444,1,0.2,81,18.2,74,16.7,3,0.6,404,91,68,15.3,63,14.2,67,15.1,53,11.9,65,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,4,0.9,65,14.6,62,14,267,60.1,5,1.1,83,18.7,40,9,0,0,263,59.2,53,11.9,12,2.7,0,0,85,19.1,0,.,0,.
"243905121",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,97,19.2,0,0,0,0,0,0,.,.,2.7,0,5.9,0,0,0,0,.,.,12.5,604,10,1.7,0,0,59,9.8,3,0.5,332,55,86,14.2,76,12.6,88,14.6,66,10.9,79,13.1,74,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.5,91,15.1,44,7.3,154,25.5,5,0.8,13,2.2,272,45,0,0,234,38.7,76,12.6,39,6.5,0,0,337,55.8,0,.,0,.
