DISTRICT,D20GR15N,D20GR15R,D30GR15N,D30GR15R,D40GR15N,D40GR15R,DA0GA15N,DA0GA15P,DA0GE15N,DA0GE15P,DA0GH15N,DA0GH15P,DA0GM15N,DA0GM15P,DA0GN15N,DA0GN15P,DA0GR15N,DA0GR15R,DB0GR15N,DB0GR15R,DE0GR15N,DE0GR15R,DH0GR15N,DH0GR15R,DI0GR15N,DI0GR15R,DL0GR15N,DL0GR15R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DR0GR15N,DR0GR15R,DS0GR15N,DS0GR15R,DW0GR15N,DW0GR15R
"061906",0,0,1,1.1,0,0,3,3.4,0,0,73,82,13,14.6,0,0,89,100,1,1.1,25,28.1,15,16.9,2,2.2,0,0,1273,4,0.3,18,1.4,13,0.9,508,39.9,263,20.7,5,0.4,76,6,765,60.1,1,0.1,362,28.4,22,1.7,960,75.4,17,19.1,6,6.7,70,78.7
"061907",4,3.6,1,0.9,0,0,0,0,0,0,93,83.8,18,16.2,0,0,111,100,3,2.7,20,18,14,12.6,1,0.9,0,0,2315,13,0.6,134,5.8,21,0.9,678,29.3,393,17,17,0.7,87,3.8,1637,70.7,1,0,738,31.9,44,1.9,1713,74,29,26.1,7,6.3,88,79.3
"061908",4,1.9,1,0.5,0,0,0,0,0,0,149,72.3,57,27.7,0,0,206,100,3,1.5,60,29.1,57,27.7,2,1,1,0.5,2686,22,0.8,80,3,30,1,1202,44.8,657,24.5,27,1,194,7.2,1484,55.2,3,0.1,960,35.7,94,3.5,1803,67.1,64,31.1,21,10.2,139,67.5
"061910",1,0.6,1,0.6,0,0,1,0.6,0,0,158,89.8,6,3.4,11,6.3,176,100,0,0,9,5.1,15,8.5,2,1.1,0,0,2227,30,1.3,23,1,12,0.6,224,10.1,216,9.7,8,0.4,64,2.9,2003,89.9,0,0,430,19.3,48,2.2,1902,85.4,13,7.4,6,3.4,157,89.2
"061911",16,1.4,34,3,1,0.1,12,1,0,0,962,83.6,155,13.5,22,1.9,1151,100,78,6.8,154,13.4,218,18.9,8,0.7,14,1.2,20900,678,3.2,1436,6.9,161,0.8,3905,18.7,4325,20.7,111,0.5,1002,4.8,16995,81.3,33,0.2,6648,31.8,540,2.6,13777,65.9,353,30.7,66,5.7,796,69.2
"061912",10,3.6,6,2.1,2,0.7,0,0,0,0,264,94,17,6,0,0,281,100,17,6,67,23.8,65,23.1,4,1.4,0,0,3958,95,2.4,309,7.8,62,1.4,1510,38.2,1095,27.7,37,0.9,337,8.5,2448,61.8,3,0.1,1475,37.3,212,5.4,2207,55.8,33,11.7,18,6.4,177,63
"061914",8,2.5,9,2.8,0,0,0,0,0,0,246,75.5,80,24.5,0,0,326,100,55,16.9,110,33.7,117,35.9,2,0.6,8,2.5,7171,188,2.6,1088,15.2,151,2,3127,43.6,2897,40.4,21,0.3,1248,17.4,4044,56.4,12,0.2,3658,51,254,3.5,2711,37.8,209,64.1,28,8.6,135,41.4
"062901",1,0.8,2,1.5,0,0,0,0,0,0,101,77.1,29,22.1,1,0.8,131,100,16,12.2,48,36.6,51,38.9,0,0,2,1.5,2166,7,0.3,280,12.9,54,2.3,1161,53.6,946,43.7,4,0.2,86,4,1005,46.4,1,0,1155,53.3,52,2.4,876,40.4,77,58.8,8,6.1,61,46.6
"062902",0,0,0,0,0,0,0,0,0,0,4,50,4,50,0,0,8,100,1,12.5,4,50,1,12.5,0,0,0,0,159,0,0,5,3.1,0,0,76,47.8,67,42.1,0,0,0,0,83,52.2,0,0,74,46.5,1,0.6,86,54.1,2,25,2,25,6,75
"062903",0,0,1,0.8,0,0,0,0,0,0,96,81.4,6,5.1,16,13.6,118,100,7,5.9,46,39,57,48.3,0,0,4,3.4,1621,6,0.4,136,8.4,45,2.5,1182,72.9,1024,63.2,0,0,274,16.9,439,27.1,0,0,921,56.8,21,1.3,434,26.8,64,54.2,8,6.8,53,44.9
"062904",0,0,0,0,0,0,0,0,0,0,16,61.5,4,15.4,6,23.1,26,100,2,7.7,13,50,9,34.6,0,0,0,0,516,0,0,13,2.5,15,2.6,309,59.9,262,50.8,1,0.2,8,1.6,207,40.1,0,0,279,54.1,3,0.6,237,45.9,13,50,4,15.4,15,57.7
"062905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,0,0,4,5.9,0,0,44,64.7,36,52.9,0,0,6,8.8,24,35.3,0,0,7,10.3,0,0,28,41.2,.,.,.,.,.,.
"062906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,109,0,0,1,0.9,0,0,26,23.9,14,12.8,0,0,0,0,83,76.1,0,0,4,3.7,0,0,94,86.2,.,.,.,.,.,.
"063903",0,0,0,0,0,0,12,70.6,0,0,3,17.6,2,11.8,0,0,17,100,0,0,6,35.3,7,41.2,0,0,0,0,272,0,0,8,2.9,6,2,136,50,109,40.1,0,0,1,0.4,136,50,0,0,136,50,5,1.8,150,55.1,6,35.3,1,5.9,10,58.8
"063906",0,0,0,0,0,0,2,50,0,0,0,0,1,25,1,25,4,100,0,0,4,100,1,25,0,0,1,25,114,0,0,0,0,0,0,101,88.6,47,41.2,0,0,0,0,13,11.4,0,0,22,19.3,0,0,67,58.8,3,75,0,0,3,75
"064903",0,0,1,0.7,0,0,0,0,0,0,117,81.3,27,18.8,0,0,144,100,2,1.4,82,56.9,136,94.4,0,0,1,0.7,2311,16,0.7,12,0.5,65,2.4,1309,56.6,2170,93.9,1,0,146,6.3,1002,43.4,0,0,1450,62.7,7,0.3,105,4.5,71,49.3,20,13.9,5,3.5
"065901",2,6.9,1,3.4,0,0,0,0,0,0,18,62.1,10,34.5,1,3.4,29,100,3,10.3,11,37.9,4,13.8,0,0,0,0,480,2,0.4,50,10.4,6,1.1,272,56.7,58,12.1,0,0,3,0.6,208,43.3,3,0.6,172,35.8,15,3.1,352,73.3,10,34.5,5,17.2,19,65.5
"065902",1,14.3,0,0,0,0,0,0,0,0,7,100,0,0,0,0,7,100,0,0,2,28.6,2,28.6,0,0,0,0,136,0,0,2,1.5,5,3.6,107,78.7,39,28.7,2,1.5,6,4.4,29,21.3,0,0,13,9.6,0,0,93,68.4,2,28.6,1,14.3,4,57.1
"066005",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,0,0,0,0,0,0,34,100,34,100,0,0,15,44.1,0,0,0,0,22,64.7,0,0,0,0,.,.,.,.,.,.
"066901",0,0,0,0,0,0,0,0,0,0,17,94.4,1,5.6,0,0,18,100,0,0,9,50,18,100,0,0,0,0,361,0,0,0,0,12,3,274,75.9,359,99.4,0,0,17,4.7,87,24.1,0,0,166,46,0,0,2,0.6,9,50,2,11.1,0,0
"066902",0,0,0,0,0,0,0,0,0,0,74,89.2,9,10.8,0,0,83,100,0,0,40,48.2,82,98.8,0,0,0,0,1378,0,0,0,0,39,2.5,1001,72.6,1361,98.8,1,0.1,35,2.5,377,27.4,0,0,909,66,0,0,16,1.2,32,38.6,6,7.2,1,1.2
"066903",0,0,0,0,0,0,0,0,0,0,27,60,8,17.8,10,22.2,45,100,0,0,17,37.8,40,88.9,0,0,2,4.4,804,3,0.4,1,0.1,10,1.2,553,68.8,733,91.2,1,0.1,30,3.7,251,31.2,0,0,465,57.8,3,0.4,63,7.8,27,60,8,17.8,5,11.1
"067902",2,3.1,0,0,0,0,0,0,0,0,44,67.7,12,18.5,9,13.8,65,100,0,0,34,52.3,14,21.5,0,0,0,0,868,7,0.8,5,0.6,8,0.8,476,54.8,157,18.1,6,0.7,11,1.3,392,45.2,0,0,280,32.3,25,2.9,668,77,17,26.2,4,6.2,49,75.4
"067903",0,0,0,0,0,0,1,1.6,0,0,1,1.6,4,6.3,58,90.6,64,100,0,0,14,21.9,16,25,1,1.6,0,0,1095,8,0.7,18,1.6,13,1.1,605,55.3,314,28.7,4,0.4,74,6.8,490,44.7,0,0,474,43.3,16,1.5,735,67.1,18,28.1,3,4.7,47,73.4
"067904",2,14.3,0,0,0,0,0,0,0,0,9,64.3,5,35.7,0,0,14,100,0,0,7,50,5,35.7,0,0,0,0,322,0,0,1,0.3,0,0,229,71.1,122,37.9,0,0,15,4.7,93,28.9,0,0,153,47.5,9,2.8,190,59,8,57.1,2,14.3,7,50
"067907",0,0,0,0,0,0,2,7.1,0,0,18,64.3,5,17.9,3,10.7,28,100,0,0,19,67.9,4,14.3,0,0,0,0,426,0,0,19,4.5,3,0.6,313,73.5,90,21.1,3,0.7,6,1.4,113,26.5,0,0,259,60.8,6,1.4,308,72.3,13,46.4,4,14.3,24,85.7
"067908",0,0,0,0,0,0,0,0,0,0,12,85.7,2,14.3,0,0,14,100,0,0,7,50,2,14.3,0,0,0,0,160,0,0,0,0,0,0,113,70.6,31,19.4,0,0,11,6.9,47,29.4,0,0,55,34.4,2,1.3,127,79.4,2,14.3,2,14.3,12,85.7
"068802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,673,2,0.3,11,1.6,0,0,143,21.2,240,35.7,3,0.4,0,0,530,78.8,0,0,162,24.1,6,0.9,411,61.1,.,.,.,.,.,.
"068803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,323,0,0,10,3.1,0,0,32,9.9,92,28.5,1,0.3,1,0.3,291,90.1,0,0,45,13.9,10,3.1,210,65,.,.,.,.,.,.
"068901",21,1.5,18,1.3,1,0.1,12,0.8,0,0,1146,80.8,126,8.9,134,9.4,1418,100,52,3.7,331,23.3,968,68.3,10,0.7,84,5.9,31434,291,0.9,1234,3.9,566,1.6,16246,51.7,23541,74.9,93,0.3,5201,16.5,15188,48.3,56,0.2,18289,58.2,273,0.9,5946,18.9,951,67.1,109,7.7,348,24.5
"069901",0,0,0,0,0,0,0,0,0,0,13,92.9,0,0,1,7.1,14,100,0,0,9,64.3,12,85.7,0,0,0,0,265,0,0,0,0,4,1.5,203,76.6,219,82.6,0,0,14,5.3,62,23.4,0,0,115,43.4,0,0,46,17.4,7,50,0,0,2,14.3
"069902",0,0,0,0,0,0,0,0,0,0,18,78.3,5,21.7,0,0,23,100,0,0,9,39.1,10,43.5,0,0,0,0,291,0,0,1,0.3,0,0,189,64.9,131,45,1,0.3,2,0.7,102,35.1,0,0,68,23.4,3,1,155,53.3,7,30.4,4,17.4,13,56.5
"070801",0,0,0,0,0,0,0,0,0,0,13,92.9,1,7.1,0,0,14,100,3,21.4,10,71.4,5,35.7,0,0,0,0,2566,6,0.2,751,29.3,0,0,2122,82.7,1630,63.5,2,0.1,1293,50.4,444,17.3,0,0,2072,80.7,11,0.4,166,6.5,10,71.4,0,0,6,42.9
"070901",0,0,0,0,0,0,0,0,0,0,14,77.8,4,22.2,0,0,18,100,0,0,11,61.1,7,38.9,0,0,0,0,379,0,0,4,1.1,7,1.8,207,54.6,119,31.4,0,0,10,2.6,172,45.4,1,0.3,80,21.1,2,0.5,253,66.8,8,44.4,4,22.2,11,61.1
"070903",11,2.9,1,0.3,1,0.3,0,0,0,0,258,68.8,117,31.2,0,0,375,100,49,13.1,215,57.3,188,50.1,0,0,7,1.9,5799,21,0.4,721,12.4,131,2.1,3951,68.1,3252,56.1,9,0.2,747,12.9,1848,31.9,17,0.3,2844,49,61,1.1,1718,29.6,175,46.7,31,8.3,125,33.3
"070905",4,2.6,0,0,0,0,8,5.3,16,10.6,110,72.8,17,11.3,0,0,151,100,12,7.9,94,62.3,96,63.6,2,1.3,4,2.6,2497,3,0.1,162,6.5,55,2.1,1978,79.2,1746,69.9,7,0.3,606,24.3,519,20.8,1,0,1342,53.7,19,0.8,559,22.4,47,31.1,14,9.3,37,24.5
"070907",0,0,0,0,0,0,0,0,0,0,31,91.2,3,8.8,0,0,34,100,3,8.8,10,29.4,6,17.6,0,0,0,0,573,2,0.3,75,13.1,13,2,348,60.7,197,34.4,1,0.2,47,8.2,225,39.3,0,0,220,38.4,19,3.3,279,48.7,15,44.1,2,5.9,25,73.5
"070908",9,1.7,7,1.4,1,0.2,0,0,0,0,408,78.9,109,21.1,0,0,517,100,33,6.4,84,16.2,114,22.1,2,0.4,3,0.6,8125,106,1.3,399,4.9,64,0.8,1770,21.8,1707,21,38,0.5,312,3.8,6355,78.2,6,0.1,2795,34.4,246,3,5623,69.2,140,27.1,26,5,351,67.9
"070909",1,9.1,0,0,0,0,0,0,0,0,10,90.9,1,9.1,0,0,11,100,3,27.3,7,63.6,5,45.5,0,0,1,9.1,255,0,0,58,22.7,6,2.2,194,76.1,73,28.6,0,0,17,6.7,61,23.9,0,0,59,23.1,23,9,101,39.6,6,54.5,0,0,2,18.2
"070910",0,0,0,0,0,0,0,0,0,0,52,75.4,10,14.5,7,10.1,69,100,0,0,29,42,25,36.2,0,0,0,0,1162,5,0.4,19,1.6,31,2.5,600,51.6,469,40.4,3,0.3,85,7.3,562,48.4,0,0,408,35.1,17,1.5,649,55.9,12,17.4,7,10.1,44,63.8
"070911",5,1.3,2,0.5,0,0,0,0,0,0,326,84.9,58,15.1,0,0,384,100,75,19.5,114,29.7,119,31,5,1.3,4,1,5823,48,0.8,1203,20.7,199,3.3,2617,44.9,1947,33.4,41,0.7,543,9.3,3206,55.1,6,0.1,2207,37.9,137,2.4,2441,41.9,80,20.8,35,9.1,178,46.4
"070912",19,3.5,2,0.4,0,0,0,0,7,1.3,414,76,75,13.8,49,9,545,100,59,10.8,191,35,171,31.4,3,0.6,2,0.4,8107,41,0.5,956,11.8,156,1.8,3821,47.1,2820,34.8,30,0.4,627,7.7,4286,52.9,12,0.1,3828,47.2,215,2.7,4033,49.7,223,40.9,31,5.7,291,53.4
"070915",0,0,0,0,0,0,0,0,0,0,51,78.5,6,9.2,8,12.3,65,100,0,0,23,35.4,13,20,0,0,0,0,1062,7,0.7,15,1.4,4,0.4,379,35.7,178,16.8,5,0.5,37,3.5,683,64.3,1,0.1,392,36.9,21,2,835,78.6,12,18.5,4,6.2,52,80
"071801",1,5.9,0,0,0,0,0,0,0,0,17,100,0,0,0,0,17,100,0,0,6,35.3,13,76.5,0,0,2,11.8,1031,24,2.3,30,2.9,0,0,535,51.9,889,86.2,2,0.2,269,26.1,496,48.1,1,0.1,440,42.7,4,0.4,81,7.9,7,41.2,0,0,3,17.6
"071803",0,0,0,0,0,0,0,0,0,0,69,94.5,4,5.5,0,0,73,100,1,1.4,69,94.5,71,97.3,0,0,2,2.7,241,0,0,0,0,0,0,232,96.3,239,99.2,1,0.4,36,14.9,9,3.7,0,0,235,97.5,0,0,1,0.4,71,97.3,1,1.4,1,1.4
"071804",1,0.6,2,1.1,0,0,0,0,0,0,104,59.4,59,33.7,12,6.9,175,100,5,2.9,82,46.9,157,89.7,0,0,10,5.7,362,1,0.3,2,0.6,0,0,270,74.6,341,94.2,0,0,34,9.4,92,25.4,0,0,333,92,0,0,18,5,130,74.3,6,3.4,10,5.7
"071806",0,0,1,1.1,0,0,48,54.5,1,1.1,32,36.4,3,3.4,4,4.5,88,100,4,4.5,70,79.5,76,86.4,1,1.1,3,3.4,2691,18,0.7,146,5.4,5,0.2,1821,67.7,2207,82,5,0.2,457,17,870,32.3,1,0,1093,40.6,32,1.2,282,10.5,34,38.6,7,8,6,6.8
"071807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,262,0,0,0,0,0,0,247,94.3,259,98.9,0,0,193,73.7,15,5.7,0,0,211,80.5,0,0,3,1.1,.,.,.,.,.,.
"071809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,3,0.8,12,3.3,0,0,180,49.5,319,87.6,0,0,97,26.6,184,50.5,0,0,118,32.4,7,1.9,23,6.3,.,.,.,.,.,.
"071810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,181,1,0.6,4,2.2,0,0,136,75.1,165,91.2,1,0.6,17,9.4,45,24.9,1,0.6,41,22.7,1,0.6,8,4.4,.,.,.,.,.,.
"071901",3,0.4,0,0,0,0,0,0,0,0,665,95.1,34,4.9,0,0,699,100,6,0.9,582,83.3,676,96.7,2,0.3,51,7.3,11669,13,0.1,59,0.5,105,0.8,10111,86.6,11057,94.8,28,0.2,3959,33.9,1558,13.4,4,0,6978,59.8,62,0.5,446,3.8,328,46.9,36,5.2,12,1.7
"071902",45,1.1,43,1.1,9,0.2,19,0.5,0,0,3628,92.6,266,6.8,7,0.2,3920,100,157,4,2028,51.7,3267,83.3,7,0.2,391,10,59772,691,1.2,2186,3.7,1435,2.2,42172,70.6,49830,83.4,118,0.2,16299,27.3,17600,29.4,210,0.4,35098,58.7,843,1.4,5894,9.9,2101,53.6,270,6.9,392,10
"071903",0,0,0,0,0,0,0,0,0,0,144,89.4,17,10.6,0,0,161,100,0,0,146,90.7,160,99.4,0,0,21,13,2364,0,0,2,0.1,26,1,2163,91.5,2339,98.9,0,0,974,41.2,201,8.5,0,0,1682,71.2,2,0.1,21,0.9,72,44.7,14,8.7,1,0.6
"071904",0,0,0,0,0,0,0,0,0,0,193,91.9,17,8.1,0,0,210,100,0,0,194,92.4,210,100,0,0,27,12.9,3955,0,0,4,0.1,63,1.4,3755,94.9,3929,99.3,0,0,2001,50.6,200,5.1,1,0,2817,71.2,1,0,20,0.5,89,42.4,9,4.3,0,0
"071905",13,0.4,7,0.2,2,0.1,0,0,0,0,2704,91.4,226,7.6,28,0.9,2958,100,40,1.4,2157,72.9,2764,93.4,4,0.1,255,8.6,42232,100,0.2,629,1.5,493,1.1,31864,75.4,39549,93.6,78,0.2,10869,25.7,10368,24.6,26,0.1,23824,56.4,199,0.5,1651,3.9,1645,55.6,243,8.2,128,4.3
"071906",0,0,0,0,0,0,0,0,0,0,45,91.8,4,8.2,0,0,49,100,1,2,49,100,47,95.9,0,0,6,12.2,838,0,0,3,0.4,9,1,835,99.6,804,95.9,0,0,215,25.7,3,0.4,0,0,454,54.2,3,0.4,28,3.3,15,30.6,5,10.2,1,2
"071907",0,0,3,0.7,1,0.2,0,0,0,0,395,93.8,26,6.2,0,0,421,100,4,1,296,70.3,397,94.3,0,0,45,10.7,5973,24,0.4,39,0.7,119,1.9,4287,71.8,5629,94.2,7,0.1,1729,28.9,1686,28.2,2,0,3516,58.9,30,0.5,242,4.1,154,36.6,28,6.7,16,3.8
"071908",0,0,0,0,0,0,0,0,0,0,80,93,6,7,0,0,86,100,0,0,80,93,86,100,0,0,9,10.5,1192,0,0,0,0,20,1.4,1141,95.7,1186,99.5,1,0.1,593,49.7,51,4.3,0,0,914,76.7,1,0.1,4,0.3,52,60.5,2,2.3,0,0
"071909",5,0.2,17,0.6,1,0,0,0,0,0,2896,96.9,92,3.1,0,0,2988,100,68,2.3,1873,62.7,2773,92.8,11,0.4,181,6.1,45126,278,0.6,1052,2.3,490,1,31976,70.9,41396,91.7,120,0.3,9366,20.8,13150,29.1,83,0.2,20615,45.7,279,0.6,1918,4.3,1391,46.6,145,4.9,113,3.8
"072801",18,1.9,11,1.2,0,0,55,5.8,0,0,705,74.1,185,19.5,6,0.6,951,100,36,3.8,578,60.8,565,59.4,3,0.3,256,26.9,6435,65,1,542,8.4,0,0,3646,56.7,3068,47.7,40,0.6,1126,17.5,2789,43.3,10,0.2,5740,89.2,154,2.4,2556,39.7,720,75.7,57,6,318,33.4
"072802",0,0,1,2.4,0,0,0,0,1,2.4,27,64.3,14,33.3,0,0,42,100,0,0,22,52.4,15,35.7,0,0,0,0,159,0,0,3,1.9,0,0,134,84.3,89,56,2,1.3,7,4.4,25,15.7,0,0,139,87.4,0,0,65,40.9,30,71.4,3,7.1,26,61.9
"072901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,0,0,0,0,0,0,79,79.8,55,55.6,0,0,21,21.2,20,20.2,0,0,26,26.3,1,1,43,43.4,.,.,.,.,.,.
"072902",1,1.8,1,1.8,0,0,0,0,0,0,51,89.5,6,10.5,0,0,57,100,1,1.8,35,61.4,35,61.4,0,0,1,1.8,1175,1,0.1,11,0.9,14,1.1,869,74,714,60.8,2,0.2,232,19.7,306,26,0,0,584,49.7,18,1.5,429,36.5,35,61.4,5,8.8,19,33.3
"072903",3,1.7,3,1.7,0,0,0,0,0,0,151,86.3,24,13.7,0,0,175,100,2,1.1,56,32,41,23.4,1,0.6,1,0.6,3693,28,0.8,41,1.1,36,0.9,1697,46,1174,31.8,20,0.5,372,10.1,1996,54,1,0,1275,34.5,62,1.7,2367,64.1,37,21.1,9,5.1,125,71.4
"072904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,114,0,0,1,0.9,0,0,34,29.8,12,10.5,1,0.9,0,0,80,70.2,0,0,38,33.3,3,2.6,97,85.1,.,.,.,.,.,.
"072908",0,0,0,0,0,0,0,0,0,0,8,80,2,20,0,0,10,100,0,0,3,30,1,10,1,10,0,0,205,1,0.5,0,0,0,0,71,34.6,34,16.6,2,1,2,1,134,65.4,0,0,65,31.7,2,1,166,81,2,20,1,10,8,80
"072909",0,0,0,0,0,0,0,0,0,0,13,92.9,1,7.1,0,0,14,100,0,0,7,50,9,64.3,0,0,0,0,255,0,0,0,0,0,0,148,58,123,48.2,0,0,50,19.6,107,42,0,0,126,49.4,3,1.2,129,50.6,0,0,1,7.1,5,35.7
"072910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,124,0,0,0,0,0,0,50,40.3,15,12.1,0,0,1,0.8,74,59.7,0,0,27,21.8,3,2.4,106,85.5,.,.,.,.,.,.
"073901",0,0,0,0,0,0,0,0,0,0,23,85.2,4,14.8,0,0,27,100,7,25.9,22,81.5,16,59.3,0,0,0,0,497,0,0,69,13.9,2,0.4,422,84.9,303,61,1,0.2,85,17.1,75,15.1,1,0.2,319,64.2,9,1.8,114,22.9,25,92.6,3,11.1,4,14.8
"073903",3,5,1,1.7,0,0,0,0,0,0,46,76.7,14,23.3,0,0,60,100,33,55,60,100,16,26.7,1,1.7,1,1.7,879,2,0.2,513,58.4,38,3.7,864,98.3,290,33,2,0.2,124,14.1,15,1.7,0,0,623,70.9,13,1.5,59,6.7,42,70,12,20,6,10
"073904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,157,0,0,1,0.6,0,0,34,21.7,26,16.6,1,0.6,0,0,123,78.3,0,0,51,32.5,3,1.9,126,80.3,.,.,.,.,.,.
"073905",0,0,0,0,0,0,0,0,0,0,24,42.9,8,14.3,24,42.9,56,100,5,8.9,27,48.2,21,37.5,0,0,0,0,651,1,0.2,90,13.8,16,2.3,436,67,236,36.3,0,0,23,3.5,215,33,0,0,285,43.8,24,3.7,300,46.1,27,48.2,11,19.6,30,53.6
"074903",5,4.5,1,0.9,0,0,0,0,0,0,85,75.9,27,24.1,0,0,112,100,8,7.1,58,51.8,19,17,3,2.7,1,0.9,1872,9,0.5,134,7.2,34,1.6,1323,70.7,446,23.8,22,1.2,194,10.4,549,29.3,1,0.1,614,32.8,83,4.4,1177,62.9,29,25.9,2,1.8,76,67.9
"074904",1,4.5,0,0,0,0,0,0,0,0,20,90.9,2,9.1,0,0,22,100,1,4.5,9,40.9,0,0,0,0,0,0,391,0,0,1,0.3,0,0,178,45.5,35,9,1,0.3,9,2.3,213,54.5,0,0,91,23.3,11,2.8,343,87.7,2,9.1,3,13.6,20,90.9
"074905",0,0,1,5.3,0,0,0,0,0,0,15,78.9,4,21.1,0,0,19,100,1,5.3,5,26.3,3,15.8,0,0,0,0,255,2,0.8,2,0.8,0,0,115,45.1,29,11.4,0,0,1,0.4,140,54.9,0,0,31,12.2,5,2,217,85.1,7,36.8,4,21.1,14,73.7
"074907",0,0,0,0,0,0,0,0,0,0,29,80.6,7,19.4,0,0,36,100,5,13.9,14,38.9,3,8.3,1,2.8,0,0,580,1,0.2,65,11.2,4,0.6,350,60.3,106,18.3,7,1.2,44,7.6,230,39.7,0,0,183,31.6,36,6.2,365,62.9,16,44.4,3,8.3,27,75
"074909",2,2.6,0,0,0,0,0,0,0,0,64,82.1,14,17.9,0,0,78,100,1,1.3,31,39.7,10,12.8,2,2.6,0,0,871,1,0.1,32,3.7,2,0.2,489,56.1,151,17.3,19,2.2,29,3.3,382,43.9,0,0,330,37.9,31,3.6,637,73.1,17,21.8,7,9,63,80.8
"074911",0,0,0,0,0,0,0,0,0,0,21,87.5,3,12.5,0,0,24,100,0,0,9,37.5,0,0,0,0,0,0,305,3,1,1,0.3,0,0,143,46.9,20,6.6,5,1.6,0,0,162,53.1,0,0,73,23.9,20,6.6,256,83.9,4,16.7,3,12.5,24,100
"074912",0,0,0,0,0,0,0,0,0,0,21,53.8,10,25.6,8,20.5,39,100,0,0,9,23.1,7,17.9,0,0,0,0,510,2,0.4,11,2.2,2,0.4,213,41.8,90,17.6,5,1,6,1.2,297,58.2,0,0,89,17.5,12,2.4,390,76.5,4,10.3,6,15.4,32,82.1
"074917",0,0,0,0,0,0,0,0,0,0,27,100,0,0,0,0,27,100,0,0,6,22.2,0,0,0,0,0,0,489,0,0,4,0.8,0,0,236,48.3,41,8.4,3,0.6,12,2.5,253,51.7,0,0,49,10,17,3.5,424,86.7,2,7.4,3,11.1,27,100
"075901",0,0,0,0,0,0,0,0,0,0,30,76.9,9,23.1,0,0,39,100,1,2.6,17,43.6,19,48.7,0,0,1,2.6,584,4,0.7,23,3.9,5,0.8,360,61.6,329,56.3,0,0,57,9.8,224,38.4,0,0,149,25.5,6,1,222,38,13,33.3,2,5.1,19,48.7
"075902",5,3.8,1,0.8,0,0,0,0,0,0,115,86.5,18,13.5,0,0,133,100,11,8.3,37,27.8,24,18,1,0.8,1,0.8,2004,15,0.7,188,9.4,30,1.5,1024,51.1,767,38.3,4,0.2,270,13.5,980,48.9,0,0,876,43.7,51,2.5,979,48.9,30,22.6,10,7.5,91,68.4
"075903",1,2.1,0,0,0,0,0,0,0,0,36,76.6,11,23.4,0,0,47,100,6,12.8,11,23.4,10,21.3,0,0,0,0,700,5,0.7,91,13,12,1.5,410,58.6,280,40,3,0.4,76,10.9,290,41.4,0,0,309,44.1,11,1.6,310,44.3,12,25.5,1,2.1,30,63.8
"075906",0,0,0,0,0,0,0,0,0,0,11,84.6,2,15.4,0,0,13,100,0,0,4,30.8,1,7.7,0,0,0,0,234,1,0.4,4,1.7,0,0,73,31.2,29,12.4,0,0,11,4.7,161,68.8,0,0,81,34.6,4,1.7,196,83.8,5,38.5,2,15.4,12,92.3
"075908",0,0,0,0,0,0,0,0,0,0,16,88.9,2,11.1,0,0,18,100,1,5.6,3,16.7,3,16.7,0,0,0,0,288,0,0,12,4.2,2,0.7,108,37.5,53,18.4,2,0.7,22,7.6,180,62.5,0,0,90,31.3,14,4.9,207,71.9,3,16.7,3,16.7,14,77.8
"076903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,100,17,100,1,5.9,6,35.3,6,35.3,0,0,0,0,288,0,0,2,0.7,1,0.3,153,53.1,102,35.4,0,0,11,3.8,135,46.9,0,0,103,35.8,4,1.4,180,62.5,4,23.5,0,0,10,58.8
