DISTRICT,D20GR15N,D20GR15R,D30GR15N,D30GR15R,D40GR15N,D40GR15R,DA0GA15N,DA0GA15P,DA0GE15N,DA0GE15P,DA0GH15N,DA0GH15P,DA0GM15N,DA0GM15P,DA0GN15N,DA0GN15P,DA0GR15N,DA0GR15R,DB0GR15N,DB0GR15R,DE0GR15N,DE0GR15R,DH0GR15N,DH0GR15R,DI0GR15N,DI0GR15R,DL0GR15N,DL0GR15R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DR0GR15N,DR0GR15R,DS0GR15N,DS0GR15R,DW0GR15N,DW0GR15R
"109910",0,0,0,0,0,0,0,0,0,0,13,100,0,0,0,0,13,100,0,0,7,53.8,3,23.1,0,0,0,0,180,0,0,9,5,1,0.5,138,76.7,43,23.9,1,0.6,13,7.2,42,23.3,0,0,27,15,10,5.6,117,65,5,38.5,1,7.7,10,76.9
"109911",4,3.4,0,0,0,0,0,0,0,0,97,82.9,20,17.1,0,0,117,100,3,2.6,63,53.8,15,12.8,1,0.9,0,0,1478,9,0.6,70,4.7,32,1.9,923,62.4,294,19.9,6,0.4,76,5.1,555,37.6,2,0.1,683,46.2,36,2.4,1061,71.8,68,58.1,30,25.6,94,80.3
"109912",0,0,0,0,0,0,0,0,0,0,20,83.3,4,16.7,0,0,24,100,1,4.2,11,45.8,3,12.5,1,4.2,0,0,263,0,0,4,1.5,0,0,119,45.2,37,14.1,1,0.4,6,2.3,144,54.8,0,0,102,38.8,7,2.7,214,81.4,13,54.2,2,8.3,19,79.2
"109913",0,0,0,0,0,0,0,0,0,0,16,61.5,6,23.1,4,15.4,26,100,0,0,13,50,4,15.4,0,0,0,0,357,0,0,5,1.4,0,0,200,56,43,12,2,0.6,5,1.4,157,44,1,0.3,140,39.2,7,2,299,83.8,24,92.3,5,19.2,22,84.6
"109914",0,0,0,0,0,0,0,0,0,0,12,70.6,5,29.4,0,0,17,100,1,5.9,12,70.6,4,23.5,0,0,0,0,187,0,0,2,1.1,2,1,140,74.9,57,30.5,0,0,13,7,47,25.1,0,0,31,16.6,4,2.1,124,66.3,9,52.9,0,0,12,70.6
"110901",0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,9,100,1,11.1,8,88.9,7,77.8,0,0,0,0,242,0,0,14,5.8,7,2.4,193,79.8,174,71.9,0,0,12,5,49,20.2,0,0,112,46.3,6,2.5,48,19.8,2,22.2,0,0,1,11.1
"110902",1,0.6,0,0,0,0,0,0,0,0,140,80,25,14.3,10,5.7,175,100,6,3.4,63,36,107,61.1,0,0,4,2.3,3067,7,0.2,114,3.7,102,2.9,2130,69.4,2126,69.3,10,0.3,229,7.5,937,30.6,2,0.1,1620,52.8,26,0.8,782,25.5,88,50.3,25,14.3,61,34.9
"110905",1,4.2,0,0,0,0,0,0,0,0,21,87.5,3,12.5,0,0,24,100,0,0,7,29.2,6,25,0,0,0,0,344,1,0.3,4,1.2,4,1.2,155,45.1,139,40.4,2,0.6,8,2.3,189,54.9,0,0,124,36,3,0.9,195,56.7,6,25,5,20.8,17,70.8
"110906",2,6.9,0,0,0,0,0,0,0,0,27,93.1,2,6.9,0,0,29,100,0,0,13,44.8,13,44.8,0,0,0,0,431,1,0.2,8,1.9,3,0.7,269,62.4,203,47.1,3,0.7,19,4.4,162,37.6,0,0,184,42.7,5,1.2,211,49,4,13.8,4,13.8,14,48.3
"110907",0,0,0,0,0,0,23,79.3,0,0,3,10.3,2,6.9,1,3.4,29,100,0,0,4,13.8,13,44.8,2,6.9,0,0,636,3,0.5,7,1.1,4,0.6,228,35.8,357,56.1,3,0.5,14,2.2,408,64.2,0,0,175,27.5,2,0.3,264,41.5,8,27.6,0,0,14,48.3
"110908",1,7.1,0,0,0,0,0,0,0,0,12,85.7,1,7.1,1,7.1,14,100,0,0,3,21.4,1,7.1,0,0,0,0,183,0,0,3,1.6,0,0,61,33.3,72,39.3,0,0,4,2.2,122,66.7,0,0,53,29,1,0.5,107,58.5,2,14.3,2,14.3,12,85.7
"111901",5,1.1,3,0.7,0,0,19,4.3,0,0,338,76.1,84,18.9,3,0.7,444,100,1,0.2,153,34.5,109,24.5,3,0.7,15,3.4,6971,47,0.7,45,0.6,124,1.7,3465,49.7,1655,23.7,49,0.7,516,7.4,3506,50.3,15,0.2,2491,35.7,123,1.8,5037,72.3,139,31.3,51,11.5,323,72.7
"111902",1,8.3,0,0,0,0,0,0,0,0,8,66.7,3,25,1,8.3,12,100,0,0,7,58.3,3,25,0,0,1,8.3,358,0,0,2,0.6,0,0,169,47.2,43,12,0,0,12,3.4,189,52.8,0,0,155,43.3,5,1.4,308,86,3,25,0,0,8,66.7
"111903",1,1.8,0,0,0,0,0,0,0,0,43,78.2,3,5.5,9,16.4,55,100,1,1.8,8,14.5,2,3.6,0,0,1,1.8,779,3,0.4,4,0.5,5,0.6,225,28.9,50,6.4,2,0.3,11,1.4,554,71.1,0,0,153,19.6,3,0.4,717,92,19,34.5,6,10.9,51,92.7
"112901",0,0,1,0.4,1,0.4,0,0,0,0,196,72.9,73,27.1,0,0,269,100,30,11.2,101,37.5,61,22.7,2,0.7,5,1.9,4336,37,0.9,519,12,80,1.7,2583,59.6,1132,26.1,14,0.3,537,12.4,1753,40.4,4,0.1,1882,43.4,164,3.8,2466,56.9,130,48.3,28,10.4,174,64.7
"112905",0,0,0,0,0,0,0,0,0,0,27,81.8,6,18.2,0,0,33,100,0,0,13,39.4,1,3,0,0,0,0,351,0,0,4,1.1,4,1,197,56.1,31,8.8,3,0.9,6,1.7,154,43.9,0,0,166,47.3,5,1.4,308,87.7,24,72.7,5,15.2,32,97
"112906",1,6.7,0,0,0,0,0,0,0,0,12,80,0,0,3,20,15,100,0,0,9,60,5,33.3,0,0,1,6.7,531,3,0.6,4,0.8,6,1.1,296,55.7,117,22,6,1.1,56,10.5,235,44.3,0,0,273,51.4,18,3.4,383,72.1,3,20,2,13.3,9,60
"112907",0,0,0,0,0,0,0,0,0,0,14,100,0,0,0,0,14,100,0,0,2,14.3,1,7.1,0,0,1,7.1,286,0,0,0,0,2,0.8,171,59.8,64,22.4,0,0,21,7.3,115,40.2,0,0,72,25.2,3,1,219,76.6,5,35.7,0,0,13,92.9
"112908",1,2.2,0,0,0,0,0,0,0,0,37,82.2,8,17.8,0,0,45,100,0,0,34,75.6,26,57.8,0,0,3,6.7,758,3,0.4,20,2.6,5,0.6,503,66.4,323,42.6,6,0.8,190,25.1,255,33.6,0,0,414,54.6,16,2.1,390,51.5,26,57.8,6,13.3,18,40
"112909",0,0,0,0,0,0,0,0,0,0,17,73.9,6,26.1,0,0,23,100,0,0,15,65.2,7,30.4,1,4.3,3,13,262,0,0,10,3.8,1,0.4,185,70.6,64,24.4,0,0,27,10.3,77,29.4,0,0,98,37.4,6,2.3,182,69.5,6,26.1,4,17.4,15,65.2
"112910",0,0,0,0,0,0,0,0,0,0,8,61.5,3,23.1,2,15.4,13,100,0,0,4,30.8,2,15.4,0,0,0,0,207,0,0,3,1.4,2,0.8,93,44.9,22,10.6,0,0,6,2.9,114,55.1,1,0.5,109,52.7,7,3.4,174,84.1,3,23.1,3,23.1,11,84.6
"113901",0,0,1,1.2,0,0,0,0,0,0,66,81.5,15,18.5,0,0,81,100,41,50.6,58,71.6,20,24.7,0,0,0,0,1286,7,0.5,627,48.8,57,4,1138,88.5,404,31.4,3,0.2,231,18,148,11.5,0,0,708,55.1,36,2.8,209,16.3,52,64.2,11,13.6,19,23.5
"113902",0,0,0,0,0,0,0,0,0,0,25,86.2,4,13.8,0,0,29,100,8,27.6,11,37.9,2,6.9,0,0,0,0,482,2,0.4,118,24.5,6,1.1,332,68.9,46,9.5,1,0.2,8,1.7,150,31.1,2,0.4,282,58.5,11,2.3,302,62.7,18,62.1,2,6.9,19,65.5
"113903",0,0,0,0,0,0,0,0,0,0,22,68.8,10,31.3,0,0,32,100,2,6.3,14,43.8,2,6.3,0,0,0,0,507,4,0.8,50,9.9,6,1.1,220,43.4,45,8.9,0,0,13,2.6,287,56.6,0,0,122,24.1,16,3.2,392,77.3,2,6.3,5,15.6,28,87.5
"113905",0,0,0,0,0,0,0,0,0,0,27,77.1,8,22.9,0,0,35,100,1,2.9,11,31.4,1,2.9,0,0,0,0,511,1,0.2,23,4.5,3,0.5,228,44.6,49,9.6,1,0.2,6,1.2,283,55.4,0,0,244,47.7,6,1.2,431,84.3,14,40,7,20,33,94.3
"113906",2,10.5,0,0,0,0,1,5.3,0,0,17,89.5,1,5.3,0,0,19,100,4,21.1,12,63.2,0,0,0,0,0,0,256,0,0,36,14.1,5,1.6,151,59,14,5.5,2,0.8,0,0,105,41,0,0,101,39.5,9,3.5,195,76.2,12,63.2,1,5.3,13,68.4
"114901",0,0,0,0,0,0,0,0,0,0,175,83.7,34,16.3,0,0,209,100,15,7.2,78,37.3,120,57.4,2,1,0,0,4114,27,0.7,241,5.9,90,1.9,2570,62.5,2684,65.2,5,0.1,143,3.5,1544,37.5,2,0,2256,54.8,93,2.3,1062,25.8,85,40.7,25,12,72,34.4
"114902",1,2,0,0,0,0,0,0,0,0,43,86,7,14,0,0,50,100,1,2,13,26,13,26,1,2,0,0,913,2,0.2,3,0.3,12,1.2,289,31.7,308,33.7,7,0.8,10,1.1,624,68.3,0,0,395,43.3,13,1.4,580,63.5,27,54,7,14,34,68
"114904",1,2.3,0,0,0,0,2,4.7,0,0,0,0,2,4.7,39,90.7,43,100,0,0,4,9.3,6,14,0,0,0,0,739,14,1.9,16,2.2,4,0.5,196,26.5,181,24.5,4,0.5,2,0.3,543,73.5,0,0,211,28.6,17,2.3,507,68.6,8,18.6,1,2.3,36,83.7
"115901",0,0,0,0,0,0,0,0,0,0,25,100,0,0,0,0,25,100,0,0,23,92,25,100,0,0,3,12,434,0,0,0,0,0,0,401,92.4,422,97.2,0,0,222,51.2,33,7.6,0,0,291,67.1,1,0.2,11,2.5,12,48,0,0,0,0
"115902",0,0,0,0,0,0,0,0,0,0,7,87.5,1,12.5,0,0,8,100,0,0,6,75,4,50,1,12.5,0,0,123,1,0.8,2,1.6,0,0,85,69.1,80,65,0,0,2,1.6,38,30.9,0,0,67,54.5,1,0.8,39,31.7,2,25,1,12.5,3,37.5
"115903",1,16.7,0,0,0,0,0,0,0,0,4,66.7,2,33.3,0,0,6,100,0,0,3,50,2,33.3,0,0,0,0,82,0,0,0,0,0,0,65,79.3,60,73.2,1,1.2,29,35.4,17,20.7,0,0,48,58.5,0,0,21,25.6,5,83.3,1,16.7,3,50
"116901",9,9.8,0,0,0,0,0,0,0,0,74,80.4,18,19.6,0,0,92,100,2,2.2,28,30.4,9,9.8,1,1.1,0,0,1680,6,0.4,34,2,37,2.2,593,35.3,268,16,10,0.6,54,3.2,1087,64.7,0,0,602,35.8,51,3,1311,78,38,41.3,11,12,71,77.2
"116902",1,2.3,0,0,0,0,0,0,0,0,38,88.4,5,11.6,0,0,43,100,2,4.7,17,39.5,1,2.3,1,2.3,0,0,499,0,0,12,2.4,7,1.4,264,52.9,63,12.6,1,0.2,6,1.2,235,47.1,0,0,175,35.1,13,2.6,410,82.2,10,23.3,3,7,38,88.4
"116903",1,1.2,1,1.2,1,1.2,0,0,0,0,72,83.7,14,16.3,0,0,86,100,18,20.9,49,57,18,20.9,1,1.2,2,2.3,1603,36,2.2,326,20.3,32,1.9,1056,65.9,340,21.2,11,0.7,139,8.7,547,34.1,11,0.7,964,60.1,79,4.9,800,49.9,56,65.1,7,8.1,46,53.5
"116905",11,4.1,0,0,0,0,1,0.4,0,0,191,71.5,74,27.7,1,0.4,267,100,39,14.6,128,47.9,110,41.2,2,0.7,5,1.9,5208,44,0.8,929,17.8,49,0.8,3419,65.6,2104,40.4,40,0.8,1043,20,1789,34.4,9,0.2,3095,59.4,171,3.3,1911,36.7,86,32.2,14,5.2,105,39.3
"116906",1,1.3,0,0,0,0,0,0,0,0,65,85.5,11,14.5,0,0,76,100,1,1.3,28,36.8,5,6.6,1,1.3,0,0,988,5,0.5,34,3.4,5,0.5,428,43.3,91,9.2,9,0.9,14,1.4,560,56.7,0,0,251,25.4,26,2.6,823,83.3,38,50,8,10.5,68,89.5
"116908",2,1.3,0,0,0,0,0,0,0,0,127,81.4,29,18.6,0,0,156,100,1,0.6,74,47.4,38,24.4,1,0.6,3,1.9,2571,10,0.4,20,0.8,74,2.6,1720,66.9,572,22.2,17,0.7,225,8.8,851,33.1,1,0,1307,50.8,48,1.9,1903,74,78,50,15,9.6,114,73.1
"116909",0,0,0,0,0,0,0,0,0,0,24,85.7,4,14.3,0,0,28,100,2,7.1,11,39.3,2,7.1,0,0,0,0,662,2,0.3,30,4.5,4,0.6,364,55,93,14,4,0.6,30,4.5,298,45,0,0,278,42,6,0.9,527,79.6,11,39.3,3,10.7,24,85.7
"116910",0,0,0,0,0,0,0,0,0,0,3,11.1,7,25.9,17,63,27,100,0,0,9,33.3,3,11.1,0,0,1,3.7,353,2,0.6,4,1.1,10,2.5,210,59.5,60,17,2,0.6,17,4.8,143,40.5,0,0,153,43.3,3,0.8,282,79.9,17,63,2,7.4,24,88.9
"116915",0,0,0,0,0,0,0,0,0,0,36,90,4,10,0,0,40,100,0,0,13,32.5,9,22.5,0,0,1,2.5,608,0,0,12,2,2,0.3,320,52.6,206,33.9,6,1,82,13.5,288,47.4,1,0.2,166,27.3,23,3.8,360,59.2,3,7.5,5,12.5,31,77.5
"116916",0,0,1,3.2,0,0,0,0,0,0,28,90.3,3,9.7,0,0,31,100,2,6.5,7,22.6,5,16.1,0,0,0,0,516,5,1,10,1.9,4,0.7,281,54.5,71,13.8,4,0.8,10,1.9,235,45.5,1,0.2,215,41.7,18,3.5,407,78.9,8,25.8,0,0,23,74.2
"117901",6,3.2,1,0.5,0,0,0,0,0,0,151,79.5,39,20.5,0,0,190,100,10,5.3,53,27.9,74,38.9,4,2.1,18,9.5,2758,16,0.6,86,3.1,35,1.2,1419,51.5,1227,44.5,34,1.2,270,9.8,1339,48.5,1,0,1409,51.1,101,3.7,1293,46.9,79,41.6,31,16.3,95,50
"117903",2,4.2,0,0,0,0,0,0,0,0,40,83.3,7,14.6,1,2.1,48,100,1,2.1,17,35.4,9,18.8,2,4.2,0,0,772,2,0.3,5,0.6,1,0.1,335,43.4,71,9.2,8,1,0,0,437,56.6,0,0,242,31.3,16,2.1,670,86.8,23,47.9,7,14.6,34,70.8
"117904",0,0,0,0,0,0,0,0,0,0,31,66,16,34,0,0,47,100,0,0,15,31.9,10,21.3,2,4.3,0,0,646,1,0.2,4,0.6,2,0.3,266,41.2,140,21.7,12,1.9,5,0.8,380,58.8,0,0,227,35.1,17,2.6,472,73.1,34,72.3,6,12.8,35,74.5
"117907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,101,0,0,0,0,0,0,28,27.7,21,20.8,3,3,3,3,73,72.3,0,0,27,26.7,5,5,72,71.3,.,.,.,.,.,.
"118902",2,7.1,0,0,0,0,22,78.6,1,3.6,0,0,0,0,5,17.9,28,100,0,0,5,17.9,7,25,0,0,0,0,324,0,0,8,2.5,0,0,136,42,107,33,1,0.3,0,0,188,58,0,0,136,42,2,0.6,206,63.6,11,39.3,1,3.6,19,67.9
"119901",0,0,0,0,0,0,0,0,0,0,13,81.3,1,6.3,2,12.5,16,100,0,0,5,31.3,4,25,0,0,0,0,263,0,0,0,0,0,0,148,56.3,30,11.4,3,1.1,7,2.7,115,43.7,0,0,118,44.9,3,1.1,227,86.3,2,12.5,2,12.5,12,75
"119902",0,0,0,0,0,0,0,0,0,0,47,77,14,23,0,0,61,100,0,0,28,45.9,12,19.7,1,1.6,4,6.6,960,6,0.6,12,1.3,9,0.8,551,57.4,295,30.7,6,0.6,130,13.5,409,42.6,0,0,504,52.5,27,2.8,614,64,20,32.8,4,6.6,48,78.7
"119903",0,0,0,0,0,0,0,0,0,0,23,85.2,3,11.1,1,3.7,27,100,0,0,8,29.6,1,3.7,0,0,0,0,356,0,0,0,0,5,1.2,182,51.1,62,17.4,1,0.3,16,4.5,174,48.9,0,0,168,47.2,7,2,286,80.3,12,44.4,3,11.1,26,96.3
"120901",0,0,0,0,0,0,0,0,0,0,48,47.1,33,32.4,21,20.6,102,100,15,14.7,35,34.3,33,32.4,2,2,1,1,1556,25,1.6,238,15.3,21,1.2,992,63.8,685,44,2,0.1,151,9.7,564,36.2,4,0.3,512,32.9,18,1.2,584,37.5,55,53.9,10,9.8,52,51
"120902",1,1.7,0,0,0,0,0,0,0,0,46,76.7,14,23.3,0,0,60,100,2,3.3,24,40,38,63.3,0,0,6,10,771,1,0.1,20,2.6,2,0.2,403,52.3,413,53.6,1,0.1,97,12.6,368,47.7,0,0,277,35.9,6,0.8,330,42.8,18,30,4,6.7,19,31.7
"120905",0,0,0,0,0,0,0,0,0,0,80,87.9,9,9.9,2,2.2,91,100,0,0,20,22,22,24.2,0,0,0,0,1217,2,0.2,17,1.4,24,1.8,400,32.9,346,28.4,2,0.2,41,3.4,817,67.1,0,0,354,29.1,4,0.3,846,69.5,27,29.7,6,6.6,69,75.8
"121902",0,0,0,0,0,0,0,0,0,0,19,76,6,24,0,0,25,100,2,8,11,44,1,4,0,0,0,0,417,3,0.7,11,2.6,9,1.9,248,59.5,22,5.3,0,0,0,0,169,40.5,0,0,100,24,12,2.9,369,88.5,6,24,2,8,22,88
"121903",1,1,0,0,0,0,0,0,0,0,71,69.6,31,30.4,0,0,102,100,2,2,23,22.5,4,3.9,2,2,0,0,1443,1,0.1,63,4.4,10,0.6,628,43.5,46,3.2,11,0.8,6,0.4,815,56.5,0,0,827,57.3,27,1.9,1295,89.7,46,45.1,12,11.8,93,91.2
"121904",4,3.1,1,0.8,0,0,0,0,0,0,102,78.5,28,21.5,0,0,130,100,54,41.5,75,57.7,20,15.4,3,2.3,3,2.3,2497,11,0.4,1036,41.5,122,4.5,1874,75.1,427,17.1,4,0.2,193,7.7,623,24.9,14,0.6,1503,60.2,65,2.6,940,37.6,91,70,19,14.6,48,36.9
"121905",4,3.8,1,1,0,0,0,0,0,0,77,73.3,28,26.7,0,0,105,100,15,14.3,53,50.5,5,4.8,0,0,1,1,1539,9,0.6,156,10.1,25,1.5,919,59.7,95,6.2,6,0.4,39,2.5,620,40.3,1,0.1,648,42.1,57,3.7,1215,78.9,49,46.7,12,11.4,80,76.2
"121906",2,5.6,0,0,0,0,0,0,0,0,33,91.7,3,8.3,0,0,36,100,0,0,3,8.3,1,2.8,0,0,0,0,503,0,0,1,0.2,5,1,146,29,18,3.6,0,0,6,1.2,357,71,0,0,155,30.8,17,3.4,467,92.8,20,55.6,4,11.1,33,91.7
"122901",0,0,0,0,0,0,0,0,0,0,15,78.9,4,21.1,0,0,19,100,0,0,9,47.4,11,57.9,0,0,1,5.3,228,0,0,0,0,0,0,118,51.8,136,59.6,0,0,36,15.8,110,48.2,0,0,104,45.6,3,1.3,89,39,5,26.3,3,15.8,8,42.1
"122902",1,25,0,0,0,0,0,0,0,0,4,100,0,0,0,0,4,100,0,0,2,50,2,50,0,0,0,0,46,1,2.2,0,0,0,0,39,84.8,36,78.3,0,0,16,34.8,7,15.2,0,0,17,37,0,0,9,19.6,2,50,0,0,1,25
"123803",0,0,0,0,0,0,0,0,0,0,19,100,0,0,0,0,19,100,15,78.9,18,94.7,4,21.1,0,0,0,0,492,0,0,410,83.3,0,0,457,92.9,50,10.2,1,0.2,0,0,35,7.1,0,0,171,34.8,8,1.6,23,4.7,4,21.1,4,21.1,0,0
"123805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,366,3,0.8,150,41,0,0,303,82.8,175,47.8,2,0.5,118,32.2,63,17.2,0,0,193,52.7,8,2.2,28,7.7,.,.,.,.,.,.
"123807",0,0,0,0,0,0,0,0,0,0,17,81,4,19,0,0,21,100,1,4.8,16,76.2,19,90.5,0,0,0,0,516,3,0.6,14,2.7,0,0,451,87.4,491,95.2,0,0,108,20.9,65,12.6,0,0,158,30.6,2,0.4,6,1.2,10,47.6,1,4.8,1,4.8
"123905",9,2.5,25,7,0,0,0,0,0,0,292,81.8,65,18.2,0,0,357,100,19,5.3,108,30.3,55,15.4,2,0.6,5,1.4,5184,318,6.1,436,8.4,78,1.4,2212,42.7,1195,23.1,37,0.7,373,7.2,2972,57.3,6,0.1,1818,35.1,82,1.6,3110,60,150,42,38,10.6,247,69.2
"123907",2,0.5,33,7.7,0,0,2,0.5,0,0,375,87.8,28,6.6,22,5.2,427,100,215,50.4,287,67.2,168,39.3,5,1.2,18,4.2,8826,338,3.8,3859,43.7,258,2.6,6718,76.1,4215,47.8,167,1.9,2331,26.4,2108,23.9,2,0,5848,66.3,40,0.5,205,2.3,315,73.8,34,8,4,0.9
"123908",8,2.4,18,5.5,0,0,0,0,0,0,253,76.9,75,22.8,1,0.3,329,100,5,1.5,88,26.7,56,17,1,0.3,0,0,4972,275,5.5,136,2.7,58,1.1,1667,33.5,1104,22.2,12,0.2,201,4,3305,66.5,1,0,2021,40.6,140,2.8,3304,66.5,149,45.3,26,7.9,241,73.3
"123910",22,2,47,4.3,2,0.2,0,0,0,0,769,70.2,212,19.4,114,10.4,1095,100,616,56.3,632,57.7,223,20.4,4,0.4,33,3,19171,575,3,11515,60.1,723,3.5,14349,74.8,4412,23,41,0.2,2007,10.5,4822,25.2,15,0.1,6342,33.1,433,2.3,2180,11.4,328,30,99,9,181,16.5
"123913",1,3.6,1,3.6,0,0,0,0,0,0,26,92.9,2,7.1,0,0,28,100,5,17.9,19,67.9,9,32.1,0,0,0,0,385,5,1.3,83,21.6,0,0,256,66.5,142,36.9,3,0.8,3,0.8,129,33.5,0,0,49,12.7,3,0.8,149,38.7,3,10.7,2,7.1,12,42.9
"123914",0,0,2,1.5,0,0,0,0,0,0,126,92,11,8,0,0,137,100,6,4.4,43,31.4,25,18.2,1,0.7,1,0.7,1812,29,1.6,89,4.9,8,0.4,559,30.8,289,15.9,10,0.6,87,4.8,1253,69.2,2,0.1,701,38.7,22,1.2,1371,75.7,28,20.4,6,4.4,103,75.2
"124901",0,0,0,0,0,0,0,0,0,0,52,86.7,8,13.3,0,0,60,100,0,0,41,68.3,59,98.3,1,1.7,2,3.3,1156,3,0.3,5,0.4,11,0.9,949,82.1,1108,95.8,1,0.1,74,6.4,207,17.9,0,0,447,38.7,0,0,39,3.4,22,36.7,6,10,0,0
"125901",0,0,0,0,0,0,0,0,0,0,245,85.4,42,14.6,0,0,287,100,1,0.3,168,58.5,267,93,1,0.3,6,2.1,5135,24,0.5,29,0.6,114,2,3977,77.4,4846,94.4,6,0.1,182,3.5,1158,22.6,0,0,2763,53.8,9,0.2,221,4.3,131,45.6,21,7.3,18,6.3
"125902",0,0,0,0,0,0,0,0,0,0,45,86.5,7,13.5,0,0,52,100,0,0,33,63.5,44,84.6,1,1.9,4,7.7,579,0,0,2,0.3,1,0.2,404,69.8,526,90.8,1,0.2,27,4.7,175,30.2,0,0,230,39.7,0,0,50,8.6,27,51.9,4,7.7,7,13.5
"125903",1,1,0,0,0,0,0,0,0,0,72,68.6,33,31.4,0,0,105,100,0,0,39,37.1,63,60,0,0,1,1,1948,9,0.5,1,0.1,25,1.2,1115,57.2,1173,60.2,0,0,41,2.1,833,42.8,0,0,911,46.8,10,0.5,755,38.8,50,47.6,6,5.7,41,39
"125905",0,0,0,0,0,0,0,0,0,0,10,58.8,7,41.2,0,0,17,100,0,0,14,82.4,17,100,0,0,1,5.9,483,0,0,1,0.2,14,2.6,300,62.1,470,97.3,0,0,35,7.2,183,37.9,0,0,231,47.8,0,0,12,2.5,7,41.2,3,17.6,0,0
"125906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,118,0,0,0,0,0,0,65,55.1,115,97.5,0,0,0,0,53,44.9,0,0,10,8.5,0,0,3,2.5,.,.,.,.,.,.
"126901",5,2,0,0,0,0,45,18.1,0,0,158,63.7,42,16.9,3,1.2,248,100,7,2.8,103,41.5,69,27.8,1,0.4,5,2,3588,15,0.4,98,2.7,31,0.8,2214,61.7,1234,34.4,33,0.9,484,13.5,1374,38.3,5,0.1,1868,52.1,85,2.4,2118,59,85,34.3,23,9.3,166,66.9
"126902",16,2.1,4,0.5,1,0.1,0,0,0,0,613,81.5,134,17.8,5,0.7,752,100,45,6,192,25.5,126,16.8,8,1.1,11,1.5,11342,110,1,639,5.6,136,1.2,4183,36.9,2351,20.7,71,0.6,505,4.5,7159,63.1,28,0.2,4633,40.8,324,2.9,7819,68.9,298,39.6,41,5.5,552,73.4
"126903",8,2.2,1,0.3,4,1.1,2,0.6,0,0,298,82.5,61,16.9,0,0,361,100,14,3.9,193,53.5,145,40.2,1,0.3,9,2.5,6670,20,0.3,264,4,125,1.7,4433,66.5,2821,42.3,40,0.6,1286,19.3,2237,33.5,89,1.3,3631,54.4,185,2.8,3251,48.7,172,47.6,23,6.4,188,52.1
"126904",3,3.6,0,0,0,0,0,0,0,0,76,90.5,8,9.5,0,0,84,100,1,1.2,17,20.2,12,14.3,3,3.6,1,1.2,1134,8,0.7,24,2.1,10,0.8,412,36.3,178,15.7,10,0.9,47,4.1,722,63.7,3,0.3,329,29,19,1.7,892,78.7,41,48.8,7,8.3,65,77.4
"126905",9,2.8,3,0.9,0,0,0,0,0,0,286,88.8,36,11.2,0,0,322,100,5,1.6,105,32.6,64,19.9,0,0,8,2.5,5125,25,0.5,57,1.1,79,1.4,2545,49.7,1223,23.9,30,0.6,392,7.6,2580,50.3,2,0,2055,40.1,121,2.4,3667,71.6,128,39.8,16,5,241,74.8
"126906",2,3.1,2,3.1,6,9.2,0,0,0,0,50,76.9,15,23.1,0,0,65,100,1,1.5,36,55.4,26,40,0,0,4,6.2,1018,5,0.5,44,4.3,14,1.3,804,79,359,35.3,7,0.7,201,19.7,214,21,182,17.9,514,50.5,43,4.2,378,37.1,38,58.5,4,6.2,28,43.1
"126907",0,0,0,0,0,0,0,0,0,0,33,66,13,26,4,8,50,100,1,2,13,26,9,18,1,2,4,8,726,0,0,2,0.3,21,2.5,418,57.6,122,16.8,3,0.4,32,4.4,308,42.4,0,0,319,43.9,18,2.5,581,80,26,52,12,24,39,78
"126908",1,0.9,3,2.7,0,0,0,0,0,0,94,84.7,17,15.3,0,0,111,100,3,2.7,76,68.5,61,55,0,0,6,5.4,1990,17,0.9,56,2.8,54,2.5,1464,73.6,1043,52.4,28,1.4,471,23.7,526,26.4,3,0.2,1008,50.7,31,1.6,812,40.8,36,32.4,9,8.1,43,38.7
"126911",3,2.7,0,0,0,0,0,0,0,0,99,88.4,13,11.6,0,0,112,100,0,0,45,40.2,22,19.6,2,1.8,1,0.9,1765,6,0.3,19,1.1,24,1.2,1001,56.7,411,23.3,38,2.2,177,10,764,43.3,1,0.1,890,50.4,44,2.5,1246,70.6,53,47.3,10,8.9,85,75.9
"127901",2,4.5,1,2.3,0,0,5,11.4,0,0,28,63.6,10,22.7,1,2.3,44,100,0,0,21,47.7,22,50,0,0,1,2.3,690,3,0.4,11,1.6,8,1,423,61.3,340,49.3,1,0.1,13,1.9,267,38.7,0,0,336,48.7,13,1.9,322,46.7,17,38.6,5,11.4,19,43.2
