CAMPUS,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"021901105","ROCK PRAIRIE EL","N","BRAZOS","021","COLLEGE STATION ISD","EE - 04","E"," "," ","06"
"021901101","SOUTH KNOLL EL","N","BRAZOS","021","COLLEGE STATION ISD","EE - 04","E"," "," ","06"
"021901104","SOUTHWOOD VALLEY EL","N","BRAZOS","021","COLLEGE STATION ISD","PK - 04","E"," "," ","06"
"091902001","COLLINSVILLE H S","N","GRAYSON","091","COLLINSVILLE ISD","07 - 12","S"," "," ","10"
"091902101","COLLINSVILLE INT","N","GRAYSON","091","COLLINSVILLE ISD","05 - 06","M"," "," ","10"
"091902102","COLLINSVILLE PRI","N","GRAYSON","091","COLLINSVILLE ISD","PK - 04","E"," "," ","10"
"229901101","COLMESNEIL EL","N","TYLER","229","COLMESNEIL ISD","KG - 06","E"," "," ","05"
"229901001","COLMESNEIL JH/HS","N","TYLER","229","COLMESNEIL ISD","07 - 12","S"," "," ","05"
"168901001","COLORADO HIGH SCHOOL","N","MITCHELL","168","COLORADO ISD","09 - 12","S"," "," ","14"
"168901041","COLORADO MIDDLE","N","MITCHELL","168","COLORADO ISD","06 - 08","M"," "," ","14"
"168901101","HUTCHINSON ELEMENTARY","N","MITCHELL","168","COLORADO ISD","03 - 05","E"," "," ","14"
"168901102","KELLEY ELEMENTARY","N","MITCHELL","168","COLORADO ISD","EE - 02","E","168901101","HUTCHINSON ELEMENTARY","14"
"168901003","WALLACE ACCELERATED H S","N","MITCHELL","168","COLORADO ISD","09 - 12","S"," "," ","14"
"020907107","BARROW EL","N","BRAZORIA","020","COLUMBIA-BRAZORIA ISD","EE - 06","E"," "," ","04"
"020907005","BRAZORIA CO J J A E P","N","BRAZORIA","020","COLUMBIA-BRAZORIA ISD","10 - 11","S"," "," ","04"
"020907001","COLUMBIA H S","N","BRAZORIA","020","COLUMBIA-BRAZORIA ISD","09 - 12","S"," "," ","04"
"020907042","WEST BRAZOS J H","N","BRAZORIA","020","COLUMBIA-BRAZORIA ISD","07 - 08","M"," "," ","04"
"020907102","WEST COLUMBIA EL","N","BRAZORIA","020","COLUMBIA-BRAZORIA ISD","EE - 06","E"," "," ","04"
"020907106","WILD PEACH EL","N","BRAZORIA","020","COLUMBIA-BRAZORIA ISD","PK - 08","E"," "," ","04"
"045902002","COLUMBUS ALTERNATIVE SCHOOL","N","COLORADO","045","COLUMBUS ISD","09 - 12","S"," "," ","03"
"045902101","COLUMBUS EL","N","COLORADO","045","COLUMBUS ISD","EE - 05","E"," "," ","03"
"045902001","COLUMBUS H S","N","COLORADO","045","COLUMBUS ISD","09 - 12","S"," "," ","03"
"045902041","COLUMBUS J H","N","COLORADO","045","COLUMBUS ISD","06 - 08","M"," "," ","03"
"045902003","FIVE OAKS ACHIEVEMENT CENTER","N","COLORADO","045","COLUMBUS ISD","04 - 12","B"," "," ","03"
"046902007","ALAMO COLLEGES - MEMORIAL EARLY CO","N","COMAL","046","COMAL ISD","09 - 10","S"," "," ","13"
"046902110","ARLON R SEAY EL","N","COMAL","046","COMAL ISD","KG - 05","E"," "," ","13"
"046902107","BILL BROWN ELEMENTARY SCHOOL","N","COMAL","046","COMAL ISD","PK - 05","E"," "," ","13"
"046902001","CANYON H S","N","COMAL","046","COMAL ISD","09 - 12","S"," "," ","13"
"046902003","CANYON LAKE H S","N","COMAL","046","COMAL ISD","09 - 12","S"," "," ","13"
"046902042","CANYON MIDDLE","N","COMAL","046","COMAL ISD","06 - 08","M"," "," ","13"
"046902045","CHURCH HILL MIDDLE","N","COMAL","046","COMAL ISD","06 - 08","M"," "," ","13"
"046902119","CLEAR SPRING EL","N","COMAL","046","COMAL ISD","PK - 05","E"," "," ","13"
"046902201","COMAL ACADEMY","N","COMAL","046","COMAL ISD","09 - 12","S"," "," ","13"
"046902206","COMAL DISCIPLINE CENTER","N","COMAL","046","COMAL ISD","05 - 12","B"," "," ","13"
"046902115","FREIHEIT EL","N","COMAL","046","COMAL ISD","EE - 05","E"," "," ","13"
"046902102","GARDEN RIDGE EL","N","COMAL","046","COMAL ISD","KG - 05","E"," "," ","13"
"046902104","GOODWIN FRAZIER EL","N","COMAL","046","COMAL ISD","PK - 05","E"," "," ","13"
"046902112","HOFFMANN LANE EL","N","COMAL","046","COMAL ISD","KG - 05","E"," "," ","13"
"046902121","JOHNSON RANCH EL","N","COMAL","046","COMAL ISD","KG - 05","E"," "," ","13"
"046902122","KINDER RANCH EL","N","COMAL","046","COMAL ISD","KG - 05","E"," "," ","13"
"046902111","MH SPECHT EL","N","COMAL","046","COMAL ISD","KG - 05","E"," "," ","13"
"046902117","MORNINGSIDE EL","N","COMAL","046","COMAL ISD","PK - 05","E"," "," ","13"
"046902046","MT VALLEY MIDDLE","N","COMAL","046","COMAL ISD","06 - 08","M"," "," ","13"
"046902123","OAK CREEK EL","N","COMAL","046","COMAL ISD","KG - 05","E"," "," ","13"
"046902101","RAHE BULVERDE EL","N","COMAL","046","COMAL ISD","EE - 05","E"," "," ","13"
"046902113","REBECCA CREEK EL SCHOOL","N","COMAL","046","COMAL ISD","EE - 05","E"," "," ","13"
"046902002","SMITHSON VALLEY H S","N","COMAL","046","COMAL ISD","09 - 12","S"," "," ","13"
"046902041","SMITHSON VALLEY MIDDLE","N","COMAL","046","COMAL ISD","06 - 08","M"," "," ","13"
"046902044","SPRING BRANCH MIDDLE","N","COMAL","046","COMAL ISD","06 - 08","M"," "," ","13"
"046902105","STARTZVILLE EL","N","COMAL","046","COMAL ISD","EE - 05","E"," "," ","13"
"046902114","TIMBERWOOD PARK EL","N","COMAL","046","COMAL ISD","KG - 05","E"," "," ","13"
"047901101","COMANCHE EL","N","COMANCHE","047","COMANCHE ISD","EE - 03","E"," "," ","14"
"047901001","COMANCHE H S","N","COMANCHE","047","COMANCHE ISD","09 - 12","S"," "," ","14"
"047901042","COMANCHE MIDDLE","N","COMANCHE","047","COMANCHE ISD","04 - 06","E"," "," ","14"
"047901041","JEFFERIES J H","N","COMANCHE","047","COMANCHE ISD","07 - 08","M"," "," ","14"
"130902101","COMFORT EL","N","KENDALL","130","COMFORT ISD","EE - 05","E"," "," ","13"
"130902001","COMFORT H S","N","KENDALL","130","COMFORT ISD","09 - 12","S"," "," ","13"
"130902041","COMFORT MIDDLE","N","KENDALL","130","COMFORT ISD","06 - 08","M"," "," ","13"
"116903104","ALBERT C WILLIAMS EL","N","HUNT","116","COMMERCE ISD","03 - 05","E"," "," ","10"
"116903101","COMMERCE EL","N","HUNT","116","COMMERCE ISD","EE - 02","E","116903104","ALBERT C WILLIAMS EL","10"
"116903001","COMMERCE H S","N","HUNT","116","COMMERCE ISD","09 - 12","S"," "," ","10"
"116903043","COMMERCE MIDDLE","N","HUNT","116","COMMERCE ISD","06 - 09","M"," "," ","10"
"043918001","COMMUNITY H S","N","COLLIN","043","COMMUNITY ISD","09 - 12","S"," "," ","10"
"043918041","COMMUNITY MIDDLE","N","COLLIN","043","COMMUNITY ISD","06 - 08","M"," "," ","10"
"043918101","MCCLENDON EL","N","COLLIN","043","COMMUNITY ISD","03 - 05","E"," "," ","10"
"043918103","NESMITH EL","N","COLLIN","043","COMMUNITY ISD","EE - 02","E","043918101","MCCLENDON EL","10"
"112908001","COMO-PICKTON SCHOOL","N","HOPKINS","112","COMO-PICKTON CISD","PK - 12","B"," "," ","08"
"112908200","HOLY HIGHWAY PICKTON","N","HOPKINS","112","COMO-PICKTON CISD","07 - 12","S"," "," ","08"
"068802001","COMPASS ACADEMY CHARTER SCHOOL","Y","ECTOR","068","COMPASS ACADEMY CHARTER SCHOOL","KG - 02","E"," "," ","18"
"101842001","COMQUEST ACADEMY","Y","HARRIS","101","COMQUEST ACADEMY","07 - 12","S"," "," ","04"
"233903001","COMSTOCK SCHOOL","N","VAL VERDE","233","COMSTOCK ISD","KG - 12","B"," "," ","15"
"161921104","CONNALLY ELEMENTARY SCHOOL","N","MCLENNAN","161","CONNALLY ISD","03 - 05","E"," "," ","12"
"161921001","CONNALLY HIGH SCHOOL","N","MCLENNAN","161","CONNALLY ISD","09 - 12","S"," "," ","12"
"161921041","CONNALLY JUNIOR HIGH","N","MCLENNAN","161","CONNALLY ISD","06 - 08","M"," "," ","12"
"161921101","CONNALLY PRI","N","MCLENNAN","161","CONNALLY ISD","PK - 02","E","161921104","CONNALLY ELEMENTARY SCHOOL","12"
"170902101","ANDERSON EL","N","MONTGOMERY","170","CONROE ISD","EE - 04","E"," "," ","06"
"170902107","ARMSTRONG EL","N","MONTGOMERY","170","CONROE ISD","PK - 04","E"," "," ","06"
"170902102","AUSTIN EL","N","MONTGOMERY","170","CONROE ISD","EE - 04","E"," "," ","06"
"170902129","BIRNHAM WOODS EL","N","MONTGOMERY","170","CONROE ISD","EE - 04","E"," "," ","06"
"170902078","BOZMAN INT","N","MONTGOMERY","170","CONROE ISD","05 - 06","M"," "," ","06"
"170902127","BROADWAY EL","N","MONTGOMERY","170","CONROE ISD","PK - 04","E"," "," ","06"
"170902123","BUCKALEW EL","N","MONTGOMERY","170","CONROE ISD","KG - 04","E"," "," ","06"
"170902121","BUSH EL","N","MONTGOMERY","170","CONROE ISD","EE - 04","E"," "," ","06"
"170902011","CANEY CREEK H S","N","MONTGOMERY","170","CONROE ISD","09 - 12","S"," "," ","06"
"170902014","COLLEGE PARK H S","N","MONTGOMERY","170","CONROE ISD","09 - 12","S"," "," ","06"
"170902050","COLLINS INT","N","MONTGOMERY","170","CONROE ISD","05 - 06","M"," "," ","06"
"170902001","CONROE H S","N","MONTGOMERY","170","CONROE ISD","09 - 12","S"," "," ","06"
"170902077","COX INTERMEDIATE","N","MONTGOMERY","170","CONROE ISD","05 - 06","M"," "," ","06"
"170902106","CREIGHTON EL","N","MONTGOMERY","170","CONROE ISD","PK - 04","E"," "," ","06"
"170902073","CRYAR INTERMEDIATE","N","MONTGOMERY","170","CONROE ISD","05 - 06","M"," "," ","06"
"170902118","DAVID EL","N","MONTGOMERY","170","CONROE ISD","KG - 04","E"," "," ","06"
"170902074","DERETCHIN EL","N","MONTGOMERY","170","CONROE ISD","EE - 06","E"," "," ","06"
"170902112","FORD EL","N","MONTGOMERY","170","CONROE ISD","EE - 04","E"," "," ","06"
"170902120","GALATAS EL","N","MONTGOMERY","170","CONROE ISD","KG - 04","E"," "," ","06"
"170902119","GIESINGER EL","N","MONTGOMERY","170","CONROE ISD","EE - 04","E"," "," ","06"
"170902116","GLEN LOCH EL","N","MONTGOMERY","170","CONROE ISD","EE - 04","E"," "," ","06"
"170902068","GRANGERLAND INT","N","MONTGOMERY","170","CONROE ISD","05 - 06","M"," "," ","06"
"170902113","HAILEY EL","N","MONTGOMERY","170","CONROE ISD","PK - 04","E"," "," ","06"
"170902002","HAUKE ALTER ED","N","MONTGOMERY","170","CONROE ISD","08 - 12","S"," "," ","06"
"170902111","HOUSER EL","N","MONTGOMERY","170","CONROE ISD","EE - 04","E"," "," ","06"
"170902104","HOUSTON EL","N","MONTGOMERY","170","CONROE ISD","PK - 04","E"," "," ","06"
"170902010","JJAEP","N","MONTGOMERY","170","CONROE ISD","06 - 12","B"," "," ","06"
"170902201","JUVENILE DETENTION CTR","N","MONTGOMERY","170","CONROE ISD","07 - 11","S"," "," ","06"
"170902125","KAUFMAN EL","N","MONTGOMERY","170","CONROE ISD","KG - 04","E"," "," ","06"
"170902046","KNOX J H","N","MONTGOMERY","170","CONROE ISD","07 - 08","M"," "," ","06"
"170902108","LAMAR EL","N","MONTGOMERY","170","CONROE ISD","PK - 04","E"," "," ","06"
"170902053","MCCULLOUGH J H","N","MONTGOMERY","170","CONROE ISD","07 - 08","M"," "," ","06"
"170902105","MILAM EL","N","MONTGOMERY","170","CONROE ISD","EE - 04","E"," "," ","06"
"170902067","MITCHELL INT","N","MONTGOMERY","170","CONROE ISD","05 - 06","M"," "," ","06"
"170902051","MOORHEAD J H","N","MONTGOMERY","170","CONROE ISD","07 - 08","M"," "," ","06"
"170902109","OAK RIDGE EL","N","MONTGOMERY","170","CONROE ISD","PK - 04","E"," "," ","06"
"170902005","OAK RIDGE H S","N","MONTGOMERY","170","CONROE ISD","09 - 12","S"," "," ","06"
"170902041","PEET J H","N","MONTGOMERY","170","CONROE ISD","07 - 08","M"," "," ","06"
"170902122","POWELL EL","N","MONTGOMERY","170","CONROE ISD","EE - 04","E"," "," ","06"
"170902124","REAVES EL","N","MONTGOMERY","170","CONROE ISD","PK - 04","E"," "," ","06"
"170902114","RICE EL","N","MONTGOMERY","170","CONROE ISD","PK - 04","E"," "," ","06"
"170902117","RIDE EL","N","MONTGOMERY","170","CONROE ISD","KG - 04","E"," "," ","06"
"170902103","RUNYAN EL","N","MONTGOMERY","170","CONROE ISD","EE - 04","E"," "," ","06"
"170902115","SAN JACINTO EL","N","MONTGOMERY","170","CONROE ISD","PK - 04","E"," "," ","06"
"170902003","THE WOODLANDS H S","N","MONTGOMERY","170","CONROE ISD","09 - 12","S"," "," ","06"
"170902071","TOUGH EL","N","MONTGOMERY","170","CONROE ISD","KG - 06","E"," "," ","06"
"170902070","TRAVIS INTERMEDIATE","N","MONTGOMERY","170","CONROE ISD","05 - 06","M"," "," ","06"
"170902069","VOGEL INT","N","MONTGOMERY","170","CONROE ISD","05 - 06","M"," "," ","06"
"170902043","WASHINGTON JUNIOR HIGH","N","MONTGOMERY","170","CONROE ISD","07 - 08","M"," "," ","06"
"170902045","WILKERSON INT","N","MONTGOMERY","170","CONROE ISD","05 - 06","M"," "," ","06"
"170902126","WILKINSON EL","N","MONTGOMERY","170","CONROE ISD","PK - 04","E"," "," ","06"
"170902049","YORK J H","N","MONTGOMERY","170","CONROE ISD","07 - 08","M"," "," ","06"
"147901101","COOLIDGE EL","N","LIMESTONE","147","COOLIDGE ISD","PK - 05","E"," "," ","12"
"147901001","COOLIDGE H S","N","LIMESTONE","147","COOLIDGE ISD","06 - 12","B"," "," ","12"
"060902101","COOPER EL","N","DELTA","060","COOPER ISD","EE - 05","E"," "," ","08"
"060902001","COOPER H S","N","DELTA","060","COOPER ISD","09 - 12","S"," "," ","08"
"060902041","COOPER J H","N","DELTA","060","COOPER ISD","06 - 08","M"," "," ","08"
"057922103","AUSTIN EL","N","DALLAS","057","COPPELL ISD","KG - 05","E"," "," ","10"
"057922001","COPPELL H S","N","DALLAS","057","COPPELL ISD","09 - 12","S"," "," ","10"
"057922042","COPPELL MIDDLE EAST","N","DALLAS","057","COPPELL ISD","06 - 08","M"," "," ","10"
"057922044","COPPELL MIDDLE NORTH","N","DALLAS","057","COPPELL ISD","06 - 08","M"," "," ","10"
"057922043","COPPELL MIDDLE WEST","N","DALLAS","057","COPPELL ISD","06 - 08","M"," "," ","10"
"057922109","COTTONWOOD CREEK EL","N","DALLAS","057","COPPELL ISD","KG - 05","E"," "," ","10"
"057922007","DALLAS COUNTY JJAEP","N","DALLAS","057","COPPELL ISD","07 - 09","M"," "," ","10"
"057922111","DENTON CREEK EL","N","DALLAS","057","COPPELL ISD","EE - 05","E"," "," ","10"
"057922107","LAKESIDE EL","N","DALLAS","057","COPPELL ISD","KG - 05","E"," "," ","10"
"057922105","MOCKINGBIRD EL","N","DALLAS","057","COPPELL ISD","KG - 05","E"," "," ","10"
"057922003","NEW TECH H S AT COPPELL","N","DALLAS","057","COPPELL ISD","09 - 12","S"," "," ","10"
"057922101","PINKERTON EL","N","DALLAS","057","COPPELL ISD","KG - 05","E"," "," ","10"
"057922108","TOWN CENTER EL","N","DALLAS","057","COPPELL ISD","KG - 05","E"," "," ","10"
"057922110","VALLEY RANCH EL","N","DALLAS","057","COPPELL ISD","EE - 05","E"," "," ","10"
"057922106","WILSON EL","N","DALLAS","057","COPPELL ISD","EE - 05","E"," "," ","10"
"050910104","C R CLEMENTS/HOLLIE PARSONS EL","N","CORYELL","050","COPPERAS COVE ISD","EE - 05","E"," "," ","12"
"050910001","COPPERAS COVE H S","N","CORYELL","050","COPPERAS COVE ISD","09 - 12","S"," "," ","12"
"050910041","COPPERAS COVE J H","N","CORYELL","050","COPPERAS COVE ISD","06 - 08","M"," "," ","12"
"050910005","CROSSROADS H S","N","CORYELL","050","COPPERAS COVE ISD","09 - 12","S"," "," ","12"
"050910101","FAIRVIEW/MISS JEWELL EL","N","CORYELL","050","COPPERAS COVE ISD","PK - 05","E"," "," ","12"
"050910102","HETTIE HALSTEAD EL","N","CORYELL","050","COPPERAS COVE ISD","PK - 05","E"," "," ","12"
"050910110","HOUSE CREEK EL","N","CORYELL","050","COPPERAS COVE ISD","PK - 05","E"," "," ","12"
"050910107","J L WILLIAMS/LOVETT LEDGER EL","N","CORYELL","050","COPPERAS COVE ISD","PK - 05","E"," "," ","12"
"050910105","MAE STEVENS EL","N","CORYELL","050","COPPERAS COVE ISD","PK - 05","E"," "," ","12"
"050910106","MARTIN WALKER EL","N","CORYELL","050","COPPERAS COVE ISD","EE - 05","E"," "," ","12"
"050910042","S C LEE J H","N","CORYELL","050","COPPERAS COVE ISD","06 - 08","M"," "," ","12"
"178904101","ALLEN EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904041","BAKER MIDDLE","N","NUECES","178","CORPUS CHRISTI ISD","06 - 08","M"," "," ","02"
"178904152","BARNES EL","N","NUECES","178","CORPUS CHRISTI ISD","EE - 05","E"," "," ","02"
"178904043","BROWNE MIDDLE","N","NUECES","178","CORPUS CHRISTI ISD","06 - 08","M"," "," ","02"
"178904103","CALK EL","N","NUECES","178","CORPUS CHRISTI ISD","EE - 05","E"," "," ","02"
"178904001","CARROLL H S","N","NUECES","178","CORPUS CHRISTI ISD","09 - 12","S"," "," ","02"
"178904146","CLUB ESTATES","N","NUECES","178","CORPUS CHRISTI ISD","KG - 05","E"," "," ","02"
"178904009","COLES H S AND EDUCATIONAL CENTER","N","NUECES","178","CORPUS CHRISTI ISD","08 - 12","S"," "," ","02"
"178904008","COLLEGIATE H S","N","NUECES","178","CORPUS CHRISTI ISD","09 - 12","S"," "," ","02"
"178904108","CROCKETT EL","N","NUECES","178","CORPUS CHRISTI ISD","EE - 05","E"," "," ","02"
"178904045","CULLEN MIDDLE","N","NUECES","178","CORPUS CHRISTI ISD","06 - 08","M"," "," ","02"
"178904046","CUNNINGHAM MIDDLE","N","NUECES","178","CORPUS CHRISTI ISD","06 - 08","M"," "," ","02"
"178904154","DAWSON EL","N","NUECES","178","CORPUS CHRISTI ISD","KG - 05","E"," "," ","02"
"178904047","DRISCOLL MIDDLE","N","NUECES","178","CORPUS CHRISTI ISD","06 - 08","M"," "," ","02"
"178904153","EARLY CHILDHOOD DEVELOPMENT CTR","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904110","EVANS SES","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904111","FANNIN EL","N","NUECES","178","CORPUS CHRISTI ISD","EE - 05","E"," "," ","02"
"178904157","FAYE WEBB EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904150","GALVAN EL","N","NUECES","178","CORPUS CHRISTI ISD","EE - 05","E"," "," ","02"
"178904115","GARCIA EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904116","GIBSON EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904056","GRANT MIDDLE","N","NUECES","178","CORPUS CHRISTI ISD","06 - 08","M"," "," ","02"
"178904048","HAAS MIDDLE","N","NUECES","178","CORPUS CHRISTI ISD","06 - 08","M"," "," ","02"
"178904049","HAMLIN MIDDLE","N","NUECES","178","CORPUS CHRISTI ISD","06 - 08","M"," "," ","02"
"178904106","HICKS EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904117","HOUSTON EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904151","JONES EL","N","NUECES","178","CORPUS CHRISTI ISD","KG - 05","E"," "," ","02"
"178904055","KAFFIE MIDDLE","N","NUECES","178","CORPUS CHRISTI ISD","06 - 08","M"," "," ","02"
"178904002","KING H S","N","NUECES","178","CORPUS CHRISTI ISD","09 - 12","S"," "," ","02"
"178904118","KOSTORYZ EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904121","LOS ENCINOS SES","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904050","MARTIN MIDDLE","N","NUECES","178","CORPUS CHRISTI ISD","06 - 08","M"," "," ","02"
"178904143","MARY GRETT SCHOOL","N","NUECES","178","CORPUS CHRISTI ISD","12 - 12","S","178904000","CORPUS CHRISTI ISD","02"
"178904104","MARY HELEN BERLANGA EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904123","MEADOWBROOK EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904124","MENGER EL","N","NUECES","178","CORPUS CHRISTI ISD","EE - 05","E"," "," ","02"
"178904149","MIRELES EL","N","NUECES","178","CORPUS CHRISTI ISD","KG - 05","E"," "," ","02"
"178904125","MONTCLAIR EL","N","NUECES","178","CORPUS CHRISTI ISD","EE - 05","E"," "," ","02"
"178904004","MOODY H S","N","NUECES","178","CORPUS CHRISTI ISD","09 - 12","S"," "," ","02"
"178904148","MOORE EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904012","NUECES CO J J A E P","N","NUECES","178","CORPUS CHRISTI ISD","06 - 10","B"," "," ","02"
"178904127","OAK PARK SPECIAL EMPHASIS SCHOOL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904129","PRESCOTT EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904005","RAY H S","N","NUECES","178","CORPUS CHRISTI ISD","09 - 12","S"," "," ","02"
"178904003","ROY MILLER H S METROPOLITAN SCHOOL","N","NUECES","178","CORPUS CHRISTI ISD","07 - 12","S"," "," ","02"
"178904130","SANDERS EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904132","SCHANEN ESTATES EL","N","NUECES","178","CORPUS CHRISTI ISD","EE - 05","E"," "," ","02"
"178904122","SHAW SES","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904134","SMITH EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904052","SOUTH PARK MIDDLE","N","NUECES","178","CORPUS CHRISTI ISD","06 - 08","M"," "," ","02"
"178904054","STUDENT LEARNING AND GUIDANCE CENT","N","NUECES","178","CORPUS CHRISTI ISD","02 - 12","B"," "," ","02"
"178904136","TRAVIS EL","N","NUECES","178","CORPUS CHRISTI ISD","EE - 05","E"," "," ","02"
"178904138","WILSON EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904139","WINDSOR PARK G/T","N","NUECES","178","CORPUS CHRISTI ISD","01 - 05","E"," "," ","02"
"178904140","WOODLAWN EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904107","WYNN SEALE METROPOLITAN SCHOOL OF","N","NUECES","178","CORPUS CHRISTI ISD","KG - 06","E"," "," ","02"
"178904141","YEAGER EL","N","NUECES","178","CORPUS CHRISTI ISD","PK - 05","E"," "," ","02"
"178904142","ZAVALA EL","N","NUECES","178","CORPUS CHRISTI ISD","EE - 05","E"," "," ","02"
"178807101","CORPUS CHRISTI MONTESSORI SCHOOL","Y","NUECES","178","CORPUS CHRISTI MONTESSORI SCHOOL","01 - 08","E"," "," ","02"
"187904103","CORRIGAN-CAMDEN EL","N","POLK","187","CORRIGAN-CAMDEN ISD","04 - 06","E"," "," ","06"
"187904001","CORRIGAN-CAMDEN H S","N","POLK","187","CORRIGAN-CAMDEN ISD","09 - 12","S"," "," ","06"
"187904041","CORRIGAN-CAMDEN J H","N","POLK","187","CORRIGAN-CAMDEN ISD","07 - 08","M"," "," ","06"
"187904104","CORRIGAN-CAMDEN PRIMARY","N","POLK","187","CORRIGAN-CAMDEN ISD","EE - 03","E"," "," ","06"
"175903101","BOWIE EL","N","NAVARRO","175","CORSICANA ISD","KG - 05","E"," "," ","12"
"175903107","CARROLL EL","N","NAVARRO","175","CORSICANA ISD","EE - 05","E"," "," ","12"
"175903041","COLLINS MIDDLE","N","NAVARRO","175","CORSICANA ISD","07 - 08","M"," "," ","12"
"175903001","CORSICANA H IGH SCHOOL","N","NAVARRO","175","CORSICANA ISD","09 - 12","S"," "," ","12"
"175903042","DRANE INT","N","NAVARRO","175","CORSICANA ISD","06 - 06","M"," "," ","12"
"175903103","FANNIN EL","N","NAVARRO","175","CORSICANA ISD","KG - 05","E"," "," ","12"
"175903102","JOSE ANTONIO NAVARRO EL","N","NAVARRO","175","CORSICANA ISD","KG - 05","E"," "," ","12"
"175903105","SAM HOUSTON EL","N","NAVARRO","175","CORSICANA ISD","PK - 05","E"," "," ","12"
"095902001","COTTON CENTER SCHOOL","N","HALE","095","COTTON CENTER ISD","PK - 12","B"," "," ","17"
"142901007","BIGFOOT ALTERNATIVE CENTER","N","LA SALLE","142","COTULLA ISD","08 - 10","S"," "," ","20"
"142901001","COTULLA H S","N","LA SALLE","142","COTULLA ISD","09 - 12","S"," "," ","20"
"142901104","ENCINAL EL","N","LA SALLE","142","COTULLA ISD","PK - 05","E"," "," ","20"
"142901041","FRANK NEWMAN MIDDLE","N","LA SALLE","142","COTULLA ISD","06 - 08","M"," "," ","20"
"142901102","RAMIREZ-BURKS EL","N","LA SALLE","142","COTULLA ISD","EE - 05","E"," "," ","20"
"246914101","COUPLAND EL","N","WILLIAMSON","246","COUPLAND ISD","KG - 08","E"," "," ","13"
"109903001","COVINGTON SCHOOL","N","HILL","109","COVINGTON ISD","PK - 12","B"," "," ","12"
"129901103","BARBARA WALKER EL","N","KAUFMAN","129","CRANDALL ISD","KG - 06","E"," "," ","10"
"129901002","CRANDALL ALTER CTR","N","KAUFMAN","129","CRANDALL ISD","10 - 12","S"," "," ","10"
"129901001","CRANDALL H S","N","KAUFMAN","129","CRANDALL ISD","09 - 12","S"," "," ","10"
"129901041","CRANDALL MIDDLE","N","KAUFMAN","129","CRANDALL ISD","07 - 08","M"," "," ","10"
"129901102","NOLA KATHRYN WILSON EL","N","KAUFMAN","129","CRANDALL ISD","KG - 06","E"," "," ","10"
"129901101","W A MARTIN EL","N","KAUFMAN","129","CRANDALL ISD","PK - 06","E"," "," ","10"
"052901101","CRANE ELEMENTARY SCHOOL","N","CRANE","052","CRANE ISD","PK - 05","E"," "," ","18"
"052901001","CRANE HIGH SCHOOL","N","CRANE","052","CRANE ISD","09 - 12","S"," "," ","18"
"052901041","CRANE MIDDLE","N","CRANE","052","CRANE ISD","06 - 08","M"," "," ","18"
"018908001","CRANFILLS GAP SCHOOL","N","BOSQUE","018","CRANFILLS GAP ISD","PK - 12","B"," "," ","12"
"161901005","AXTELL/BRUCEVILLE-EDDY LEARNING","N","MCLENNAN","161","CRAWFORD ISD","10 - 10","S"," "," ","12"
"161901101","CRAWFORD EL","N","MCLENNAN","161","CRAWFORD ISD","EE - 06","E"," "," ","12"
"161901001","CRAWFORD H S","N","MCLENNAN","161","CRAWFORD ISD","07 - 12","S"," "," ","12"
"053001103","OZONA EL","N","CROCKETT","053","CROCKETT COUNTY CONSOLIDATED CSD","EE - 05","E"," "," ","15"
"053001001","OZONA H S","N","CROCKETT","053","CROCKETT COUNTY CONSOLIDATED CSD","09 - 12","S"," "," ","15"
