CAMPUS,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"249901001","ALVORD H S","N","WISE","249","ALVORD ISD","09 - 12","S"," "," ","11"
"249901041","ALVORD MIDDLE","N","WISE","249","ALVORD ISD","06 - 08","M"," "," ","11"
"188901003","AMARILLO AREA CTR FOR ADVANCED LRN","N","POTTER","188","AMARILLO ISD","09 - 12","S"," "," ","16"
"188901001","AMARILLO H S","N","POTTER","188","AMARILLO ISD","09 - 12","S"," "," ","16"
"188901041","AUSTIN MIDDLE","N","POTTER","188","AMARILLO ISD","06 - 08","M"," "," ","16"
"188901101","AVONDALE EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901102","BELMAR EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901103","BIVINS EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901048","BONHAM MIDDLE","N","POTTER","188","AMARILLO ISD","06 - 08","M"," "," ","16"
"188901042","BOWIE MIDDLE","N","POTTER","188","AMARILLO ISD","06 - 08","M"," "," ","16"
"188901002","CAPROCK H S","N","POTTER","188","AMARILLO ISD","09 - 12","S"," "," ","16"
"188901110","CARVER EARLY CHILDHOOD ACADEMY","N","POTTER","188","AMARILLO ISD","EE - 02","E","188901170","CARVER EL ACADEMY","16"
"188901170","CARVER EL ACADEMY","N","POTTER","188","AMARILLO ISD","02 - 05","E"," "," ","16"
"188901104","CORONADO EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901043","CROCKETT MIDDLE","N","POTTER","188","AMARILLO ISD","06 - 08","M"," "," ","16"
"188901105","EASTRIDGE EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901106","EMERSON EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901044","FANNIN MIDDLE","N","POTTER","188","AMARILLO ISD","06 - 08","M"," "," ","16"
"188901107","FOREST HILL EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901108","GLENWOOD EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901109","HAMLET EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901045","HOUSTON MIDDLE","N","POTTER","188","AMARILLO ISD","06 - 08","M"," "," ","16"
"188901111","HUMPHREY'S HIGHLAND EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901050","JOHNNY N ALLEN-6TH GRADE CAMPUS","N","POTTER","188","AMARILLO ISD","06 - 06","M"," "," ","16"
"188901112","LAMAR EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901113","LANDERGIN EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901114","LAWNDALE EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901115","LEE EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901049","LORENZO DE ZAVALA MIDDLE SCHOOL","N","POTTER","188","AMARILLO ISD","05 - 08","M"," "," ","16"
"188901046","MANN MIDDLE","N","POTTER","188","AMARILLO ISD","06 - 11","B"," "," ","16"
"188901134","MESA VERDE EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901138","NORTH HEIGHTS ALTER","N","POTTER","188","AMARILLO ISD","08 - 12","S"," "," ","16"
"188901119","OAK DALE EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901120","OLSEN PARK EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901004","PALO DURO H S","N","POTTER","188","AMARILLO ISD","09 - 12","S"," "," ","16"
"188901121","PARAMOUNT TERRACE EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901122","PLEASANT VALLEY EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901139","PUCKETT EL","N","POTTER","188","AMARILLO ISD","KG - 05","E"," "," ","16"
"188901123","RIDGECREST EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901124","ROGERS EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901126","SAN JACINTO EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901125","SANBORN EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901140","SLEEPY HOLLOW EL","N","POTTER","188","AMARILLO ISD","KG - 05","E"," "," ","16"
"188901127","SOUTH GEORGIA EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901128","SOUTH LAWN EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901130","SUNRISE EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901005","TASCOSA H S","N","POTTER","188","AMARILLO ISD","09 - 12","S"," "," ","16"
"188901143","TRADEWIND EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901047","TRAVIS MIDDLE","N","POTTER","188","AMARILLO ISD","06 - 08","M"," "," ","16"
"188901131","WESTERN PLATEAU EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901132","WHITTIER EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901133","WILLS EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901141","WINDSOR EL","N","POTTER","188","AMARILLO ISD","EE - 05","E"," "," ","16"
"188901135","WOLFLIN EL","N","POTTER","188","AMARILLO ISD","PK - 05","E"," "," ","16"
"188901142","WOODLANDS ELEMENTARY","N","POTTER","188","AMARILLO ISD","KG - 04","E"," "," ","16"
"084804101","AMBASSADORS PREPARATORY ACADEMY","Y","GALVESTON","084","AMBASSADORS PREPARATORY ACADEMY","PK - 08","E"," "," ","04"
"227801002","AMERICAN YOUTHWORKS SERVICE LEARNI","Y","TRAVIS","227","AMERICAN YOUTHWORKS CHARTER SCHOOL","09 - 12","S"," "," ","13"
"140901001","AMHERST SCHOOL","N","LAMB","140","AMHERST ISD","PK - 12","B"," "," ","17"
"140901002","P E P","N","LAMB","140","AMHERST ISD","09 - 12","S"," "," ","17"
"101819001","AMIGOS POR VIDA-FRIENDS FOR LIFE","Y","HARRIS","101","AMIGOS POR VIDA-FRIENDS FOR LIFE P","PK - 08","E"," "," ","04"
"036901004","ADAPTIVE BEHAVIOR UNIT","N","CHAMBERS","036","ANAHUAC ISD","07 - 11","S"," "," ","04"
"036901101","ANAHUAC EL","N","CHAMBERS","036","ANAHUAC ISD","EE - 05","E"," "," ","04"
"036901001","ANAHUAC H S","N","CHAMBERS","036","ANAHUAC ISD","09 - 12","S"," "," ","04"
"036901041","ANAHUAC MIDDLE","N","CHAMBERS","036","ANAHUAC ISD","06 - 08","M"," "," ","04"
"036901003","HARDIN/CHAMBERS CTR","N","CHAMBERS","036","ANAHUAC ISD","10 - 10","S"," "," ","04"
"093901101","ANDERSON-SHIRO EL","N","GRIMES","093","ANDERSON-SHIRO CISD","PK - 05","E"," "," ","06"
"093901001","ANDERSON-SHIRO JR/SR H S","N","GRIMES","093","ANDERSON-SHIRO CISD","06 - 12","B"," "," ","06"
"002901002","ANDREWS EDUCATION CENTER","N","ANDREWS","002","ANDREWS ISD","10 - 12","S"," "," ","18"
"002901001","ANDREWS H S","N","ANDREWS","002","ANDREWS ISD","09 - 12","S"," "," ","18"
"002901041","ANDREWS MIDDLE","N","ANDREWS","002","ANDREWS ISD","06 - 08","M"," "," ","18"
"002901105","CLEARFORK EL","N","ANDREWS","002","ANDREWS ISD","EE - 01","E","002901101","DEVONIAN EL","18"
"002901101","DEVONIAN EL","N","ANDREWS","002","ANDREWS ISD","02 - 03","E"," "," ","18"
"002901104","UNDERWOOD EL","N","ANDREWS","002","ANDREWS ISD","04 - 05","E"," "," ","18"
"020902001","ANGLETON H S","N","BRAZORIA","020","ANGLETON ISD","09 - 12","S"," "," ","04"
"020902005","ANGLETON HIGH SCHOOL-ACE","N","BRAZORIA","020","ANGLETON ISD","09 - 12","S"," "," ","04"
"020902044","ANGLETON J H SCHOOL","N","BRAZORIA","020","ANGLETON ISD","06 - 11","B"," "," ","04"
"020902004","BRAZORIA CO JUVENILE DETENTION","N","BRAZORIA","020","ANGLETON ISD","08 - 12","S"," "," ","04"
"020902110","CENTRAL EL","N","BRAZORIA","020","ANGLETON ISD","EE - 05","E"," "," ","04"
"020902109","FRONTIER EL","N","BRAZORIA","020","ANGLETON ISD","KG - 05","E"," "," ","04"
"020902102","NORTHSIDE EL","N","BRAZORIA","020","ANGLETON ISD","EE - 12","B"," "," ","04"
"020902108","RANCHO ISABELLA EL","N","BRAZORIA","020","ANGLETON ISD","KG - 05","E"," "," ","04"
"020902103","SOUTHSIDE EL","N","BRAZORIA","020","ANGLETON ISD","KG - 05","E"," "," ","04"
"020902002","STUDENT ALTERNATIVE CTR","N","BRAZORIA","020","ANGLETON ISD","07 - 12","S"," "," ","04"
"020902104","WESTSIDE EL","N","BRAZORIA","020","ANGLETON ISD","KG - 05","E"," "," ","04"
"043902001","ANNA H S","N","COLLIN","043","ANNA ISD","09 - 12","S"," "," ","10"
"043902041","ANNA MIDDLE","N","COLLIN","043","ANNA ISD","06 - 08","M"," "," ","10"
"043902101","JOE K BRYANT EL","N","COLLIN","043","ANNA ISD","EE - 05","E"," "," ","10"
"043902003","SPECIAL PROGRAM CENTER","N","COLLIN","043","ANNA ISD","09 - 11","S"," "," ","10"
"043902103","SUE EVELYN RATTAN EL","N","COLLIN","043","ANNA ISD","PK - 05","E"," "," ","10"
"127901101","ANSON EL","N","JONES","127","ANSON ISD","EE - 05","E"," "," ","14"
"127901001","ANSON H S","N","JONES","127","ANSON ISD","09 - 12","S"," "," ","14"
"127901041","ANSON MIDDLE","N","JONES","127","ANSON ISD","06 - 08","M"," "," ","14"
"071906101","ANTHONY EL","N","EL PASO","071","ANTHONY ISD","PK - 05","E"," "," ","19"
"071906001","ANTHONY H S","N","EL PASO","071","ANTHONY ISD","09 - 12","S"," "," ","19"
"071906041","ANTHONY MIDDLE","N","EL PASO","071","ANTHONY ISD","06 - 08","M"," "," ","19"
"110901101","ANTON EL","N","HOCKLEY","110","ANTON ISD","PK - 05","E"," "," ","17"
"110901001","ANTON H S","N","HOCKLEY","110","ANTON ISD","06 - 12","B"," "," ","17"
"228905101","APPLE SPRINGS EL","N","TRINITY","228","APPLE SPRINGS ISD","PK - 06","E"," "," ","06"
"228905001","APPLE SPRINGS H S","N","TRINITY","228","APPLE SPRINGS ISD","07 - 12","S"," "," ","06"
"109912001","AQUILLA SCHOOL","N","HILL","109","AQUILLA ISD","PK - 12","B"," "," ","12"
"004901101","FULTON 4-5 LEARNING CENTER","N","ARANSAS","004","ARANSAS COUNTY ISD","04 - 05","E"," "," ","02"
"004901102","LITTLE BAY PRIMARY SCHOOL","N","ARANSAS","004","ARANSAS COUNTY ISD","EE - KG","E","004901103","LIVE OAK 1-3 LEARNING CENTER","02"
"004901103","LIVE OAK 1-3 LEARNING CENTER","N","ARANSAS","004","ARANSAS COUNTY ISD","01 - 03","E"," "," ","02"
"004901001","ROCKPORT-FULTON H S","N","ARANSAS","004","ARANSAS COUNTY ISD","09 - 12","S"," "," ","02"
"004901041","ROCKPORT-FULTON MIDDLE","N","ARANSAS","004","ARANSAS COUNTY ISD","06 - 08","M"," "," ","02"
"205901041","A C BLUNT MIDDLE SCHOOL","N","SAN PATRICIO","205","ARANSAS PASS ISD","07 - 08","M"," "," ","02"
"205901001","ARANSAS PASS H S","N","SAN PATRICIO","205","ARANSAS PASS ISD","09 - 12","S"," "," ","02"
"205901002","ARANSAS PASS JJAEP","N","SAN PATRICIO","205","ARANSAS PASS ISD","08 - 08","M"," "," ","02"
"205901104","CHARLIE MARSHALL EL","N","SAN PATRICIO","205","ARANSAS PASS ISD","04 - 06","E"," "," ","02"
"205901101","H T FAULK EARLY CHILDHOOD SCHOOL","N","SAN PATRICIO","205","ARANSAS PASS ISD","EE - 01","E","205901102","W A KIEBERGER EL","02"
"205901102","W A KIEBERGER EL","N","SAN PATRICIO","205","ARANSAS PASS ISD","02 - 03","E"," "," ","02"
"005901101","ARCHER CITY EL","N","ARCHER","005","ARCHER CITY ISD","EE - 06","E"," "," ","09"
"005901001","ARCHER CITY H S","N","ARCHER","005","ARCHER CITY ISD","07 - 12","S"," "," ","09"
"061910001","ARGYLE H S","N","DENTON","061","ARGYLE ISD","09 - 12","S"," "," ","11"
"061910042","ARGYLE INT","N","DENTON","061","ARGYLE ISD","05 - 06","M"," "," ","11"
"061910041","ARGYLE MIDDLE","N","DENTON","061","ARGYLE ISD","07 - 08","M"," "," ","11"
"061910101","HILLTOP EL","N","DENTON","061","ARGYLE ISD","EE - 04","E"," "," ","11"
"101803041","ARISTOI CLASSICAL ACADEMY","Y","HARRIS","101","ARISTOI CLASSICAL ACADEMY","KG - 08","E"," "," ","04"
"220802101","ARLINGTON CLASSICS ACADEMY - ARKAN","Y","TARRANT","220","ARLINGTON CLASSICS ACADEMY","KG - 05","E"," "," ","11"
"220802102","ARLINGTON CLASSICS ACADEMY - BOWEN","Y","TARRANT","220","ARLINGTON CLASSICS ACADEMY","KG - 03","E"," "," ","11"
"220802040","ARLINGTON CLASSICS ACADEMY - MIDDL","Y","TARRANT","220","ARLINGTON CLASSICS ACADEMY","06 - 07","M"," "," ","11"
"220901124","AMOS EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901160","ANDERSON EL","N","TARRANT","220","ARLINGTON ISD","EE - 06","E"," "," ","11"
"220901001","ARLINGTON H S","N","TARRANT","220","ARLINGTON ISD","09 - 12","S"," "," ","11"
"220901149","ASHWORTH EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901132","ATHERTON EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901045","BAILEY J H","N","TARRANT","220","ARLINGTON ISD","07 - 08","M"," "," ","11"
"220901052","BARNETT J H","N","TARRANT","220","ARLINGTON ISD","07 - 08","M"," "," ","11"
"220901141","BEBENSEE EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901158","BECKHAM EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901101","BERRY EL","N","TARRANT","220","ARLINGTON ISD","EE - 06","E"," "," ","11"
"220901102","BLANTON EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901051","BOLES J H","N","TARRANT","220","ARLINGTON ISD","07 - 08","M"," "," ","11"
"220901004","BOWIE H S","N","TARRANT","220","ARLINGTON ISD","09 - 12","S"," "," ","11"
"220901147","BRYANT EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901155","BURGIN EL","N","TARRANT","220","ARLINGTON ISD","EE - 06","E"," "," ","11"
"220901129","BUTLER EL","N","TARRANT","220","ARLINGTON ISD","KG - 06","E"," "," ","11"
"220901041","CARTER J H","N","TARRANT","220","ARLINGTON ISD","07 - 08","M"," "," ","11"
"220901105","COMMUNITY BASED PK","N","TARRANT","220","ARLINGTON ISD","PK - PK","E","220901149","ASHWORTH EL","11"
"220901137","COREY EL","N","TARRANT","220","ARLINGTON ISD","EE - 06","E"," "," ","11"
"220901150","CROUCH EL","N","TARRANT","220","ARLINGTON ISD","EE - 06","E"," "," ","11"
"220901103","CROW EL","N","TARRANT","220","ARLINGTON ISD","EE - 06","E"," "," ","11"
"220901130","DITTO EL","N","TARRANT","220","ARLINGTON ISD","KG - 06","E"," "," ","11"
"220901104","DUFF EL","N","TARRANT","220","ARLINGTON ISD","KG - 06","E"," "," ","11"
"220901125","DUNN EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901056","FERGUSON J H","N","TARRANT","220","ARLINGTON ISD","07 - 08","M"," "," ","11"
"220901136","FITZGERALD EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901126","FOSTER EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901119","GOODMAN EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901047","GUNN J H","N","TARRANT","220","ARLINGTON ISD","07 - 08","M"," "," ","11"
"220901117","HILL EL","N","TARRANT","220","ARLINGTON ISD","KG - 06","E"," "," ","11"
"220901046","HUTCHESON J H","N","TARRANT","220","ARLINGTON ISD","07 - 08","M"," "," ","11"
"220901143","J M FARRELL EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901142","JANE ELLIS EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901121","JOHNS EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901128","KEY EL","N","TARRANT","220","ARLINGTON ISD","KG - 06","E"," "," ","11"
"220901157","KNOX EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901107","KOOKEN ED CTR","N","TARRANT","220","ARLINGTON ISD","EE - PK","E","220901130","DITTO EL","11"
"220901003","LAMAR H S","N","TARRANT","220","ARLINGTON ISD","09 - 12","S"," "," ","11"
"220901151","LARSON EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901146","LITTLE EL","N","TARRANT","220","ARLINGTON ISD","EE - 06","E"," "," ","11"
"220901153","LYNN HALE EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901005","MARTIN H S","N","TARRANT","220","ARLINGTON ISD","09 - 12","S"," "," ","11"
"220901144","MARY MOORE EL","N","TARRANT","220","ARLINGTON ISD","KG - 06","E"," "," ","11"
"220901135","MILLER EL","N","TARRANT","220","ARLINGTON ISD","EE - 06","E"," "," ","11"
"220901131","MORTON EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901008","NEWCOMER CENTER","N","TARRANT","220","ARLINGTON ISD","07 - 10","S"," "," ","11"
"220901053","NICHOLS J H","N","TARRANT","220","ARLINGTON ISD","07 - 08","M"," "," ","11"
"220901139","OFF CAMPUS HEALTH SERVICES","N","TARRANT","220","ARLINGTON ISD","EE - 12","B"," "," ","11"
"220901055","OUSLEY J H","N","TARRANT","220","ARLINGTON ISD","07 - 08","M"," "," ","11"
"220901154","PEARCY EL","N","TARRANT","220","ARLINGTON ISD","EE - 06","E"," "," ","11"
"220901120","POPE EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901109","RANKIN EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901159","REMYNSE EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901110","ROARK EL","N","TARRANT","220","ARLINGTON ISD","EE - 06","E"," "," ","11"
"220901122","ROQUEMORE EL","N","TARRANT","220","ARLINGTON ISD","EE - 06","E"," "," ","11"
"220901002","SAM HOUSTON H S","N","TARRANT","220","ARLINGTON ISD","09 - 12","S"," "," ","11"
"220901009","SEGUIN H S","N","TARRANT","220","ARLINGTON ISD","09 - 12","S"," "," ","11"
"220901048","SHACKELFORD J H","N","TARRANT","220","ARLINGTON ISD","07 - 08","M"," "," ","11"
"220901134","SHERROD EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901123","SHORT EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901111","SOUTH DAVIS EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901112","SPEER EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901140","STARRETT EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901113","SWIFT EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901010","TARRANT CO J J A E P","N","TARRANT","220","ARLINGTON ISD","07 - 12","S"," "," ","11"
"220901114","THORNTON EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901145","TOMMIE WILLIAMS EL","N","TARRANT","220","ARLINGTON ISD","EE - 06","E"," "," ","11"
"220901007","TURNING POINT ALTER H S","N","TARRANT","220","ARLINGTON ISD","09 - 12","S"," "," ","11"
"220901054","TURNING POINT ALTER J H","N","TARRANT","220","ARLINGTON ISD","06 - 08","M"," "," ","11"
"220901006","VENTURE ALTER H S","N","TARRANT","220","ARLINGTON ISD","08 - 12","S"," "," ","11"
"220901148","WEBB EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901152","WEST EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901116","WIMBISH EL","N","TARRANT","220","ARLINGTON ISD","EE - 06","E"," "," ","11"
"220901133","WOOD EL","N","TARRANT","220","ARLINGTON ISD","PK - 06","E"," "," ","11"
"220901050","WORKMAN J H","N","TARRANT","220","ARLINGTON ISD","07 - 08","M"," "," ","11"
"220901049","YOUNG J H","N","TARRANT","220","ARLINGTON ISD","07 - 08","M"," "," ","11"
"212901101","ARP EL","N","SMITH","212","ARP ISD","EE - 05","E"," "," ","07"
"212901001","ARP H S","N","SMITH","212","ARP ISD","09 - 12","S"," "," ","07"
"212901041","ARP J H","N","SMITH","212","ARP ISD","06 - 08","M"," "," ","07"
"021805101","ARROR ACADEMY-LIBERATION ACADEMY","Y","BRAZOS","021","ARROW ACADEMY","KG - 05","E"," "," ","06"
"021805102","ARROW ACADEMY-HARVEST PREPARATORY","Y","BRAZOS","021","ARROW ACADEMY","KG - 05","E"," "," ","06"
"021805041","ARROW ACADEMY-SAVE OUR STREETS CTR","Y","BRAZOS","021","ARROW ACADEMY","05 - 08","M"," "," ","06"
"021805103","BETHEL'S LEARNING CENTER","Y","BRAZOS","021","ARROW ACADEMY","KG - 05","E"," "," ","06"
"217901101","ASPERMONT EL","N","STONEWALL","217","ASPERMONT ISD","EE - 06","E"," "," ","14"
"217901001","ASPERMONT HS","N","STONEWALL","217","ASPERMONT ISD","07 - 12","S"," "," ","14"
"107901001","ATHENS H S","N","HENDERSON","107","ATHENS ISD","09 - 12","S"," "," ","07"
"107901103","ATHENS INT","N","HENDERSON","107","ATHENS ISD","04 - 05","E"," "," ","07"
"107901041","ATHENS MIDDLE","N","HENDERSON","107","ATHENS ISD","06 - 08","M"," "," ","07"
"107901104","BEL AIR EL","N","HENDERSON","107","ATHENS ISD","PK - 03","E"," "," ","07"
"107901003","BRIDGES CENTER","N","HENDERSON","107","ATHENS ISD","09 - 12","S"," "," ","07"
"107901102","SOUTH ATHENS EL","N","HENDERSON","107","ATHENS ISD","EE - 03","E"," "," ","07"
"034901106","ATLANTA EL","N","CASS","034","ATLANTA ISD","03 - 05","E"," "," ","08"
"034901001","ATLANTA H S","N","CASS","034","ATLANTA ISD","09 - 12","S"," "," ","08"
"034901042","ATLANTA MIDDLE","N","CASS","034","ATLANTA ISD","06 - 08","M"," "," ","08"
"034901107","ATLANTA PRI","N","CASS","034","ATLANTA ISD","EE - 02","E","034901106","ATLANTA EL","08"
"061907001","AUBREY H S","N","DENTON","061","AUBREY ISD","09 - 12","S"," "," ","11"
"061907041","AUBREY MIDDLE","N","DENTON","061","AUBREY ISD","06 - 08","M"," "," ","11"
"061907101","HL BROCKETT","N","DENTON","061","AUBREY ISD","KG - 05","E"," "," ","11"
"061907102","JAMES A MONACO","N","DENTON","061","AUBREY ISD","EE - 05","E"," "," ","11"
"227818001","AUSTIN CAN ACADEMY CHARTER SCHOOL","Y","TRAVIS","227","AUSTIN CAN ACADEMY CHARTER SCHOOL","09 - 12","S"," "," ","13"
"227821101","AUSTIN DISCOVERY SCH","Y","TRAVIS","227","AUSTIN DISCOVERY SCHOOL","KG - 06","E"," "," ","13"
"227901115","ACES- ALTERNATIVE CENTER FOR ELEME","N","TRAVIS","227","AUSTIN ISD","KG - 06","E"," "," ","13"
"227901017","AKINS H S","N","TRAVIS","227","AUSTIN ISD","09 - 12","S"," "," ","13"
"227901142","ALLAN EL","N","TRAVIS","227","AUSTIN ISD","EE - 05","E"," "," ","13"
"227901101","ALLISON EL","N","TRAVIS","227","AUSTIN ISD","PK - 05","E"," "," ","13"
"227901012","ALTERNATIVE LEARNING CENTER","N","TRAVIS","227","AUSTIN ISD","06 - 12","B"," "," ","13"
"227901009","ANDERSON H S","N","TRAVIS","227","AUSTIN ISD","09 - 12","S"," "," ","13"
"227901102","ANDREWS EL","N","TRAVIS","227","AUSTIN ISD","EE - 05","E"," "," ","13"
"227901002","AUSTIN H S","N","TRAVIS","227","AUSTIN ISD","09 - 12","S"," "," ","13"
"227901250","AUSTIN ST HOSPITAL","N","TRAVIS","227","AUSTIN ISD","02 - 12","B"," "," ","13"
"227901059","BAILEY M S","N","TRAVIS","227","AUSTIN ISD","06 - 08","M"," "," ","13"
