DISTRICT,DA0GR07N,DA0GR07P,DB0GR07N,DB0GR07P,DH0GR07N,DH0GR07P,DI0GR07N,DI0GR07P,DP0GR07N,DP0GR07P,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETWHIC,DPETWHIP,DS0GR07N,DS0GR07P,DW0GR07N,DW0GR07P
"163903",63,100,0,0,42,66.7,0,0,2,3.2,1092,66,6,13,1.2,43,3.4,856,78.4,847,77.6,6,0.5,71,6.5,7,0.6,552,50.5,219,20.1,15,23.8,19,30.2
"163904",121,100,2,1.7,54,44.6,0,0,1,0.8,2226,56,2.5,20,0.9,54,2.2,1256,56.4,1431,64.3,4,0.2,60,2.7,7,0.3,944,42.4,764,34.3,7,5.8,64,52.9
"163908",169,100,1,0.6,68,40.2,0,0,1,0.6,3214,177,5.5,51,1.6,71,2.1,1552,48.3,1711,53.2,18,0.6,189,5.9,21,0.7,1446,45,1413,44,19,11.2,99,58.6
"164901",32,100,2,6.3,19,59.4,0,0,0,0,346,14,4,4,1.2,0,0,223,64.5,206,59.5,0,0,15,4.3,0,0,224,64.7,136,39.3,8,25,11,34.4
"165801",27,100,0,0,10,37,0,0,1,3.7,123,0,0,9,7.3,0,0,83,67.5,69,56.1,0,0,0,0,1,0.8,103,83.7,44,35.8,0,0,16,59.3
"165802",0,.,0,.,0,.,0,.,0,.,499,37,7.4,33,6.6,0,0,273,54.7,314,62.9,1,0.2,38,7.6,0,0,168,33.7,151,30.3,0,.,0,.
"165901",1126,100,86,7.6,376,33.4,7,0.6,24,2.1,20969,1768,8.4,1992,9.5,1269,5.6,10134,48.3,10993,52.4,94,0.4,1957,9.3,191,0.9,9084,43.3,7699,36.7,93,8.3,633,56.2
"165902",105,100,0,0,20,19,0,0,0,0,1601,63,3.9,7,0.4,11,0.6,426,26.6,481,30,4,0.2,73,4.6,7,0.4,593,37,1102,68.8,10,9.5,85,81
"166901",96,100,20,20.8,28,29.2,0,0,0,0,1564,107,6.8,319,20.4,50,2.9,1074,68.7,609,38.9,5,0.3,108,6.9,6,0.4,666,42.6,625,40,13,13.5,48,50
"166902",0,.,0,.,0,.,0,.,0,.,153,0,0,23,15,0,0,89,58.2,24,15.7,0,0,0,0,1,0.7,25,16.3,105,68.6,0,.,0,.
"166903",33,100,3,9.1,3,9.1,0,0,0,0,432,18,4.2,26,6,7,1.5,203,47,52,12,1,0.2,18,4.2,2,0.5,114,26.4,351,81.3,8,24.2,27,81.8
"166904",98,100,16,16.3,24,24.5,0,0,1,1,1840,88,4.8,245,13.3,58,2.7,977,53.1,592,32.2,5,0.3,98,5.3,6,0.3,808,43.9,992,53.9,14,14.3,57,58.2
"166905",52,100,3,5.8,15,28.8,0,0,0,0,561,35,6.2,29,5.2,7,1.1,216,38.5,146,26,0,0,36,6.4,1,0.2,171,30.5,385,68.6,10,19.2,34,65.4
"166907",17,100,0,0,10,58.8,0,0,0,0,200,7,3.5,0,0,3,1.4,140,70,92,46,4,2,7,3.5,0,0,64,32,104,52,17,100,7,41.2
"167901",40,100,0,0,10,25,0,0,0,0,653,29,4.4,23,3.5,13,1.8,276,42.3,173,26.5,3,0.5,31,4.7,0,0,214,32.8,454,69.5,5,12.5,30,75
"167902",13,100,0,0,3,23.1,0,0,0,0,90,3,3.3,0,0,1,0.7,77,85.6,23,25.6,0,0,3,3.3,0,0,54,60,67,74.4,5,38.5,10,76.9
"167903",4,100,0,0,2,50,0,0,0,0,66,11,16.7,4,6.1,0,0,55,83.3,32,48.5,1,1.5,11,16.7,0,0,47,71.2,29,43.9,1,25,2,50
"167904",8,100,0,0,0,0,0,0,0,0,98,2,2,3,3.1,0,0,37,37.8,13,13.3,1,1,2,2,1,1,27,27.6,80,81.6,2,25,8,100
"168901",72,100,7,9.7,36,50,0,0,0,0,1039,37,3.6,82,7.9,29,2.5,620,59.7,520,50,4,0.4,46,4.4,8,0.8,571,55,425,40.9,11,15.3,29,40.3
"168902",11,100,0,0,8,72.7,0,0,0,0,174,8,4.6,7,4,4,2.1,128,73.6,99,56.9,1,0.6,8,4.6,0,0,54,31,67,38.5,3,27.3,3,27.3
"168903",11,100,0,0,1,9.1,0,0,0,0,212,0,0,5,2.4,0,0,93,43.9,62,29.2,0,0,0,0,1,0.5,76,35.8,144,67.9,0,0,10,90.9
"169901",104,100,0,0,5,4.8,1,1,0,0,1567,66,4.2,7,0.4,51,2.9,669,42.7,195,12.4,19,1.2,76,4.9,7,0.4,588,37.5,1339,85.4,17,16.3,98,94.2
"169902",53,100,0,0,11,20.8,0,0,0,0,867,89,10.3,8,0.9,4,0.4,440,50.7,187,21.6,14,1.6,90,10.4,4,0.5,389,44.9,654,75.4,3,5.7,42,79.2
"169906",18,100,0,0,3,16.7,0,0,0,0,153,1,0.7,0,0,1,0.6,86,56.2,12,7.8,2,1.3,1,0.7,0,0,91,59.5,139,90.8,7,38.9,15,83.3
"169908",0,.,0,.,0,.,0,.,0,.,73,2,2.7,1,1.4,0,0,38,52.1,8,11,0,0,2,2.7,0,0,22,30.1,64,87.7,0,.,0,.
"169909",6,100,0,0,0,0,0,0,0,0,132,2,1.5,0,0,0,0,50,37.9,7,5.3,5,3.8,2,1.5,0,0,31,23.5,120,90.9,3,50,6,100
"169910",8,100,0,0,0,0,0,0,0,0,185,0,0,0,0,1,0.5,80,43.2,19,10.3,1,0.5,0,0,0,0,29,15.7,165,89.2,3,37.5,8,100
"169911",22,100,0,0,3,13.6,0,0,0,0,296,3,1,0,0,2,0.6,127,42.9,31,10.5,3,1,3,1,1,0.3,53,17.9,261,88.2,2,9.1,19,86.4
"170801",0,.,0,.,0,.,0,.,0,.,246,28,11.4,143,58.1,0,0,244,99.2,80,32.5,0,0,28,11.4,3,1.2,107,43.5,20,8.1,0,.,0,.
"170902",2634,100,135,5.1,424,16.1,5,0.2,74,2.8,46302,4620,10,3115,6.7,1321,2.7,14690,31.7,12066,26.1,233,0.5,5284,11.4,1552,3.4,15383,33.2,29336,63.4,233,8.8,1996,75.8
"170903",347,100,15,4.3,19,5.5,1,0.3,2,0.6,6075,150,2.5,295,4.9,84,1.3,1352,22.3,578,9.5,30,0.5,155,2.6,64,1.1,1723,28.4,5108,84.1,33,9.5,310,89.3
"170904",304,100,17,5.6,50,16.4,4,1.3,3,1,5937,776,13.1,587,9.9,103,1.6,3185,53.6,1556,26.2,34,0.6,803,13.5,44,0.7,2984,50.3,3716,62.6,34,11.2,230,75.7
"170906",618,100,18,2.9,97,15.7,4,0.6,2,0.3,10987,1074,9.8,328,3,181,1.6,3800,34.6,2330,21.2,46,0.4,1187,10.8,70,0.6,4070,37,8213,74.8,72,11.7,497,80.4
"170907",168,100,2,1.2,25,14.9,1,0.6,2,1.2,3354,246,7.3,49,1.5,138,3.6,2006,59.8,630,18.8,9,0.3,260,7.8,8,0.2,1760,52.5,2658,79.2,9,5.4,138,82.1
"170908",389,100,14,3.6,101,26,1,0.3,7,1.8,8671,1345,15.5,245,2.8,378,4,4872,56.2,3076,35.5,29,0.3,1388,16,117,1.3,4349,50.2,5204,60,37,9.5,266,68.4
"171901",218,100,0,0,125,57.3,0,0,2,0.9,4022,955,23.7,28,0.7,112,2.6,2231,55.5,2844,70.7,7,0.2,978,24.3,41,1,2207,54.9,1102,27.4,23,10.6,91,41.7
"171902",32,100,0,0,19,59.4,0,0,0,0,534,84,15.7,2,0.4,0,0,240,44.9,267,50,1,0.2,83,15.5,2,0.4,170,31.8,262,49.1,2,6.3,13,40.6
"172902",79,100,38,48.1,5,6.3,1,1.3,0,0,1312,64,4.9,563,42.9,36,2.3,869,66.2,152,11.6,11,0.8,64,4.9,7,0.5,789,60.1,579,44.1,10,12.7,35,44.3
"172905",49,100,8,16.3,3,6.1,0,0,1,2,978,14,1.4,174,17.8,20,1.8,550,56.2,62,6.3,2,0.2,15,1.5,4,0.4,419,42.8,736,75.3,7,14.3,37,75.5
"173901",10,100,1,10,3,30,0,0,0,0,178,8,4.5,2,1.1,1,0.5,119,66.9,44,24.7,1,0.6,8,4.5,0,0,64,36,131,73.6,4,40,6,60
"174901",22,100,2,9.1,0,0,0,0,0,0,311,16,5.1,38,12.2,4,1.2,239,76.8,36,11.6,1,0.3,16,5.1,1,0.3,118,37.9,235,75.6,5,22.7,20,90.9
"174902",36,100,2,5.6,4,11.1,0,0,0,0,500,15,3,20,4,2,0.4,231,46.2,43,8.6,2,0.4,16,3.2,5,1,137,27.4,430,86,9,25,30,83.3
"174903",40,100,12,30,1,2.5,0,0,1,2.5,672,10,1.5,131,19.5,6,0.8,305,45.4,48,7.1,5,0.7,10,1.5,4,0.6,280,41.7,484,72,14,35,26,65
"174904",347,100,103,29.7,65,18.7,1,0.3,4,1.2,6523,1087,16.7,1943,29.8,350,4.9,4456,68.3,2510,38.5,7,0.1,1208,18.5,98,1.5,3641,55.8,1965,30.1,39,11.2,174,50.1
"174906",44,100,0,0,3,6.8,0,0,0,0,823,11,1.3,30,3.6,9,1,413,50.2,77,9.4,0,0,17,2.1,0,0,366,44.5,716,87,10,22.7,41,93.2
"174908",43,100,2,4.7,2,4.7,1,2.3,0,0,754,27,3.6,50,6.6,9,1.1,337,44.7,89,11.8,4,0.5,28,3.7,6,0.8,324,43,605,80.2,3,7,38,88.4
"174909",19,100,0,0,4,21.1,0,0,0,0,325,16,4.9,23,7.1,2,0.6,152,46.8,41,12.6,3,0.9,14,4.3,0,0,139,42.8,258,79.4,6,31.6,15,78.9
"174910",0,.,0,.,0,.,0,.,0,.,128,0,0,1,0.8,0,0,80,62.5,1,0.8,0,0,0,0,0,0,57,44.5,126,98.4,0,.,0,.
"174911",17,100,2,11.8,0,0,1,5.9,0,0,362,15,4.1,15,4.1,6,1.5,107,29.6,41,11.3,5,1.4,17,4.7,0,0,98,27.1,301,83.1,1,5.9,14,82.4
"175902",69,100,1,1.4,8,11.6,0,0,0,0,887,22,2.5,51,5.7,9,0.9,362,40.8,137,15.4,3,0.3,22,2.5,6,0.7,281,31.7,690,77.8,8,11.6,60,87
"175903",276,100,56,20.3,63,22.8,0,0,4,1.4,5672,836,14.7,1238,21.8,161,2.5,3796,66.9,2261,39.9,17,0.3,863,15.2,107,1.9,2901,51.1,2049,36.1,38,13.8,153,55.4
"175904",28,100,3,10.7,5,17.9,0,0,0,0,431,14,3.2,48,11.1,6,1.1,245,56.8,47,10.9,1,0.2,14,3.2,0,0,154,35.7,335,77.7,7,25,20,71.4
"175905",25,100,2,8,4,16,0,0,0,0,342,41,12,17,5,6,1.5,190,55.6,86,25.1,4,1.2,41,12,0,0,118,34.5,235,68.7,3,12,19,76
"175907",40,100,10,25,3,7.5,0,0,0,0,666,19,2.9,211,31.7,9,1.2,486,73,93,14,3,0.5,19,2.9,1,0.2,259,38.9,358,53.8,6,15,27,67.5
"175910",44,100,4,9.1,1,2.3,0,0,1,2.3,671,7,1,26,3.9,41,5.1,229,34.1,60,8.9,8,1.2,7,1,12,1.8,202,30.1,565,84.2,4,9.1,38,86.4
"175911",39,100,7,17.9,10,25.6,1,2.6,0,0,770,122,15.8,41,5.3,12,1.6,472,61.3,310,40.3,0,0,128,16.6,1,0.1,352,45.7,418,54.3,4,10.3,21,53.8
"176901",25,100,8,32,0,0,0,0,0,0,328,0,0,105,32,18,4.4,230,70.1,6,1.8,1,0.3,0,0,0,0,120,36.6,216,65.9,6,24,17,68
"176902",65,100,33,50.8,0,0,0,0,1,1.5,1272,2,0.2,514,40.4,54,3.8,864,67.9,32,2.5,10,0.8,2,0.2,7,0.6,703,55.3,709,55.7,20,30.8,31,47.7
"176903",52,100,0,0,1,1.9,0,0,0,0,731,1,0.1,0,0,6,0.7,308,42.1,17,2.3,3,0.4,1,0.1,1,0.1,216,29.5,710,97.1,0,0,51,98.1
"177901",29,100,2,6.9,15,51.7,0,0,0,0,314,24,7.6,6,1.9,3,1,200,63.7,185,58.9,3,1,24,7.6,0,0,143,45.5,120,38.2,3,10.3,12,41.4
"177902",107,100,9,8.4,39,36.4,0,0,0,0,2331,28,1.2,223,9.6,53,2.1,1426,61.2,954,40.9,4,0.2,29,1.2,4,0.2,874,37.5,1146,49.2,12,11.2,59,55.1
"177903",5,100,0,0,0,0,0,0,0,0,157,6,3.8,0,0,1,0.6,76,48.4,24,15.3,0,0,6,3.8,0,0,50,31.8,133,84.7,0,0,5,100
"177905",15,100,0,0,3,20,0,0,0,0,216,4,1.9,2,0.9,0,0,74,34.3,35,16.2,0,0,4,1.9,11,5.1,43,19.9,168,77.8,1,6.7,12,80
"178801",11,100,0,0,9,81.8,0,0,0,0,268,49,18.3,10,3.7,0,0,249,92.9,252,94,0,0,49,18.3,0,0,200,74.6,6,2.2,0,0,2,18.2
"178802",0,.,0,.,0,.,0,.,0,.,180,4,2.2,1,0.6,0,0,21,11.7,33,18.3,1,0.6,4,2.2,4,2.2,23,12.8,141,78.3,0,.,0,.
"178804",36,100,1,2.8,17,47.2,0,0,0,0,175,0,0,5,2.9,0,0,92,52.6,133,76,0,0,0,0,0,0,166,94.9,37,21.1,7,19.4,18,50
"178807",0,.,0,.,0,.,0,.,0,.,115,0,0,2,1.7,0,0,6,5.2,59,51.3,0,0,0,0,2,1.7,0,0,52,45.2,0,.,0,.
"178808",0,.,0,.,0,.,0,.,0,.,91,0,0,1,1.1,0,.,5,5.5,10,11,0,0,0,0,2,2.2,8,8.8,78,85.7,0,.,0,.
"178901",21,100,0,0,15,71.4,0,0,0,0,343,11,3.2,7,2,0,0,160,46.6,246,71.7,0,0,11,3.2,0,0,191,55.7,90,26.2,2,9.5,6,28.6
"178902",60,100,0,0,34,56.7,1,1.7,0,0,1192,77,6.5,21,1.8,30,2.3,669,56.1,895,75.1,8,0.7,82,6.9,5,0.4,500,41.9,263,22.1,3,5,25,41.7
"178903",248,100,4,1.6,95,38.3,0,0,0,0,3837,79,2.1,86,2.2,88,2,1556,40.6,1841,48,13,0.3,85,2.2,18,0.5,1450,37.8,1879,49,29,11.7,149,60.1
"178904",1993,100,103,5.2,1359,68.2,11,0.6,30,1.5,38576,2185,5.7,2037,5.3,1098,2.6,25005,64.8,29422,76.3,97,0.3,2443,6.3,688,1.8,20719,53.7,6332,16.4,302,15.2,490,24.6
"178905",0,.,0,.,0,.,0,.,0,.,275,28,10.2,0,0,7,2.2,222,80.7,241,87.6,0,0,30,10.9,0,0,125,45.5,34,12.4,0,.,0,.
"178906",0,.,0,.,0,.,0,.,0,.,251,6,2.4,5,2,0,0,39,15.5,98,39,1,0.4,6,2.4,8,3.2,40,15.9,139,55.4,0,.,0,.
"178908",39,100,1,2.6,2,5.1,0,0,0,0,534,3,0.6,6,1.1,16,2.6,140,26.2,49,9.2,3,0.6,3,0.6,8,1.5,104,19.5,468,87.6,6,15.4,36,92.3
"178909",173,100,2,1.2,166,96,0,0,0,0,3559,183,5.1,29,0.8,185,4.5,3310,93,3490,98.1,2,0.1,211,5.9,3,0.1,2350,66,35,1,25,14.5,5,2.9
"178912",238,100,3,1.3,128,53.8,1,0.4,2,0.8,3314,138,4.2,57,1.7,71,1.9,1475,44.5,2162,65.2,7,0.2,148,4.5,13,0.4,1049,31.7,1075,32.4,23,9.7,104,43.7
"178913",49,100,0,0,37,75.5,0,0,0,0,865,9,1,17,2,24,2.4,567,65.5,670,77.5,0,0,10,1.2,1,0.1,393,45.4,177,20.5,4,8.2,12,24.5
"178914",351,100,15,4.3,82,23.4,1,0.3,18,5.1,5564,142,2.6,321,5.8,235,3.9,2456,44.1,1670,30,50,0.9,157,2.8,193,3.5,2166,38.9,3330,59.8,43,12.3,235,67
"178915",82,100,14,17.1,66,80.5,0,0,0,0,2045,102,5,289,14.1,60,2.6,1742,85.2,1713,83.8,4,0.2,109,5.3,0,0,1750,85.6,39,1.9,12,14.6,2,2.4
"179901",123,100,0,0,50,40.7,1,0.8,0,0,2170,465,21.4,9,0.4,44,1.9,1188,54.7,1299,59.9,10,0.5,478,22,7,0.3,1195,55.1,845,38.9,7,5.7,72,58.5
"180901",35,100,7,20,7,20,0,0,0,0,297,5,1.7,22,7.4,19,5.3,235,79.1,49,16.5,1,0.3,5,1.7,4,1.3,244,82.2,221,74.4,6,17.1,21,60
"180902",32,100,0,0,8,25,0,0,0,0,271,1,0.4,2,0.7,0,0,105,38.7,28,10.3,2,0.7,1,0.4,5,1.8,58,21.4,234,86.3,3,9.4,24,75
"180903",6,100,0,0,3,50,0,0,0,0,108,2,1.9,2,1.9,0,0,63,58.3,31,28.7,0,0,2,1.9,0,0,33,30.6,75,69.4,2,33.3,3,50
"180904",0,.,0,.,0,.,0,.,0,.,90,1,1.1,2,2.2,0,0,41,45.6,12,13.3,0,0,1,1.1,1,1.1,9,10,75,83.3,0,.,0,.
"181901",151,100,0,0,14,9.3,1,0.7,6,4,2476,74,3,11,0.4,38,1.3,698,28.2,242,9.8,9,0.4,84,3.4,77,3.1,903,36.5,2137,86.3,24,15.9,130,86.1
"181905",110,100,1,0.9,4,3.6,1,0.9,3,2.7,1670,20,1.2,12,0.7,20,1.1,463,27.7,82,4.9,14,0.8,20,1.2,27,1.6,582,34.9,1535,91.9,13,11.8,101,91.8
"181906",144,100,90,62.5,5,3.5,0,0,2,1.4,2687,53,2,1753,65.2,72,2.4,2133,79.4,176,6.6,7,0.3,45,1.7,20,0.7,1426,53.1,731,27.2,32,22.2,47,32.6
"181907",288,100,1,0.3,6,2.1,1,0.3,1,0.3,4854,21,0.4,10,0.2,129,2.4,2365,48.7,194,4,14,0.3,21,0.4,28,0.6,2238,46.1,4608,94.9,67,23.3,279,96.9
"181908",249,100,9,3.6,11,4.4,2,0.8,0,0,3706,51,1.4,232,6.3,97,2.4,878,23.7,215,5.8,14,0.4,51,1.4,36,1,1262,34.1,3209,86.6,32,12.9,227,91.2
"182901",14,100,0,0,2,14.3,0,0,1,7.1,196,2,1,1,0.5,2,1,79,40.3,23,11.7,1,0.5,2,1,0,0,45,23,171,87.2,4,28.6,11,78.6
"182902",24,100,0,0,1,4.2,1,4.2,0,0,326,4,1.2,0,0,2,0.6,160,49.1,32,9.8,1,0.3,6,1.8,4,1.2,133,40.8,289,88.7,6,25,22,91.7
"182903",184,100,3,1.6,34,18.5,2,1.1,3,1.6,3658,303,8.3,162,4.4,128,3.2,2100,57.4,1103,30.2,28,0.8,317,8.7,11,0.3,1791,49,2354,64.4,33,17.9,142,77.2
"182904",39,100,1,2.6,2,5.1,0,0,0,0,486,18,3.7,0,0,11,2,162,33.3,57,11.7,0,0,18,3.7,0,0,158,32.5,429,88.3,8,20.5,36,92.3
"182905",13,100,0,0,1,7.7,0,0,0,0,186,13,7,4,2.2,1,0.5,99,53.2,57,30.6,0,0,13,7,1,0.5,62,33.3,124,66.7,2,15.4,12,92.3
"182906",0,.,0,.,0,.,0,.,0,.,78,4,5.1,0,0,1,1,40,51.3,11,14.1,0,0,4,5.1,0,0,21,26.9,67,85.9,0,.,0,.
"183801",36,100,6,16.7,2,5.6,1,2.8,0,0,150,0,0,20,13.3,0,0,51,34,12,8,4,2.7,0,0,0,0,114,76,114,76,6,16.7,27,75
"183901",24,100,2,8.3,3,12.5,0,0,1,4.2,585,16,2.7,62,10.6,8,1.3,185,31.6,53,9.1,2,0.3,17,2.9,2,0.3,287,49.1,466,79.7,3,12.5,18,75
"183902",153,100,35,22.9,8,5.2,0,0,0,0,2795,144,5.2,736,26.3,132,4.3,1157,41.4,279,10,11,0.4,144,5.2,29,1,1301,46.5,1740,62.3,18,11.8,110,71.9
"183904",19,100,0,0,1,5.3,0,0,0,0,333,4,1.2,0,0,5,1.4,125,37.5,15,4.5,2,0.6,1,0.3,0,0,31,9.3,316,94.9,5,26.3,18,94.7
"184801",22,100,0,0,2,9.1,0,0,0,0,144,0,0,2,1.4,0,0,60,41.7,10,6.9,2,1.4,0,0,0,0,108,75,130,90.3,1,4.5,20,90.9
"184901",40,100,0,0,2,5,1,2.5,0,0,561,24,4.3,1,0.2,9,1.4,269,48,76,13.5,1,0.2,23,4.1,5,0.9,267,47.6,478,85.2,8,20,37,92.5
"184902",218,100,1,0.5,21,9.6,4,1.8,4,1.8,3589,97,2.7,38,1.1,91,2.2,1585,44.2,399,11.1,55,1.5,101,2.8,7,0.2,1808,50.4,3090,86.1,25,11.5,188,86.2
"184903",411,100,7,1.7,53,12.9,1,0.2,4,1,7237,469,6.5,189,2.6,136,1.7,2497,34.5,1353,18.7,48,0.7,494,6.8,100,1.4,2918,40.3,5547,76.6,35,8.5,346,84.2
"184904",48,100,1,2.1,2,4.2,0,0,1,2.1,757,19,2.5,6,0.8,8,0.9,246,32.5,82,10.8,2,0.3,19,2.5,1,0.1,264,34.9,666,88,8,16.7,44,91.7
"184907",303,100,1,0.3,22,7.3,4,1.3,4,1.3,4428,91,2.1,54,1.2,66,1.5,443,10,363,8.2,29,0.7,93,2.1,45,1,748,16.9,3937,88.9,18,5.9,272,89.8
"184908",82,100,1,1.2,5,6.1,0,0,0,0,1039,21,2,7,0.7,5,0.4,252,24.3,81,7.8,11,1.1,21,2,1,0.1,318,30.6,939,90.4,10,12.2,76,92.7
"184909",40,100,0,0,2,5,0,0,0,0,775,8,1,5,0.6,4,0.5,59,7.6,31,4,4,0.5,8,1,0,0,194,25,735,94.8,4,10,38,95
"184911",0,.,0,.,0,.,0,.,0,.,185,2,1.1,3,1.6,3,1.4,63,34.1,10,5.4,5,2.7,2,1.1,0,0,56,30.3,167,90.3,0,.,0,.
"185901",25,100,1,4,23,92,0,0,0,0,509,125,24.6,2,0.4,0,0,433,85.1,464,91.2,0,0,127,25,0,0,341,67,43,8.4,6,24,1,4
"185902",32,100,0,0,10,31.3,0,0,0,0,498,62,12.4,2,0.4,0,0,277,55.6,231,46.4,0,0,59,11.8,0,0,190,38.2,265,53.2,6,18.8,22,68.8
"185903",80,100,0,0,52,65,0,0,0,0,1229,200,16.3,13,1.1,9,0.7,956,77.8,935,76.1,2,0.2,250,20.3,5,0.4,586,47.7,274,22.3,10,12.5,28,35
"185904",5,100,0,0,2,40,0,0,0,0,129,15,11.6,0,0,0,0,102,79.1,57,44.2,0,0,15,11.6,0,0,67,51.9,72,55.8,2,40,3,60
"186901",4,100,0,0,3,75,0,0,0,0,150,23,15.3,0,0,0,0,81,54,77,51.3,0,0,23,15.3,0,0,76,50.7,73,48.7,0,0,1,25
"186902",140,100,0,0,102,72.9,0,0,0,0,2233,256,11.5,8,0.4,36,1.5,1350,60.5,1865,83.5,3,0.1,309,13.8,9,0.4,1234,55.3,348,15.6,18,12.9,38,27.1
"186903",40,100,0,0,17,42.5,0,0,0,0,504,35,6.9,32,6.3,8,1.1,246,48.8,255,50.6,5,1,36,7.1,2,0.4,274,54.4,210,41.7,5,12.5,23,57.5
"187901",22,100,0,0,0,0,6,27.3,0,0,525,0,0,3,0.6,5,0.9,262,49.9,17,3.2,146,27.8,0,0,2,0.4,173,33,357,68,6,27.3,16,72.7
"187903",23,100,11,47.8,2,8.7,0,0,0,0,256,29,11.3,69,27,8,2.8,197,77,80,31.3,0,0,29,11.3,0,0,98,38.3,107,41.8,5,21.7,10,43.5
"187904",55,100,14,25.5,18,32.7,0,0,0,0,1074,102,9.5,282,26.3,23,1.9,755,70.3,352,32.8,5,0.5,102,9.5,3,0.3,503,46.8,432,40.2,11,20,23,41.8
"187906",10,100,4,40,1,10,0,0,0,0,214,10,4.7,55,25.7,1,0.4,160,74.8,45,21,0,0,10,4.7,0,0,89,41.6,114,53.3,3,30,5,50
"187907",229,100,31,13.5,32,14,1,0.4,1,0.4,4049,220,5.4,547,13.5,142,3.1,2271,56.1,629,15.5,34,0.8,229,5.7,30,0.7,1655,40.9,2809,69.4,42,18.3,164,71.6
"187910",35,100,1,2.9,3,8.6,0,0,1,2.9,890,1,0.1,22,2.5,41,3.7,571,64.2,30,3.4,9,1,1,0.1,5,0.6,463,52,824,92.6,12,34.3,30,85.7
"188801",39,100,0,0,5,12.8,0,0,0,0,210,0,0,11,5.2,0,0,113,53.8,66,31.4,2,1,0,0,0,0,197,93.8,131,62.4,4,10.3,34,87.2
"188901",1524,100,134,8.8,463,30.4,7,0.5,39,2.6,30178,2996,9.9,3430,11.4,716,2.2,18780,62.2,12366,41,85,0.3,3306,11,870,2.9,16158,53.5,13427,44.5,218,14.3,881,57.8
"188902",88,100,0,0,7,8,2,2.3,0,0,1426,12,0.8,5,0.4,14,0.9,699,49,157,11,15,1.1,13,0.9,0,0,634,44.5,1249,87.6,10,11.4,79,89.8
"188903",47,100,1,2.1,11,23.4,0,0,3,6.4,909,37,4.1,40,4.4,9,0.9,560,61.6,244,26.8,6,0.7,37,4.1,46,5.1,236,26,573,63,4,8.5,32,68.1
"188904",0,.,0,.,0,.,0,.,0,.,1125,3,0.3,18,1.6,2,0.2,216,19.2,94,8.4,9,0.8,4,0.4,4,0.4,261,23.2,1000,88.9,0,.,0,.
"189901",29,100,0,0,27,93.1,0,0,0,0,377,39,10.3,3,0.8,10,2.3,244,64.7,329,87.3,0,0,40,10.6,0,0,244,64.7,45,11.9,1,3.4,2,6.9
"189902",85,100,0,0,83,97.6,0,0,0,0,1358,651,47.9,0,0,11,0.7,1221,89.9,1327,97.7,1,0.1,652,48,13,1,949,69.9,17,1.3,10,11.8,2,2.4
"190903",109,100,0,0,9,8.3,0,0,1,0.9,1630,69,4.2,62,3.8,29,1.6,636,39,185,11.3,11,0.7,72,4.4,12,0.7,692,42.5,1360,83.4,12,11,99,90.8
"191901",520,100,10,1.9,68,13.1,3,0.6,3,0.6,8311,51,0.6,220,2.6,175,1.9,2231,26.8,1335,16.1,60,0.7,53,0.6,80,1,2048,24.6,6616,79.6,63,12.1,436,83.8
"192901",39,100,1,2.6,23,59,0,0,0,0,785,96,12.2,16,2,1,0.1,352,44.8,568,72.4,1,0.1,99,12.6,3,0.4,454,57.8,197,25.1,10,25.6,15,38.5
"193801",3,100,0,0,1,33.3,0,0,0,0,115,5,4.3,16,13.9,0,0,109,94.8,43,37.4,0,0,5,4.3,0,0,100,87,56,48.7,3,100,2,66.7
"193902",11,100,0,0,3,27.3,0,0,0,0,245,10,4.1,3,1.2,2,0.7,127,51.8,66,26.9,1,0.4,10,4.1,0,0,76,31,175,71.4,1,9.1,8,72.7
"194902",26,100,1,3.8,0,0,0,0,0,0,415,18,4.3,14,3.4,8,1.7,202,48.7,37,8.9,15,3.6,18,4.3,0,0,122,29.4,349,84.1,4,15.4,25,96.2
"194903",54,100,1,1.9,2,3.7,0,0,0,0,775,21,2.7,31,4,8,1,415,53.5,77,9.9,8,1,21,2.7,9,1.2,296,38.2,650,83.9,9,16.7,51,94.4
"194904",55,100,32,58.2,0,0,1,1.8,0,0,849,59,6.9,482,56.8,35,3.6,699,82.3,137,16.1,11,1.3,63,7.4,1,0.1,474,55.8,218,25.7,14,25.5,22,40
"194905",31,100,3,9.7,0,0,0,0,0,0,504,4,0.8,64,12.7,13,2.4,260,51.6,15,3,3,0.6,4,0.8,0,0,162,32.1,422,83.7,3,9.7,28,90.3
"195901",142,100,4,2.8,120,84.5,0,0,1,0.7,2190,150,6.8,40,1.8,97,4,1531,69.9,1925,87.9,0,0,178,8.1,22,1,915,41.8,203,9.3,19,13.4,17,12
"195902",11,100,0,0,9,81.8,0,0,0,0,147,7,4.8,0,0,1,0.6,128,87.1,136,92.5,0,0,10,6.8,0,0,82,55.8,11,7.5,1,9.1,2,18.2
"196901",11,100,0,0,7,63.6,0,0,0,0,151,3,2,2,1.3,0,0,84,55.6,97,64.2,0,0,3,2,0,0,60,39.7,52,34.4,1,9.1,4,36.4
