DISTRICT,DA0GR07N,DA0GR07P,DB0GR07N,DB0GR07P,DH0GR07N,DH0GR07P,DI0GR07N,DI0GR07P,DP0GR07N,DP0GR07P,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETWHIC,DPETWHIP,DS0GR07N,DS0GR07P,DW0GR07N,DW0GR07P
"057821",0,.,0,.,0,.,0,.,0,.,640,109,17,18,2.8,0,0,415,64.8,620,96.9,1,0.2,168,26.3,0,0,215,33.6,1,0.2,0,.,0,.
"057825",117,100,18,15.4,17,14.5,2,1.7,0,0,819,10,1.2,193,23.6,0,0,435,53.1,240,29.3,7,0.9,10,1.2,5,0.6,514,62.8,374,45.7,9,7.7,80,68.4
"057827",0,.,0,.,0,.,0,.,0,.,282,66,23.4,144,51.1,0,0,267,94.7,136,48.2,0,0,71,25.2,0,0,122,43.3,2,0.7,0,.,0,.
"057828",353,100,36,10.2,67,19,2,0.6,12,3.4,1789,151,8.4,295,16.5,0,0,702,39.2,532,29.7,20,1.1,197,11,30,1.7,1669,93.3,912,51,15,4.2,236,66.9
"057829",34,100,3,8.8,11,32.4,0,0,0,0,957,303,31.7,88,9.2,0,0,808,84.4,719,75.1,8,0.8,334,34.9,0,0,579,60.5,142,14.8,8,23.5,20,58.8
"057830",0,.,0,.,0,.,0,.,0,.,660,214,32.4,95,14.4,0,0,617,93.5,546,82.7,0,0,250,37.9,2,0.3,397,60.2,17,2.6,0,.,0,.
"057831",0,.,0,.,0,.,0,.,0,.,637,11,1.7,618,97,0,0,561,88.1,17,2.7,1,0.2,11,1.7,0,0,241,37.8,1,0.2,0,.,0,.
"057832",37,100,14,37.8,13,35.1,0,0,1,2.7,218,14,6.4,108,49.5,0,0,134,61.5,68,31.2,0,0,19,8.7,0,0,188,86.2,42,19.3,6,16.2,9,24.3
"057833",14,100,0,0,3,21.4,0,0,3,21.4,157,10,6.4,28,17.8,0,0,46,29.3,40,25.5,1,0.6,10,6.4,10,6.4,61,38.9,78,49.7,3,21.4,8,57.1
"057834",131,100,47,35.9,37,28.2,0,0,1,0.8,359,9,2.5,159,44.3,0,0,102,28.4,122,34,0,0,30,8.4,9,2.5,317,88.3,69,19.2,33,25.2,46,35.1
"057835",0,.,0,.,0,.,0,.,0,.,600,275,45.8,5,0.8,0,0,586,97.7,583,97.2,3,0.5,292,48.7,1,0.2,432,72,8,1.3,0,.,0,.
"057836",0,.,0,.,0,.,0,.,0,.,231,0,0,228,98.7,0,0,116,50.2,3,1.3,0,0,0,0,0,0,0,0,0,0,0,.,0,.
"057837",0,.,0,.,0,.,0,.,0,.,197,13,6.6,123,62.4,0,0,163,82.7,74,37.6,0,0,14,7.1,0,0,70,35.5,0,0,0,.,0,.
"057838",0,.,0,.,0,.,0,.,0,.,901,0,0,184,20.4,0,0,713,79.1,667,74,2,0.2,101,11.2,14,1.6,416,46.2,34,3.8,0,.,0,.
"057839",0,.,0,.,0,.,0,.,0,.,271,158,58.3,21,7.7,0,0,236,87.1,239,88.2,0,0,158,58.3,0,0,159,58.7,11,4.1,0,.,0,.
"057840",2,100,0,0,0,0,0,0,1,50,324,1,0.3,55,17,0,0,14,4.3,58,17.9,4,1.2,1,0.3,65,20.1,2,0.6,142,43.8,0,0,1,50
"057903",1460,100,174,11.9,466,31.9,11,0.8,212,14.5,26340,6243,23.7,3713,14.1,696,2.4,14300,54.3,13252,50.3,112,0.4,6259,23.8,2931,11.1,12473,47.4,6332,24,115,7.9,597,40.9
"057904",444,100,292,65.8,54,12.2,1,0.2,10,2.3,7831,370,4.7,5126,65.5,320,3.6,3851,49.2,1618,20.7,39,0.5,426,5.4,126,1.6,3874,49.5,922,11.8,37,8.3,87,19.6
"057905",5874,100,2233,38,3037,51.7,26,0.4,68,1.2,157605,48423,30.7,45293,28.7,3216,1.8,133556,84.7,102967,65.3,329,0.2,51307,32.6,1515,1,105987,67.2,7501,4.8,509,8.7,510,8.7
"057906",470,100,387,82.3,31,6.6,0,0,4,0.9,8884,494,5.6,6902,77.7,298,3,4695,52.8,1314,14.8,26,0.3,527,5.9,68,0.8,4118,46.4,574,6.5,51,10.9,48,10.2
"057907",631,100,292,46.3,157,24.9,2,0.3,26,4.1,12385,1519,12.3,5384,43.5,784,5.6,7933,64.1,5366,43.3,35,0.3,1730,14,316,2.6,5894,47.6,1284,10.4,70,11.1,154,24.4
"057909",3288,100,656,20,869,26.4,20,0.6,253,7.7,56593,11596,20.5,10486,18.5,807,1.3,26310,46.5,24212,42.8,256,0.5,13088,23.1,4420,7.8,28994,51.2,17219,30.4,342,10.4,1490,45.3
"057910",1120,100,191,17.1,522,46.6,8,0.7,56,5,25256,5132,20.3,4296,17,1292,4.7,16390,64.9,15484,61.3,153,0.6,5846,23.1,935,3.7,14472,57.3,4388,17.4,91,8.1,343,30.6
"057911",458,100,1,0.2,20,4.4,1,0.2,7,1.5,6297,27,0.4,14,0.2,42,0.7,0,0,204,3.2,18,0.3,32,0.5,167,2.7,659,10.5,5894,93.6,33,7.2,429,93.7
"057912",1452,100,216,14.9,691,47.6,9,0.6,95,6.5,32707,12537,38.3,3988,12.2,1003,2.8,23789,72.7,22002,67.3,129,0.4,12842,39.3,1353,4.1,22263,68.1,5235,16,137,9.4,441,30.4
"057913",301,100,256,85,30,10,0,0,0,0,6180,366,5.9,4901,79.3,43,0.6,4697,76,1067,17.3,10,0.2,377,6.1,15,0.2,3091,50,187,3,31,10.3,15,5
"057914",2153,100,465,21.6,527,24.5,11,0.5,100,4.6,36448,6083,16.7,9002,24.7,1919,4.9,19383,53.2,14786,40.6,213,0.6,6442,17.7,1181,3.2,16424,45.1,11266,30.9,255,11.8,1050,48.8
"057916",1864,100,328,17.6,306,16.4,11,0.6,211,11.3,34091,7296,21.4,8802,25.8,468,1.2,16910,49.6,11376,33.4,151,0.4,7329,21.5,2562,7.5,16226,47.6,11200,32.9,151,8.1,1008,54.1
"057919",0,.,0,.,0,.,0,.,0,.,670,43,6.4,46,6.9,0,0,70,10.4,86,12.8,6,0.9,43,6.4,180,26.9,111,16.6,352,52.5,0,.,0,.
"057922",700,100,22,3.1,63,9,1,0.1,98,14,9930,660,6.6,516,5.2,81,0.8,794,8,1102,11.1,44,0.4,731,7.4,2055,20.7,2090,21,6213,62.6,35,5,516,73.7
"058902",6,100,0,0,2,33.3,0,0,0,0,174,12,6.9,2,1.1,0,0,74,42.5,103,59.2,0,0,12,6.9,0,0,95,54.6,69,39.7,0,0,4,66.7
"058905",10,100,0,0,3,30,0,0,0,0,174,23,13.2,1,0.6,1,0.5,85,48.9,72,41.4,2,1.1,23,13.2,0,0,54,31,99,56.9,1,10,7,70
"058906",110,100,11,10,70,63.6,0,0,1,0.9,2003,86,4.3,123,6.1,99,4.4,1421,70.9,1434,71.6,5,0.2,125,6.2,5,0.2,1026,51.2,436,21.8,25,22.7,28,25.5
"058909",18,100,1,5.6,11,61.1,0,0,0,0,215,36,16.7,1,0.5,2,0.9,123,57.2,110,51.2,0,0,36,16.7,0,0,85,39.5,104,48.4,6,33.3,6,33.3
"059901",228,100,2,0.9,155,68,0,0,1,0.4,4168,561,13.5,44,1.1,150,3.3,3254,78.1,3468,83.2,1,0,572,13.7,11,0.3,2623,62.9,644,15.5,27,11.8,70,30.7
"059902",0,.,0,.,0,.,0,.,0,.,159,11,6.9,2,1.3,0,0,105,66,84,52.8,0,0,18,11.3,0,0,29,18.2,73,45.9,0,.,0,.
"060902",70,100,11,15.7,4,5.7,1,1.4,1,1.4,857,7,0.8,127,14.8,18,1.8,448,52.3,38,4.4,10,1.2,8,0.9,9,1.1,332,38.7,673,78.5,16,22.9,53,75.7
"060914",8,100,4,50,1,12.5,0,0,0,0,188,1,0.5,53,28.2,3,1.4,133,70.7,13,6.9,0,0,1,0.5,0,0,55,29.3,122,64.9,4,50,3,37.5
"061802",20,100,3,15,0,0,0,0,0,0,650,29,4.5,95,14.6,0,0,173,26.6,114,17.5,4,0.6,31,4.8,17,2.6,159,24.5,420,64.6,1,5,17,85
"061901",858,100,103,12,193,22.5,7,0.8,20,2.3,20826,3139,15.1,2533,12.2,355,1.6,7830,37.6,6234,29.9,143,0.7,3208,15.4,531,2.5,8038,38.6,11385,54.7,98,11.4,535,62.4
"061902",2918,100,272,9.3,335,11.5,16,0.5,249,8.5,49449,5322,10.8,4424,8.9,847,1.6,10819,21.9,10083,20.4,235,0.5,5955,12,4494,9.1,13431,27.2,30213,61.1,180,6.2,2046,70.1
"061903",98,100,4,4.1,17,17.3,0,0,0,0,1478,238,16.1,45,3,19,1.2,628,42.5,427,28.9,8,0.5,246,16.6,6,0.4,693,46.9,992,67.1,9,9.2,77,78.6
"061905",66,100,0,0,7,10.6,0,0,1,1.5,1495,112,7.5,29,1.9,27,1.7,461,30.8,296,19.8,9,0.6,118,7.9,6,0.4,562,37.6,1155,77.3,13,19.7,58,87.9
"061906",50,100,0,0,2,4,0,0,0,0,1109,28,2.5,16,1.4,16,1.3,334,30.1,141,12.7,8,0.7,28,2.5,1,0.1,360,32.5,943,85,2,4,48,96
"061907",74,100,0,0,4,5.4,0,0,1,1.4,1624,77,4.7,41,2.5,13,0.8,438,27,239,14.7,15,0.9,79,4.9,7,0.4,537,33.1,1322,81.4,10,13.5,69,93.2
"061908",186,100,3,1.6,26,14,0,0,2,1.1,2567,128,5,80,3.1,43,1.5,977,38.1,478,18.6,16,0.6,137,5.3,18,0.7,1030,40.1,1975,76.9,17,9.1,155,83.3
"061910",111,100,0,0,4,3.6,0,0,1,0.9,1737,44,2.5,4,0.2,9,0.5,143,8.2,143,8.2,3,0.2,44,2.5,11,0.6,354,20.4,1576,90.7,5,4.5,106,95.5
"061911",402,100,18,4.5,50,12.4,1,0.2,7,1.7,11824,586,5,704,6,171,1.5,2441,20.6,1987,16.8,105,0.9,596,5,296,2.5,3757,31.8,8732,73.8,26,6.5,326,81.1
"061912",214,100,15,7,34,15.9,1,0.5,5,2.3,3959,256,6.5,296,7.5,108,2.5,1270,32.1,690,17.4,30,0.8,262,6.6,125,3.2,1352,34.2,2818,71.2,19,8.9,159,74.3
"061914",223,100,21,9.4,64,28.7,0,0,5,2.2,5371,829,15.4,765,14.2,146,2.5,2073,38.6,1946,36.2,36,0.7,861,16,131,2.4,2388,44.5,2493,46.4,19,8.5,133,59.6
"062901",174,100,16,9.2,41,23.6,0,0,1,0.6,1913,19,1,278,14.5,71,3.2,1025,53.6,734,38.4,1,0.1,21,1.1,8,0.4,1005,52.5,892,46.6,19,10.9,116,66.7
"062902",3,100,0,0,1,33.3,0,0,0,0,81,0,0,0,0,0,0,40,49.4,34,42,1,1.2,0,0,0,0,32,39.5,46,56.8,0,0,2,66.7
"062903",100,100,10,10,22,22,0,0,1,1,1543,132,8.6,192,12.4,33,2,971,62.9,686,44.5,0,0,133,8.6,13,0.8,719,46.6,652,42.3,12,12,67,67
"062904",58,100,1,1.7,17,29.3,0,0,0,0,604,6,1,21,3.5,34,4.7,302,50,237,39.2,0,0,7,1.2,0,0,255,42.2,346,57.3,14,24.1,40,69
"062905",0,.,0,.,0,.,0,.,0,.,48,2,4.2,4,8.3,0,0,27,56.3,11,22.9,0,0,2,4.2,0,0,8,16.7,33,68.8,0,.,0,.
"062906",0,.,0,.,0,.,0,.,0,.,124,0,0,2,1.6,0,0,35,28.2,19,15.3,0,0,0,0,0,0,27,21.8,103,83.1,0,.,0,.
"063903",23,100,1,4.3,10,43.5,1,4.3,0,0,291,0,0,6,2.1,6,1.9,149,51.2,123,42.3,2,0.7,0,0,0,0,50,17.2,160,55,2,8.7,11,47.8
"063906",14,100,0,0,3,21.4,0,0,0,0,107,0,0,0,0,0,0,70,65.4,31,29,0,0,0,0,0,0,34,31.8,76,71,0,0,11,78.6
"064903",104,100,3,2.9,90,86.5,0,0,0,0,2386,187,7.8,13,0.5,98,3.6,1900,79.6,2178,91.3,4,0.2,199,8.3,11,0.5,1139,47.7,180,7.5,9,8.7,11,10.6
"065901",31,100,1,3.2,1,3.2,0,0,0,0,495,7,1.4,62,12.5,8,1.5,275,55.6,48,9.7,2,0.4,7,1.4,4,0.8,188,38,379,76.6,4,12.9,29,93.5
"065902",18,100,0,0,3,16.7,0,0,0,0,159,5,3.1,0,0,0,0,111,69.8,21,13.2,3,1.9,5,3.1,0,0,32,20.1,135,84.9,4,22.2,15,83.3
"066005",0,.,0,.,0,.,0,.,0,.,44,14,31.8,0,0,0,0,41,93.2,42,95.5,0,0,14,31.8,0,0,33,75,2,4.5,0,.,0,.
"066901",27,100,0,0,27,100,0,0,0,0,448,34,7.6,0,0,26,5.2,166,37.1,432,96.4,0,0,45,10,2,0.4,204,45.5,14,3.1,6,22.2,0,0
"066902",88,100,0,0,86,97.7,0,0,0,0,1372,96,7,4,0.3,53,3.3,1086,79.2,1355,98.8,0,0,105,7.7,0,0,815,59.4,13,0.9,17,19.3,2,2.3
"066903",47,100,0,0,35,74.5,0,0,0,0,820,18,2.2,0,0,16,1.7,438,53.4,710,86.6,0,0,19,2.3,1,0.1,390,47.6,109,13.3,4,8.5,12,25.5
"067902",84,100,8,9.5,13,15.5,1,1.2,0,0,881,16,1.8,34,3.9,12,1.1,518,58.8,147,16.7,5,0.6,22,2.5,6,0.7,277,31.4,689,78.2,19,22.6,62,73.8
"067903",73,100,0,0,11,15.1,0,0,0,0,1168,82,7,12,1,7,0.5,558,47.8,271,23.2,8,0.7,82,7,6,0.5,354,30.3,871,74.6,6,8.2,62,84.9
"067904",24,100,0,0,6,25,0,0,0,0,371,25,6.7,4,1.1,1,0.3,255,68.7,143,38.5,0,0,27,7.3,0,0,143,38.5,224,60.4,4,16.7,18,75
"067907",28,100,0,0,7,25,0,0,0,0,466,7,1.5,15,3.2,22,4,318,68.2,92,19.7,0,0,13,2.8,3,0.6,140,30,356,76.4,6,21.4,21,75
"067908",16,100,0,0,2,12.5,0,0,0,0,243,7,2.9,2,0.8,0,0,151,62.1,37,15.2,2,0.8,7,2.9,0,0,104,42.8,202,83.1,1,6.3,14,87.5
"068801",40,100,3,7.5,23,57.5,0,0,0,0,145,0,0,6,4.1,0,0,77,53.1,97,66.9,1,0.7,0,0,0,0,131,90.3,41,28.3,2,5,14,35
"068901",1264,100,51,4,656,51.9,13,1,18,1.4,26622,3008,11.3,1399,5.3,672,2.4,13370,50.2,16637,62.5,201,0.8,3442,12.9,220,0.8,13521,50.8,8165,30.7,152,12,526,41.6
"069901",28,100,0,0,21,75,0,0,0,0,341,43,12.6,8,2.3,5,1.4,282,82.7,269,78.9,0,0,43,12.6,0,0,159,46.6,64,18.8,6,21.4,7,25
"069902",26,100,0,0,6,23.1,1,3.8,0,0,300,2,0.7,2,0.7,5,1.4,212,70.7,114,38,4,1.3,5,1.7,1,0.3,100,33.3,179,59.7,8,30.8,19,73.1
"070801",16,100,0,0,2,12.5,0,0,0,0,250,4,1.6,51,20.4,0,0,160,64,61,24.4,9,3.6,4,1.6,0,0,116,46.4,129,51.6,0,0,14,87.5
"070901",17,100,0,0,8,47.1,0,0,0,0,265,23,8.7,6,2.3,2,0.7,163,61.5,97,36.6,0,0,23,8.7,3,1.1,99,37.4,159,60,1,5.9,9,52.9
"070903",291,100,58,19.9,88,30.2,0,0,3,1,5714,715,12.5,793,13.9,270,4.4,3461,60.6,2642,46.2,8,0.1,723,12.7,20,0.4,3230,56.5,2251,39.4,49,16.8,142,48.8
"070905",104,100,7,6.7,48,46.2,2,1.9,0,0,2360,406,17.2,191,8.1,107,4.2,1553,65.8,1354,57.4,3,0.1,431,18.3,5,0.2,1238,52.5,807,34.2,14,13.5,47,45.2
"070907",48,100,9,18.8,6,12.5,1,2.1,0,0,608,50,8.2,95,15.6,11,1.5,336,55.3,158,26,2,0.3,50,8.2,0,0,256,42.1,353,58.1,7,14.6,32,66.7
"070908",442,100,10,2.3,44,10,4,0.9,0,0,6808,230,3.4,308,4.5,159,2.3,1153,16.9,1035,15.2,48,0.7,233,3.4,94,1.4,1961,28.8,5323,78.2,53,12,384,86.9
"070909",9,100,3,33.3,1,11.1,0,0,0,0,223,17,7.6,62,27.8,3,1.2,155,69.5,57,25.6,0,0,18,8.1,0,0,107,48,104,46.6,1,11.1,5,55.6
"070910",75,100,0,0,20,26.7,1,1.3,0,0,1134,58,5.1,21,1.9,43,3.5,458,40.4,355,31.3,11,1,87,7.7,7,0.6,415,36.6,740,65.3,15,20,54,72
"070911",347,100,36,10.4,56,16.1,2,0.6,3,0.9,5148,249,4.8,655,12.7,214,3.8,1705,33.1,1292,25.1,39,0.8,281,5.5,23,0.4,1579,30.7,3139,61,48,13.8,250,72
"070912",427,100,60,14.1,88,20.6,2,0.5,1,0.2,6541,404,6.2,942,14.4,257,3.7,3036,46.4,2061,31.5,33,0.5,449,6.9,34,0.5,2955,45.2,3471,53.1,46,10.8,276,64.6
"070915",66,100,5,7.6,12,18.2,1,1.5,0,0,1000,59,5.9,30,3,3,0.3,239,23.9,182,18.2,3,0.3,62,6.2,4,0.4,288,28.8,781,78.1,18,27.3,48,72.7
"071801",0,.,0,.,0,.,0,.,0,.,590,90,15.3,28,4.7,0,0,259,43.9,442,74.9,4,0.7,111,18.8,23,3.9,111,18.8,93,15.8,0,.,0,.
"071803",161,100,3,1.9,148,91.9,2,1.2,1,0.6,293,26,8.9,1,0.3,0,0,215,73.4,281,95.9,1,0.3,26,8.9,1,0.3,293,100,9,3.1,7,4.3,7,4.3
"071804",94,100,2,2.1,89,94.7,0,0,0,0,462,23,5,6,1.3,0,0,322,69.7,400,86.6,1,0.2,28,6.1,5,1.1,447,96.8,50,10.8,1,1.1,3,3.2
"071805",5,100,0,0,5,100,0,0,0,0,491,103,21,17,3.5,0,0,472,96.1,451,91.9,0,0,142,28.9,2,0.4,279,56.8,21,4.3,0,0,0,0
"071806",0,.,0,.,0,.,0,.,0,.,463,25,5.4,13,2.8,0,0,399,86.2,418,90.3,0,0,25,5.4,4,0.9,51,11,28,6,0,.,0,.
"071807",0,.,0,.,0,.,0,.,0,.,93,74,79.6,0,0,0,.,90,96.8,93,100,0,0,74,79.6,0,0,74,79.6,0,0,0,.,0,.
"071901",463,100,5,1.1,438,94.6,1,0.2,0,0,10486,3440,32.8,93,0.9,115,1,8879,84.7,10014,95.5,13,0.1,3955,37.7,11,0.1,6474,61.7,355,3.4,40,8.6,19,4.1
"071902",3251,100,142,4.4,2459,75.6,4,0.1,59,1.8,61839,13284,21.5,2956,4.8,1942,2.8,42149,68.2,50292,81.3,190,0.3,17948,29,876,1.4,37692,61,7525,12.2,229,7,587,18.1
"071903",106,100,0,0,105,99.1,0,0,0,0,2510,725,28.9,2,0.1,15,0.5,2357,93.9,2472,98.5,0,0,955,38,1,0,1604,63.9,35,1.4,8,7.5,1,0.9
"071904",170,100,0,0,169,99.4,0,0,0,0,3762,1580,42,7,0.2,105,2.6,3635,96.6,3739,99.4,1,0,1824,48.5,0,0,2631,69.9,15,0.4,14,8.2,1,0.6
"071905",2652,100,76,2.9,2337,88.1,10,0.4,11,0.4,44770,9916,22.1,972,2.2,489,1,36119,80.7,40960,91.5,189,0.4,10836,24.2,134,0.3,25670,57.3,2515,5.6,290,10.9,218,8.2
"071906",33,100,0,0,33,100,0,0,0,0,777,162,20.8,6,0.8,0,0,777,100,751,96.7,0,0,203,26.1,0,0,299,38.5,20,2.6,4,12.1,0,0
"071907",211,100,2,0.9,191,90.5,1,0.5,0,0,5617,1820,32.4,36,0.6,68,1.1,4384,78,5295,94.3,4,0.1,1895,33.7,22,0.4,3643,64.9,260,4.6,25,11.8,17,8.1
"071908",46,100,2,4.3,43,93.5,0,0,1,2.2,1248,286,22.9,4,0.3,25,1.9,1198,96,1241,99.4,0,0,504,40.4,0,0,778,62.3,3,0.2,2,4.3,0,0
"071909",1865,100,38,2,1706,91.5,3,0.2,10,0.5,38696,8348,21.6,694,1.8,603,1.4,28192,72.9,36015,93.1,137,0.4,9893,25.6,204,0.5,22082,57.1,1646,4.3,170,9.1,108,5.8
"072801",15,100,0,0,2,13.3,0,0,0,0,163,0,0,1,0.6,0,0,76,46.6,39,23.9,1,0.6,0,0,0,0,134,82.2,122,74.8,1,6.7,13,86.7
"072802",21,100,0,0,5,23.8,2,9.5,0,0,85,0,0,0,0,0,0,50,58.8,32,37.6,0,0,0,0,0,0,82,96.5,53,62.4,1,4.8,14,66.7
"072901",0,.,0,.,0,.,0,.,0,.,55,9,16.4,0,0,0,0,36,65.5,31,56.4,2,3.6,9,16.4,0,0,23,41.8,22,40,0,.,0,.
"072902",72,100,0,0,27,37.5,0,0,0,0,1308,255,19.5,6,0.5,10,0.7,871,66.6,660,50.5,2,0.2,263,20.1,1,0.1,764,58.4,639,48.9,10,13.9,45,62.5
"072903",216,100,1,0.5,37,17.1,0,0,2,0.9,3520,210,6,58,1.6,56,1.5,1453,41.3,831,23.6,26,0.7,224,6.4,37,1.1,1266,36,2568,73,13,6,176,81.5
"072904",0,.,0,.,0,.,0,.,0,.,90,2,2.2,1,1.1,0,0,14,15.6,9,10,1,1.1,2,2.2,0,0,22,24.4,79,87.8,0,.,0,.
"072908",16,100,0,0,2,12.5,0,0,0,0,192,11,5.7,0,0,5,2.3,88,45.8,49,25.5,0,0,11,5.7,0,0,83,43.2,143,74.5,1,6.3,14,87.5
"072909",16,100,0,0,8,50,1,6.3,0,0,204,38,18.6,2,1,2,0.8,110,53.9,94,46.1,0,0,42,20.6,0,0,77,37.7,108,52.9,1,6.3,7,43.8
"072910",0,.,0,.,0,.,0,.,0,.,100,0,0,1,1,0,0,42,42,4,4,1,1,0,0,1,1,29,29,93,93,0,.,0,.
"073901",29,100,9,31,13,44.8,0,0,0,0,427,72,16.9,101,23.7,3,0.6,359,84.1,199,46.6,0,0,72,16.9,0,0,423,99.1,127,29.7,8,27.6,7,24.1
"073903",67,100,44,65.7,8,11.9,0,0,0,0,1170,114,9.7,715,61.1,101,7.4,978,83.6,311,26.6,1,0.1,120,10.3,3,0.3,570,48.7,140,12,18,26.9,15,22.4
"073904",0,.,0,.,0,.,0,.,0,.,134,2,1.5,0,0,0,0,31,23.1,26,19.4,0,0,2,1.5,0,0,27,20.1,108,80.6,0,.,0,.
"073905",85,100,14,16.5,15,17.6,0,0,1,1.2,785,24,3.1,133,16.9,21,2.2,418,53.2,224,28.5,7,0.9,25,3.2,0,0,457,58.2,421,53.6,15,17.6,55,64.7
"074903",132,100,13,9.8,12,9.1,1,0.8,1,0.8,2049,131,6.4,136,6.6,47,2.1,1125,54.9,292,14.3,26,1.3,132,6.4,10,0.5,768,37.5,1585,77.4,20,15.2,105,79.5
"074904",23,100,0,0,0,0,0,0,0,0,294,2,0.7,9,3.1,0,0,112,38.1,10,3.4,2,0.7,2,0.7,0,0,97,33,273,92.9,6,26.1,23,100
"074905",20,100,0,0,0,0,2,10,0,0,264,8,3,1,0.4,7,2.5,104,39.4,22,8.3,4,1.5,8,3,5,1.9,41,15.5,232,87.9,3,15,18,90
"074907",54,100,6,11.1,0,0,0,0,0,0,641,41,6.4,99,15.4,3,0.4,336,52.4,72,11.2,4,0.6,40,6.2,1,0.2,226,35.3,465,72.5,9,16.7,48,88.9
"074909",61,100,1,1.6,2,3.3,0,0,0,0,889,25,2.8,65,7.3,0,0,423,47.6,98,11,10,1.1,27,3,0,0,284,31.9,716,80.5,12,19.7,58,95.1
"074911",26,100,0,0,0,0,0,0,0,0,294,0,0,6,2,0,0,110,37.4,6,2,6,2,0,0,1,0.3,90,30.6,275,93.5,9,34.6,26,100
"074912",42,100,1,2.4,4,9.5,0,0,0,0,554,10,1.8,13,2.3,2,0.3,208,37.5,65,11.7,7,1.3,10,1.8,1,0.2,99,17.9,468,84.5,8,19,37,88.1
"074917",31,100,0,0,1,3.2,2,6.5,0,0,439,9,2.1,3,0.7,0,0,194,44.2,28,6.4,6,1.4,9,2.1,4,0.9,96,21.9,398,90.7,1,3.2,28,90.3
"075901",33,100,1,3,13,39.4,0,0,0,0,566,88,15.5,18,3.2,4,0.6,289,51.1,291,51.4,0,0,88,15.5,2,0.4,184,32.5,255,45.1,2,6.1,19,57.6
"075902",138,100,11,8,19,13.8,0,0,0,0,1904,179,9.4,221,11.6,42,2,899,47.2,547,28.7,12,0.6,188,9.9,10,0.5,713,37.4,1114,58.5,19,13.8,108,78.3
"075903",66,100,12,18.2,13,19.7,0,0,0,0,735,59,8,146,19.9,10,1.2,351,47.8,188,25.6,3,0.4,60,8.2,2,0.3,306,41.6,396,53.9,7,10.6,41,62.1
"075906",14,100,0,0,0,0,0,0,0,0,205,1,0.5,5,2.4,0,0,40,19.5,2,1,0,0,1,0.5,0,0,57,27.8,198,96.6,1,7.1,14,100
"075908",14,100,0,0,2,14.3,0,0,0,0,217,6,2.8,12,5.5,0,0,64,29.5,31,14.3,0,0,6,2.8,0,0,41,18.9,174,80.2,3,21.4,12,85.7
"076903",17,100,3,17.6,5,29.4,0,0,0,0,278,0,0,4,1.4,0,0,156,56.1,71,25.5,1,0.4,0,0,0,0,97,34.9,202,72.7,0,0,9,52.9
"076904",21,100,4,19,6,28.6,0,0,0,0,378,7,1.9,36,9.5,4,1,212,56.1,156,41.3,3,0.8,8,2.1,4,1.1,135,35.7,179,47.4,1,4.8,11,52.4
"077901",60,100,3,5,39,65,0,0,0,0,911,93,10.2,40,4.4,31,2.8,605,66.4,643,70.6,0,0,102,11.2,1,0.1,409,44.9,227,24.9,6,10,18,30
"077902",37,100,0,0,16,43.2,0,0,0,0,600,22,3.7,19,3.2,4,0.6,384,64,411,68.5,0,0,22,3.7,0,0,250,41.7,170,28.3,4,10.8,21,56.8
"078901",21,100,1,4.8,5,23.8,0,0,0,0,251,6,2.4,14,5.6,1,0.4,179,71.3,49,19.5,0,0,6,2.4,1,0.4,44,17.5,187,74.5,5,23.8,15,71.4
"079901",1039,100,149,14.3,421,40.5,1,0.1,44,4.2,21794,2646,12.1,4086,18.7,388,1.7,9383,43.1,9814,45,50,0.2,2651,12.2,989,4.5,10141,46.5,6855,31.5,82,7.9,424,40.8
"079906",146,100,8,5.5,31,21.2,0,0,0,0,2594,162,6.2,111,4.3,64,2.3,698,26.9,948,36.5,5,0.2,166,6.4,19,0.7,1032,39.8,1511,58.2,24,16.4,107,73.3
"079907",4456,100,1379,30.9,653,14.7,7,0.2,1018,22.8,67780,7742,11.4,21584,31.8,1591,2.2,20741,30.6,15601,23,113,0.2,8409,12.4,13981,20.6,28125,41.5,16501,24.3,803,18,1399,31.4
"079908",0,.,0,.,0,.,0,.,0,.,98,13,13.3,50,51,0,0,85,86.7,46,46.9,0,0,14,14.3,0,0,91,92.9,2,2,0,.,0,.
"079910",179,100,45,25.1,56,31.3,1,0.6,48,26.8,2908,418,14.4,1054,36.2,82,2.5,1546,53.2,1133,39,7,0.2,441,15.2,426,14.6,1469,50.5,288,9.9,15,8.4,29,16.2
"080901",110,100,4,3.6,15,13.6,1,0.9,1,0.9,1522,118,7.8,113,7.4,24,1.4,678,44.5,291,19.1,13,0.9,127,8.3,14,0.9,569,37.4,1091,71.7,15,13.6,89,80.9
"081902",121,100,32,26.4,11,9.1,0,0,2,1.7,1817,117,6.4,376,20.7,45,2.2,830,45.7,276,15.2,15,0.8,118,6.5,19,1,752,41.4,1131,62.2,17,14,76,62.8
"081904",75,100,16,21.3,5,6.7,1,1.3,0,0,1203,75,6.2,204,17,36,2.7,474,39.4,231,19.2,2,0.2,77,6.4,8,0.7,417,34.7,758,63,18,24,53,70.7
