CAMPUS,CPETECOP,CPETECOC,CPETBILC,CPETALLC,CPETINDC,CPETPACC,CPETBLAC,CPETHISC,CPETWHIC,CPETWHIP,CPETBLAP,CPETHISP,CPETINDP,CPETPACP,CPETBILP
108903102,86.3,427,216,495,1,0,0,492,2,0.4,0,99.4,0.2,0,43.6
108903103,93.4,618,562,662,1,0,0,657,4,0.6,0,99.2,0.2,0,84.9
108903104,92.5,579,345,626,0,0,1,615,10,1.6,0.2,98.2,0,0,55.1
108903105,89.8,598,404,666,0,0,1,662,3,0.5,0.2,99.4,0,0,60.7
108904001,76.2,1848,830,2425,0,3,6,2296,120,4.9,0.2,94.7,0,0.1,34.2
108904002,2.3,1,0,43,0,0,0,41,2,4.7,0,95.3,0,0,0
108904003,79.3,1915,705,2414,1,5,1,2274,133,5.5,0,94.2,0,0.2,29.2
108904040,0,0,0,14,0,0,0,14,0,0,0,100,0,0,0
108904042,83.3,1104,429,1325,1,2,1,1248,73,5.5,0.1,94.2,0.1,0.2,32.4
108904043,86.1,1148,395,1334,1,2,1,1262,68,5.1,0.1,94.6,0.1,0.1,29.6
108904044,81.3,1136,392,1397,0,1,2,1318,76,5.4,0.1,94.3,0,0.1,28.1
108904101,95.4,516,256,541,0,0,0,537,4,0.7,0,99.3,0,0,47.3
108904102,87.8,244,98,278,1,0,0,242,35,12.6,0,87.1,0.4,0,35.3
108904103,98.9,275,212,278,0,0,1,271,6,2.2,0.4,97.5,0,0,76.3
108904105,89.7,494,225,551,1,0,1,536,13,2.4,0.2,97.3,0.2,0,40.8
108904106,92.8,684,341,737,0,0,2,714,21,2.8,0.3,96.9,0,0,46.3
108904107,82.3,511,230,621,0,0,0,603,18,2.9,0,97.1,0,0,37
108904108,95.9,557,298,581,3,0,1,569,8,1.4,0.2,97.9,0.5,0,51.3
108904110,97.6,743,446,761,1,0,1,738,21,2.8,0.1,97,0.1,0,58.6
108904111,95.9,510,252,532,1,0,0,523,8,1.5,0,98.3,0.2,0,47.4
108904112,64.1,355,135,554,0,1,1,490,62,11.2,0.2,88.4,0,0.2,24.4
108904113,94,562,237,598,0,2,3,589,4,0.7,0.5,98.5,0,0.3,39.6
108904114,64.2,465,145,724,0,6,3,621,94,13,0.4,85.8,0,0.8,20
108904115,98.8,802,535,812,1,0,0,809,2,0.2,0,99.6,0.1,0,65.9
108904116,95.9,603,336,629,3,0,0,615,11,1.7,0,97.8,0.5,0,53.4
108904117,69.5,478,156,688,2,15,2,615,54,7.8,0.3,89.4,0.3,2.2,22.7
108904118,96.6,843,442,873,0,0,1,859,13,1.5,0.1,98.4,0,0,50.6
108905001,92.3,636,355,689,0,0,0,680,9,1.3,0,98.7,0,0,51.5
108905041,94.4,535,149,567,0,0,0,564,3,0.5,0,99.5,0,0,26.3
108905101,84.8,536,477,632,0,0,0,631,1,0.2,0,99.8,0,0,75.5
108905102,93.4,638,586,683,0,0,0,679,4,0.6,0,99.4,0,0,85.8
108906001,51.7,940,413,1818,4,8,10,1536,260,14.3,0.6,84.5,0.2,0.4,22.7
108906002,48.5,1056,365,2176,1,32,6,1793,344,15.8,0.3,82.4,0,1.5,16.8
108906005,78,46,23,59,0,0,0,58,1,1.7,0,98.3,0,0,39
108906006,60.9,1356,443,2225,0,16,12,2076,121,5.4,0.5,93.3,0,0.7,19.9
108906007,46.1,94,32,204,0,2,0,179,23,11.3,0,87.7,0,1,15.7
108906008,35.9,56,0,156,0,1,3,144,8,5.1,1.9,92.3,0,0.6,0
108906041,72.6,586,244,807,1,3,0,744,59,7.3,0,92.2,0.1,0.4,30.2
108906042,82.2,580,261,706,0,9,2,665,30,4.2,0.3,94.2,0,1.3,37
108906043,80.3,658,217,819,0,4,2,776,37,4.5,0.2,94.7,0,0.5,26.5
108906044,94.8,815,274,860,0,7,0,849,4,0.5,0,98.7,0,0.8,31.9
108906045,14.7,140,46,950,1,34,12,530,373,39.3,1.3,55.8,0.1,3.6,4.8
108906046,33.6,271,87,807,0,17,5,647,138,17.1,0.6,80.2,0,2.1,10.8
108906101,89.2,536,366,601,0,1,0,592,8,1.3,0,98.5,0,0.2,60.9
108906103,97.7,340,204,348,0,0,0,347,1,0.3,0,99.7,0,0,58.6
108906105,72.9,329,169,451,0,1,0,416,34,7.5,0,92.2,0,0.2,37.5
108906106,88.7,438,339,494,0,0,0,492,2,0.4,0,99.6,0,0,68.6
108906107,69.7,520,343,746,1,7,4,673,61,8.2,0.5,90.2,0.1,0.9,46
108906108,94.9,316,226,333,0,0,0,328,5,1.5,0,98.5,0,0,67.9
108906110,91.4,338,233,370,0,0,0,368,2,0.5,0,99.5,0,0,63
108906111,39.7,298,125,751,0,29,6,493,223,29.7,0.8,65.6,0,3.9,16.6
108906112,81.8,382,263,467,2,0,0,452,13,2.8,0,96.8,0.4,0,56.3
108906113,83.8,284,210,339,0,5,0,333,1,0.3,0,98.2,0,1.5,61.9
108906114,62,206,158,332,0,14,3,281,34,10.2,0.9,84.6,0,4.2,47.6
108906115,63,17,0,27,0,0,0,24,3,11.1,0,88.9,0,0,0
108906116,82.3,581,325,706,0,4,1,690,11,1.6,0.1,97.7,0,0.6,46
108906119,84.6,463,342,547,0,10,2,529,6,1.1,0.4,96.7,0,1.8,62.5
108906120,29.3,199,116,680,0,33,4,476,167,24.6,0.6,70,0,4.9,17.1
108906121,93,855,569,919,0,0,0,912,7,0.8,0,99.2,0,0,61.9
108906122,35.4,280,141,790,1,25,1,611,152,19.2,0.1,77.3,0.1,3.2,17.8
108906123,49.8,382,135,767,0,31,7,577,152,19.8,0.9,75.2,0,4,17.6
108906124,16.7,96,62,575,0,8,4,342,221,38.4,0.7,59.5,0,1.4,10.8
108907001,78.5,1024,74,1305,0,1,4,1283,17,1.3,0.3,98.3,0,0.1,5.7
108907002,87.2,41,0,47,0,0,0,47,0,0,0,100,0,0,0
108907041,89.1,737,97,827,0,0,1,810,16,1.9,0.1,97.9,0,0,11.7
108907101,90.7,762,509,840,0,0,0,829,11,1.3,0,98.7,0,0,60.6
108907102,87.9,342,123,389,0,0,0,379,10,2.6,0,97.4,0,0,31.6
108907103,91.7,666,310,726,0,0,0,715,11,1.5,0,98.5,0,0,42.7
108907104,94.1,576,377,612,0,0,1,608,3,0.5,0.2,99.3,0,0,61.6
108907105,88,314,85,357,0,0,1,342,14,3.9,0.3,95.8,0,0,23.8
108908001,81.2,1831,123,2255,1,5,4,2133,112,5,0.2,94.6,0,0.2,5.5
108908002,83.9,683,67,814,0,0,4,770,40,4.9,0.5,94.6,0,0,8.2
108908041,82.1,693,80,844,1,2,1,785,55,6.5,0.1,93,0.1,0.2,9.5
108908042,86.2,839,108,973,0,0,0,951,22,2.3,0,97.7,0,0,11.1
108908101,67.3,421,128,626,0,3,2,542,79,12.6,0.3,86.6,0,0.5,20.4
108908102,95.3,565,247,593,0,0,0,588,5,0.8,0,99.2,0,0,41.7
108908104,81.9,474,166,579,0,1,0,557,21,3.6,0,96.2,0,0.2,28.7
108908105,90.1,490,176,544,0,0,0,540,4,0.7,0,99.3,0,0,32.4
108908107,96.1,711,418,740,0,0,1,739,0,0,0.1,99.9,0,0,56.5
108908108,96.3,761,416,790,0,0,0,789,1,0.1,0,99.9,0,0,52.7
108908109,94.6,592,256,626,0,1,0,616,9,1.4,0,98.4,0,0.2,40.9
108908110,61,520,135,852,0,2,4,735,111,13,0.5,86.3,0,0.2,15.8
108908111,85.3,661,240,775,0,0,0,759,16,2.1,0,97.9,0,0,31
108908112,93.6,688,393,735,0,0,0,733,2,0.3,0,99.7,0,0,53.5
108909001,77.3,2152,777,2785,1,1,2,2723,58,2.1,0.1,97.8,0,0,27.9
108909003,80.1,2007,608,2505,0,1,0,2462,42,1.7,0,98.3,0,0,24.3
108909005,88.2,67,15,76,0,0,0,75,1,1.3,0,98.7,0,0,19.7
108909006,75,69,20,92,0,0,0,91,1,1.1,0,98.9,0,0,21.7
108909041,85,1283,444,1509,0,0,0,1492,17,1.1,0,98.9,0,0,29.4
108909042,87.1,759,260,871,0,0,1,843,27,3.1,0.1,96.8,0,0,29.9
108909043,89.6,881,274,983,1,2,2,956,22,2.2,0.2,97.3,0.1,0.2,27.9
108909044,81.3,858,355,1056,0,1,0,1040,15,1.4,0,98.5,0,0.1,33.6
108909101,84.1,387,193,460,0,0,2,428,30,6.5,0.4,93,0,0,42
108909102,93.9,397,251,423,0,0,0,420,3,0.7,0,99.3,0,0,59.3
108909103,92.5,272,158,294,0,0,0,292,2,0.7,0,99.3,0,0,53.7
108909104,93.3,360,227,386,0,0,4,378,4,1,1,97.9,0,0,58.8
108909105,87.3,349,148,400,0,0,1,398,1,0.3,0.3,99.5,0,0,37
108909106,95.4,542,295,568,2,0,0,563,3,0.5,0,99.1,0.4,0,51.9
108909107,86.2,368,223,427,0,0,1,420,6,1.4,0.2,98.4,0,0,52.2
108909108,91.4,596,297,652,0,0,2,642,8,1.2,0.3,98.5,0,0,45.6
108909109,94.1,335,162,356,0,0,0,351,5,1.4,0,98.6,0,0,45.5
108909110,92,515,308,560,0,0,0,549,11,2,0,98,0,0,55
108909111,93.1,363,186,390,0,0,1,379,10,2.6,0.3,97.2,0,0,47.7
108909112,77.7,292,104,376,0,0,0,365,11,2.9,0,97.1,0,0,27.7
108909113,88.5,464,274,524,0,2,2,504,16,3.1,0.4,96.2,0,0.4,52.3
108909114,92.6,387,247,418,0,0,0,416,2,0.5,0,99.5,0,0,59.1
108909115,83.2,459,177,552,0,0,1,542,9,1.6,0.2,98.2,0,0,32.1
108909116,90.6,435,232,480,0,0,3,465,12,2.5,0.6,96.9,0,0,48.3
108909117,80.1,545,319,680,0,3,0,664,13,1.9,0,97.6,0,0.4,46.9
108909118,89.3,532,278,596,0,0,1,592,3,0.5,0.2,99.3,0,0,46.6
108909119,85.4,591,385,692,0,1,0,676,15,2.2,0,97.7,0,0.1,55.6
108909120,95,609,336,641,0,0,2,639,0,0,0.3,99.7,0,0,52.4
108909121,90.9,497,252,547,0,0,0,538,9,1.6,0,98.4,0,0,46.1
108910001,99.3,414,192,417,0,0,0,416,1,0.2,0,99.8,0,0,46
108910002,100,50,33,50,0,0,0,49,1,2,0,98,0,0,66
108910041,95.9,419,255,437,0,0,0,436,1,0.2,0,99.8,0,0,58.4
108910101,95.3,366,248,384,1,0,0,381,2,0.5,0,99.2,0.3,0,64.6
108910102,100,500,388,500,3,0,0,496,1,0.2,0,99.2,0.6,0,77.6
108911001,39.9,501,80,1256,2,8,3,915,328,26.1,0.2,72.9,0.2,0.6,6.4
108911041,50.5,341,69,675,1,4,2,503,165,24.4,0.3,74.5,0.1,0.6,10.2
108911101,56.3,651,462,1157,0,3,0,991,163,14.1,0,85.7,0,0.3,39.9
108911102,50.9,307,81,603,0,4,0,449,150,24.9,0,74.5,0,0.7,13.4
108911103,53.8,323,131,600,0,4,0,456,140,23.3,0,76,0,0.7,21.8
108911200,0,0,0,6,0,0,1,5,0,0,16.7,83.3,0,0,0
108911201,0,0,0,1,0,0,0,1,0,0,0,100,0,0,0
108912001,87.6,2033,981,2321,0,0,0,2305,16,0.7,0,99.3,0,0,42.3
108912003,55.7,49,40,88,0,0,0,87,1,1.1,0,98.9,0,0,45.5
108912004,88.3,854,485,967,0,1,0,955,11,1.1,0,98.8,0,0.1,50.2
108912041,91.8,900,467,980,0,1,0,969,10,1,0,98.9,0,0.1,47.7
108912042,91.1,1041,615,1143,0,0,0,1134,9,0.8,0,99.2,0,0,53.8
108912044,95.5,779,481,816,0,3,0,812,1,0.1,0,99.5,0,0.4,58.9
108912102,84.6,659,428,779,0,0,0,768,11,1.4,0,98.6,0,0,54.9
108912104,94.3,783,560,830,0,1,0,826,3,0.4,0,99.5,0,0.1,67.5
108912105,90.2,757,663,839,0,0,0,836,3,0.4,0,99.6,0,0,79
108912106,91.5,880,778,962,0,0,0,956,6,0.6,0,99.4,0,0,80.9
108912107,91.5,1119,963,1223,0,0,0,1221,2,0.2,0,99.8,0,0,78.7
108912108,88.6,783,586,884,0,0,1,878,5,0.6,0.1,99.3,0,0,66.3
108912109,92,833,685,905,0,0,0,902,3,0.3,0,99.7,0,0,75.7
108912110,92.5,747,550,808,0,0,0,806,2,0.2,0,99.8,0,0,68.1
108913001,79.2,1731,225,2186,0,4,2,2072,108,4.9,0.1,94.8,0,0.2,10.3
108913003,74.7,68,1,91,0,0,0,88,3,3.3,0,96.7,0,0,1.1
108913004,85.6,774,254,904,0,0,1,875,28,3.1,0.1,96.8,0,0,28.1
108913042,90.6,789,81,871,0,0,1,851,19,2.2,0.1,97.7,0,0,9.3
108913043,83.4,880,279,1055,0,2,1,1006,46,4.4,0.1,95.4,0,0.2,26.4
108913101,98.5,605,385,614,2,0,0,607,5,0.8,0,98.9,0.3,0,62.7
108913102,81.2,436,146,537,1,3,1,505,27,5,0.2,94,0.2,0.6,27.2
108913103,84.2,654,226,777,0,0,0,743,34,4.4,0,95.6,0,0,29.1
108913104,95.8,339,193,354,0,0,3,349,2,0.6,0.8,98.6,0,0,54.5
108913106,94.1,540,246,574,0,0,1,567,6,1,0.2,98.8,0,0,42.9
108913109,88.9,1065,609,1198,0,3,2,1147,46,3.8,0.2,95.7,0,0.3,50.8
108913110,92.2,717,317,778,0,1,1,764,12,1.5,0.1,98.2,0,0.1,40.7
108913111,77.5,680,379,877,0,2,0,806,69,7.9,0,91.9,0,0.2,43.2
108913112,93.6,734,537,784,0,0,0,778,6,0.8,0,99.2,0,0,68.5
108913113,96.3,517,365,537,0,0,0,530,7,1.3,0,98.7,0,0,68
108913114,93.2,631,354,677,0,2,0,666,9,1.3,0,98.4,0,0.3,52.3
108914001,93.2,219,47,235,0,0,0,235,0,0,0,100,0,0,20
108914041,92.6,138,74,149,0,0,0,149,0,0,0,100,0,0,49.7
108914101,90.4,328,220,363,1,0,0,358,4,1.1,0,98.6,0.3,0,60.6
108915101,87.8,410,216,467,0,0,0,457,10,2.1,0,97.9,0,0,46.3
108916001,98,433,194,442,0,0,0,442,0,0,0,100,0,0,43.9
108916041,97.9,375,196,383,0,0,0,383,0,0,0,100,0,0,51.2
108916102,97,859,691,886,0,0,0,885,1,0.1,0,99.9,0,0,78
109901001,24.6,68,0,276,1,0,6,20,249,90.2,2.2,7.2,0.4,0,0
109902001,46.6,89,1,191,0,0,19,12,160,83.8,9.9,6.3,0,0,0.5
109903001,35,106,0,303,1,0,1,27,274,90.4,0.3,8.9,0.3,0,0
109904001,41.4,169,10,408,0,1,76,78,253,62,18.6,19.1,0,0.2,2.5
109904041,43.6,171,25,392,2,0,71,109,210,53.6,18.1,27.8,0.5,0,6.4
109904101,65.7,201,65,306,0,0,60,107,139,45.4,19.6,35,0,0,21.2
109904104,60.5,311,69,514,0,0,111,152,251,48.8,21.6,29.6,0,0,13.4
109904107,75,12,0,16,0,0,4,1,11,68.8,25,6.3,0,0,0
109905001,43,71,0,165,0,0,40,2,123,74.5,24.2,1.2,0,0,0
109905041,54.6,59,0,108,0,0,22,2,84,77.8,20.4,1.9,0,0,0
109905101,64.7,97,0,150,0,1,45,5,99,66,30,3.3,0,0.7,0
109905102,78.3,65,0,83,0,0,14,2,67,80.7,16.9,2.4,0,0,0
109907001,49.7,73,3,147,0,0,34,35,78,53.1,23.1,23.8,0,0,2
109907041,64.3,83,7,129,0,0,21,32,76,58.9,16.3,24.8,0,0,5.4
109907101,64,162,14,253,1,0,45,72,135,53.4,17.8,28.5,0.4,0,5.5
109908101,68.9,42,0,61,0,0,15,9,37,60.7,24.6,14.8,0,0,0
109910101,53.7,44,2,82,0,0,11,8,63,76.8,13.4,9.8,0,0,2.4
109911001,29.7,113,1,381,2,0,14,16,349,91.6,3.7,4.2,0.5,0,0.3
109911041,44.4,203,5,457,1,1,17,40,398,87.1,3.7,8.8,0.2,0.2,1.1
109911101,57.3,304,9,531,1,2,21,43,464,87.4,4,8.1,0.2,0.4,1.7
109912001,40.3,60,0,149,0,0,6,7,136,91.3,4,4.7,0,0,0
109913001,44.7,59,0,132,0,0,2,13,117,88.6,1.5,9.8,0,0,0
109913101,51.9,70,3,135,0,0,5,10,120,88.9,3.7,7.4,0,0,2.2
109914001,36,49,6,136,0,0,0,17,119,87.5,0,12.5,0,0,4.4
110901001,54.9,79,2,144,0,0,10,70,64,44.4,6.9,48.6,0,0,1.4
110901101,70.6,163,28,231,0,0,11,121,99,42.9,4.8,52.4,0,0,12.1
110902001,27.7,191,1,689,0,1,37,244,407,59.1,5.4,35.4,0,0.1,0.1
110902002,61.1,11,1,18,0,0,1,14,3,16.7,5.6,77.8,0,0,5.6
110902041,41.7,242,8,581,2,1,33,255,290,49.9,5.7,43.9,0.3,0.2,1.4
110902042,52.2,307,16,588,1,1,48,251,287,48.8,8.2,42.7,0.2,0.2,2.7
110902101,55.5,211,65,380,1,0,34,184,161,42.4,8.9,48.4,0.3,0,17.1
110902102,62.2,290,0,466,1,0,38,232,195,41.8,8.2,49.8,0.2,0,0
110902105,56.9,218,0,383,0,0,17,204,162,42.3,4.4,53.3,0,0,0
110902106,62.6,234,1,374,1,0,10,204,159,42.5,2.7,54.5,0.3,0,0.3
110902107,96.5,111,19,115,0,0,10,89,16,13.9,8.7,77.4,0,0,16.5
110902199,0,0,0,2,0,0,0,0,2,100,0,0,0,0,0
110905001,59,187,16,317,0,0,5,169,143,45.1,1.6,53.3,0,0,5
110905002,80.6,29,0,36,1,0,2,23,10,27.8,5.6,63.9,2.8,0,0
110906001,44.4,79,0,178,0,0,3,52,123,69.1,1.7,29.2,0,0,0
110906101,55.3,119,11,215,0,0,5,66,144,67,2.3,30.7,0,0,5.1
110907001,2.5,4,2,163,0,0,0,69,94,57.7,0,42.3,0,0,1.2
110907041,6.7,10,0,149,3,0,1,71,74,49.7,0.7,47.7,2,0,0
110907101,67.4,180,2,267,3,0,4,146,114,42.7,1.5,54.7,1.1,0,0.7
110908001,41.7,88,12,211,0,1,5,91,114,54,2.4,43.1,0,0.5,5.7
111901001,10.1,159,5,1571,8,7,9,92,1455,92.6,0.6,5.9,0.5,0.4,0.3
111901002,3.4,1,0,29,1,0,0,2,26,89.7,0,6.9,3.4,0,0
111901041,16.4,80,0,487,3,3,5,25,451,92.6,1,5.1,0.6,0.6,0
111901042,30.9,133,17,431,0,2,4,39,386,89.6,0.9,9,0,0.5,3.9
111901101,49.2,189,57,384,2,3,4,107,268,69.8,1,27.9,0.5,0.8,14.8
111901102,23.4,121,0,518,6,2,0,19,491,94.8,0,3.7,1.2,0.4,0
111901103,45.6,328,29,720,9,1,5,91,614,85.3,0.7,12.6,1.3,0.1,4
111901104,45.7,226,12,495,1,2,2,33,457,92.3,0.4,6.7,0.2,0.4,2.4
111901105,59.2,289,0,488,4,4,1,22,457,93.6,0.2,4.5,0.8,0.8,0
111901106,21.5,149,0,693,4,6,2,21,660,95.2,0.3,3,0.6,0.9,0
111902001,41.1,127,0,309,2,1,0,15,291,94.2,0,4.9,0.6,0.3,0
111903001,18.5,38,0,205,1,2,0,9,193,94.1,0,4.4,0.5,1,0
111903101,32.3,71,2,220,0,0,0,15,205,93.2,0,6.8,0,0,0.9
112901002,21.7,235,13,1081,0,9,178,45,849,78.5,16.5,4.2,0,0.8,1.2
112901041,30.4,272,9,895,2,4,127,47,715,79.9,14.2,5.3,0.2,0.4,1
112901101,69.6,188,2,270,0,0,55,28,187,69.3,20.4,10.4,0,0,0.7
112901103,53.3,147,0,276,0,0,44,7,225,81.5,15.9,2.5,0,0,0
112901104,47.2,125,1,265,0,1,37,17,210,79.2,14,6.4,0,0.4,0.4
112901105,38,164,16,432,0,2,45,29,356,82.4,10.4,6.7,0,0.5,3.7
112901106,42.3,166,65,392,0,0,39,77,276,70.4,9.9,19.6,0,0,16.6
112901107,36.9,110,1,298,0,3,38,17,240,80.5,12.8,5.7,0,1,0.3
112905001,24.3,27,1,111,1,1,0,4,105,94.6,0,3.6,0.9,0.9,0.9
112905101,37.8,54,10,143,0,2,1,15,125,87.4,0.7,10.5,0,1.4,7
112906001,37.5,69,0,184,0,3,4,1,176,95.7,2.2,0.5,0,1.6,0
112906101,59.2,116,0,196,0,1,8,7,180,91.8,4.1,3.6,0,0.5,0
112907001,24.4,52,3,213,1,0,0,15,197,92.5,0,7,0.5,0,1.4
112908001,40.8,282,67,692,4,1,37,129,521,75.3,5.3,18.6,0.6,0.1,9.7
112909001,67.5,158,13,234,0,0,2,15,217,92.7,0.9,6.4,0,0,5.6
112910001,36.7,83,5,226,0,1,2,24,199,88.1,0.9,10.6,0,0.4,2.2
113901002,50.2,263,4,524,0,3,298,18,205,39.1,56.9,3.4,0,0.6,0.8
113901041,65.9,224,9,340,1,0,186,31,122,35.9,54.7,9.1,0.3,0,2.6
113901102,79.2,505,42,638,0,0,392,53,193,30.3,61.4,8.3,0,0,6.6
113901104,66.8,197,14,295,1,1,169,22,102,34.6,57.3,7.5,0.3,0.3,4.7
113901105,84.7,116,14,137,0,0,105,16,16,11.7,76.6,11.7,0,0,10.2
113902002,25.8,65,0,252,0,2,62,0,188,74.6,24.6,0,0,0.8,0
113902041,40.6,76,1,187,0,1,52,2,132,70.6,27.8,1.1,0,0.5,0.5
113902102,65,227,5,349,0,1,125,6,217,62.2,35.8,1.7,0,0.3,1.4
113903002,19.8,33,0,167,0,0,25,4,138,82.6,15,2.4,0,0,0
113903102,33.9,116,0,342,1,1,43,13,284,83,12.6,3.8,0.3,0.3,0
113905001,23.6,50,0,212,0,1,9,10,192,90.6,4.2,4.7,0,0.5,0
113905101,33.9,83,9,245,0,1,3,19,222,90.6,1.2,7.8,0,0.4,3.7
113906001,54.3,100,0,184,0,1,61,1,121,65.8,33.2,0.5,0,0.5,0
113906101,70.1,155,0,221,0,0,71,0,150,67.9,32.1,0,0,0,0
114901001,27.8,307,7,1106,4,5,56,428,613,55.4,5.1,38.7,0.4,0.5,0.6
114901002,0,0,0,19,0,0,0,10,9,47.4,0,52.6,0,0,0
114901041,53.9,417,5,774,0,7,51,357,359,46.4,6.6,46.1,0,0.9,0.6
114901042,40.7,137,0,337,2,0,17,151,167,49.6,5,44.8,0.6,0,0
114901101,60.2,200,11,332,0,2,20,167,143,43.1,6,50.3,0,0.6,3.3
114901102,51.9,149,0,287,0,7,26,154,100,34.8,9.1,53.7,0,2.4,0
114901106,80.8,269,45,333,0,0,9,224,100,30,2.7,67.3,0,0,13.5
114901108,11,17,0,155,0,0,6,9,140,90.3,3.9,5.8,0,0,0
114901110,67.3,304,0,452,1,0,36,246,169,37.4,8,54.4,0.2,0,0
114901111,60.1,167,0,278,0,0,19,122,137,49.3,6.8,43.9,0,0,0
114901113,73,287,0,393,0,0,25,188,180,45.8,6.4,47.8,0,0,0
114901114,0,0,0,14,0,0,1,1,12,85.7,7.1,7.1,0,0,0
114902001,18.5,47,1,254,3,0,0,51,200,78.7,0,20.1,1.2,0,0.4
114902041,31.1,55,2,177,0,0,0,37,140,79.1,0,20.9,0,0,1.1
114902101,42.5,231,22,544,1,1,1,118,423,77.8,0.2,21.7,0.2,0.2,4
114904001,15.1,53,0,350,0,0,1,38,311,88.9,0.3,10.9,0,0,0
114904101,25.1,84,7,335,0,0,0,41,294,87.8,0,12.2,0,0,2.1
115901001,85.9,391,239,455,0,0,3,424,28,6.2,0.7,93.2,0,0,52.5
115901002,66.7,10,2,15,0,0,0,15,0,0,0,100,0,0,13.3
115902001,68.1,98,4,144,0,0,0,90,54,37.5,0,62.5,0,0,2.8
115903001,72,152,64,211,3,0,0,135,73,34.6,0,64,1.4,0,30.3
116901001,15.2,37,0,243,0,0,12,4,227,93.4,4.9,1.6,0,0,0
116901041,24.6,44,0,179,0,0,12,3,164,91.6,6.7,1.7,0,0,0
116901101,38.4,149,3,388,3,0,15,12,358,92.3,3.9,3.1,0.8,0,0.8
116902001,9,12,0,133,0,1,5,3,124,93.2,3.8,2.3,0,0.8,0
116902041,22.9,27,0,118,0,0,4,3,111,94.1,3.4,2.5,0,0,0
116902101,37.1,72,2,194,2,0,2,4,186,95.9,1,2.1,1,0,1
116903001,33.6,143,4,425,2,5,85,16,317,74.6,20,3.8,0.5,1.2,0.9
116903043,44.4,115,5,259,2,3,64,12,178,68.7,24.7,4.6,0.8,1.2,1.9
116903101,60.5,363,24,600,0,18,167,33,382,63.7,27.8,5.5,0,3,4
116903104,50.6,201,6,397,1,6,80,12,298,75.1,20.2,3,0.3,1.5,1.5
116905001,20.9,27,0,129,0,2,24,9,94,72.9,18.6,7,0,1.6,0
116905002,27.7,351,28,1267,1,14,331,117,804,63.5,26.1,9.2,0.1,1.1,2.2
116905041,43.1,362,25,840,0,4,236,88,512,61,28.1,10.5,0,0.5,3
116905102,32.5,164,10,505,0,3,45,29,428,84.8,8.9,5.7,0,0.6,2
116905103,68.3,239,47,350,0,1,76,83,190,54.3,21.7,23.7,0,0.3,13.4
116905104,78.4,272,50,347,0,2,112,78,155,44.7,32.3,22.5,0,0.6,14.4
116905105,90.4,283,58,313,0,0,188,79,46,14.7,60.1,25.2,0,0,18.5
116905106,43.5,131,13,301,3,4,59,26,209,69.4,19.6,8.6,1,1.3,4.3
116905107,54.6,278,24,509,3,5,140,41,320,62.9,27.5,8.1,0.6,1,4.7
116905108,49.4,401,30,811,0,6,200,94,511,63,24.7,11.6,0,0.7,3.7
116906001,22.2,44,1,198,3,0,5,7,183,92.4,2.5,3.5,1.5,0,0.5
116906041,34.4,52,2,151,0,1,5,13,132,87.4,3.3,8.6,0,0.7,1.3
116906101,30.5,90,2,295,4,0,2,8,281,95.3,0.7,2.7,1.4,0,0.7
116908001,24.7,174,14,704,2,1,2,40,659,93.6,0.3,5.7,0.3,0.1,2
116908041,35.5,230,6,648,2,2,2,44,598,92.3,0.3,6.8,0.3,0.3,0.9
116908101,53.2,227,3,427,2,0,3,25,397,93,0.7,5.9,0.5,0,0.7
116908102,56.8,357,8,629,7,0,1,37,584,92.8,0.2,5.9,1.1,0,1.3
116908103,63.5,153,5,241,3,0,0,11,227,94.2,0,4.6,1.2,0,2.1
116909001,24.9,42,0,169,2,0,22,3,142,84,13,1.8,1.2,0,0
116909041,30.3,33,0,109,1,0,7,4,97,89,6.4,3.7,0.9,0,0
116909101,45.2,135,0,299,2,0,23,9,265,88.6,7.7,3,0.7,0,0
116910001,13.9,23,0,166,0,0,1,9,156,94,0.6,5.4,0,0,0
116910101,22.6,37,0,164,0,1,1,3,159,97,0.6,1.8,0,0.6,0
116915001,24.5,49,0,200,0,0,0,9,191,95.5,0,4.5,0,0,0
116915101,29.6,69,7,233,0,3,0,12,218,93.6,0,5.2,0,1.3,3
116916001,45.1,83,0,184,0,0,2,4,178,96.7,1.1,2.2,0,0,0
116916101,65.7,134,4,204,2,2,3,16,181,88.7,1.5,7.8,1,1,2
117901001,13.2,130,10,984,6,4,46,173,755,76.7,4.7,17.6,0.6,0.4,1
117901002,45.2,14,0,31,0,0,0,2,29,93.5,0,6.5,0,0,0
117901041,29.4,313,19,1063,2,6,41,212,802,75.4,3.9,19.9,0.2,0.6,1.8
117901104,69.2,229,92,331,1,0,18,185,127,38.4,5.4,55.9,0.3,0,27.8
117901105,44.9,201,19,448,4,0,25,113,306,68.3,5.6,25.2,0.9,0,4.2
117901106,4.3,20,0,461,1,0,10,59,391,84.8,2.2,12.8,0.2,0,0
117903001,13.6,56,0,412,1,2,2,13,394,95.6,0.5,3.2,0.2,0.5,0
117903002,23.5,4,0,17,0,0,0,3,14,82.4,0,17.6,0,0,0
117903041,25.6,85,0,332,5,1,4,14,308,92.8,1.2,4.2,1.5,0.3,0
117903101,33.1,169,0,511,2,1,2,22,484,94.7,0.4,4.3,0.4,0.2,0
117904001,23.9,65,0,272,4,1,1,26,240,88.2,0.4,9.6,1.5,0.4,0
117904002,0,0,0,7,0,0,0,1,6,85.7,0,14.3,0,0,0
