CAMPUS,CPETECOP,CPETECOC,CPETBILC,CPETALLC,CPETINDC,CPETPACC,CPETBLAC,CPETHISC,CPETWHIC,CPETWHIP,CPETBLAP,CPETHISP,CPETINDP,CPETPACP,CPETBILP
57916004,2.3,35,10,1490,2,139,41,51,1257,84.4,2.8,3.4,0.1,9.3,0.7
57916005,6.1,123,68,2014,2,347,175,113,1377,68.4,8.7,5.6,0.1,17.2,3.4
57916006,31.4,11,0,35,0,0,11,2,22,62.9,31.4,5.7,0,0,0
57916042,26.2,300,45,1145,9,23,302,148,663,57.9,26.4,12.9,0.8,2,3.9
57916043,25.4,195,28,767,1,72,214,73,407,53.1,27.9,9.5,0.1,9.4,3.7
57916044,45.1,383,150,850,4,76,157,219,394,46.4,18.5,25.8,0.5,8.9,17.6
57916045,7.4,51,3,685,2,34,17,29,603,88,2.5,4.2,0.3,5,0.4
57916047,22.7,257,27,1134,3,64,390,85,592,52.2,34.4,7.5,0.3,5.6,2.4
57916048,26.5,237,115,896,2,46,138,178,532,59.4,15.4,19.9,0.2,5.1,12.8
57916049,14.6,131,57,895,1,198,108,73,515,57.5,12.1,8.2,0.1,22.1,6.4
57916050,5.3,51,9,971,2,106,59,40,764,78.7,6.1,4.1,0.2,10.9,0.9
57916051,1.6,9,10,570,1,50,9,18,492,86.3,1.6,3.2,0.2,8.8,1.8
57916101,11.7,33,8,282,1,11,17,25,228,80.9,6,8.9,0.4,3.9,2.8
57916102,2.3,6,1,265,0,4,2,4,255,96.2,0.8,1.5,0,1.5,0.4
57916103,50.6,166,90,328,2,34,82,72,138,42.1,25,22,0.6,10.4,27.4
57916104,19.8,68,9,344,0,19,22,22,281,81.7,6.4,6.4,0,5.5,2.6
57916105,33,221,62,669,0,15,295,67,292,43.6,44.1,10,0,2.2,9.3
57916106,23.4,112,89,479,2,55,51,72,299,62.4,10.6,15,0.4,11.5,18.6
57916107,51.3,343,167,669,3,24,165,163,314,46.9,24.7,24.4,0.4,3.6,25
57916108,9.1,32,25,351,1,35,11,17,287,81.8,3.1,4.8,0.3,10,7.1
57916109,18.9,78,28,412,3,26,49,28,306,74.3,11.9,6.8,0.7,6.3,6.8
57916110,39.5,198,125,501,1,27,87,119,267,53.3,17.4,23.8,0.2,5.4,25
57916111,34.5,177,59,513,2,20,108,52,331,64.5,21.1,10.1,0.4,3.9,11.5
57916112,32.4,194,91,598,2,98,108,83,307,51.3,18.1,13.9,0.3,16.4,15.2
57916113,48.9,216,124,442,2,27,61,140,212,48,13.8,31.7,0.5,6.1,28.1
57916114,48.1,213,48,443,3,42,284,48,66,14.9,64.1,10.8,0.7,9.5,10.8
57916115,56,243,77,434,4,52,114,100,164,37.8,26.3,23,0.9,12,17.7
57916116,35.1,229,7,653,1,7,248,43,354,54.2,38,6.6,0.2,1.1,1.1
57916117,33.8,219,28,648,5,7,187,57,392,60.5,28.9,8.8,0.8,1.1,4.3
57916118,15.7,46,26,293,1,26,25,24,217,74.1,8.5,8.2,0.3,8.9,8.9
57916119,83.3,620,637,744,1,13,85,563,82,11,11.4,75.7,0.1,1.7,85.6
57916120,43.8,322,216,735,1,306,143,54,231,31.4,19.5,7.3,0.1,41.6,29.4
57916121,59.3,313,90,528,3,16,280,113,116,22,53,21.4,0.6,3,17
57916122,5.7,23,27,403,0,30,12,10,351,87.1,3,2.5,0,7.4,6.7
57916123,2.2,6,1,270,0,6,4,7,253,93.7,1.5,2.6,0,2.2,0.4
57916124,14,56,35,399,1,84,36,18,260,65.2,9,4.5,0.3,21.1,8.8
57916125,8.5,34,26,401,2,48,17,29,305,76.1,4.2,7.2,0.5,12,6.5
57916126,54.6,256,34,469,0,23,264,42,140,29.9,56.3,9,0,4.9,7.2
57916127,4.7,22,19,468,2,58,17,21,370,79.1,3.6,4.5,0.4,12.4,4.1
57916128,1.4,9,16,633,2,64,8,4,555,87.7,1.3,0.6,0.3,10.1,2.5
57916129,16.3,84,62,516,1,66,66,33,350,67.8,12.8,6.4,0.2,12.8,12
57916130,33.7,188,42,558,4,54,198,37,265,47.5,35.5,6.6,0.7,9.7,7.5
57916131,2.8,20,25,722,6,82,43,38,553,76.6,6,5.3,0.8,11.4,3.5
57916132,20.8,118,36,567,4,12,79,57,415,73.2,13.9,10.1,0.7,2.1,6.3
57916133,9.5,53,12,555,1,46,51,39,418,75.3,9.2,7,0.2,8.3,2.2
57916134,16.8,86,23,513,2,13,95,21,382,74.5,18.5,4.1,0.4,2.5,4.5
57916135,41.7,238,61,571,0,56,287,46,182,31.9,50.3,8.1,0,9.8,10.7
57916137,94.4,824,591,873,0,22,155,601,95,10.9,17.8,68.8,0,2.5,67.7
57916141,38.7,179,41,463,3,55,155,35,215,46.4,33.5,7.6,0.6,11.9,8.9
57916142,34.7,194,53,559,4,57,144,47,307,54.9,25.8,8.4,0.7,10.2,9.5
57919101,6.5,24,2,367,3,0,1,14,349,95.1,0.3,3.8,0.8,0,0.5
57920002,43.5,432,4,994,4,2,863,78,47,4.7,86.8,7.8,0.4,0.2,0.4
57920042,54.3,239,14,440,0,1,373,48,18,4.1,84.8,10.9,0,0.2,3.2
57920101,85.3,256,0,300,1,0,289,6,4,1.3,96.3,2,0.3,0,0
57920102,69,281,0,407,0,0,393,8,6,1.5,96.6,2,0,0,0
57920103,68.7,309,111,450,4,1,261,135,49,10.9,58,30,0.9,0.2,24.7
57920104,78.3,372,28,475,1,0,356,88,30,6.3,74.9,18.5,0.2,0,5.9
57920107,74.6,247,0,331,1,0,319,6,5,1.5,96.4,1.8,0.3,0,0
57920108,75,330,89,440,2,1,152,192,93,21.1,34.5,43.6,0.5,0.2,20.2
57922001,2.6,35,18,1366,12,117,53,99,1085,79.4,3.9,7.2,0.9,8.6,1.3
57922042,0,0,5,772,3,72,19,42,636,82.4,2.5,5.4,0.4,9.3,0.6
57922043,0,0,15,580,4,54,16,45,461,79.5,2.8,7.8,0.7,9.3,2.6
57922101,4.8,19,0,397,1,25,6,20,345,86.9,1.5,5,0.3,6.3,0
57922102,5.1,26,38,510,8,62,10,43,387,75.9,2,8.4,1.6,12.2,7.5
57922103,3.5,17,44,480,3,55,8,37,377,78.5,1.7,7.7,0.6,11.5,9.2
57922105,2.3,13,1,556,4,25,5,31,491,88.3,0.9,5.6,0.7,4.5,0.2
57922106,7.6,45,1,590,7,21,17,50,495,83.9,2.9,8.5,1.2,3.6,0.2
57922107,1.7,11,23,636,8,71,23,40,494,77.7,3.6,6.3,1.3,11.2,3.6
57922108,1.5,7,1,470,0,34,9,18,409,87,1.9,3.8,0,7.2,0.2
58902001,51.4,56,18,109,0,0,0,54,55,50.5,0,49.5,0,0,16.5
58902101,40.4,36,12,89,0,0,0,41,48,53.9,0,46.1,0,0,13.5
58905001,18.8,24,0,128,0,0,0,24,104,81.3,0,18.8,0,0,0
