DISTRICT,D20GR13N,D20GR13R,D30GR13N,D30GR13R,D40GR13N,D40GR13R,DA0GH13N,DA0GH13R,DA0GM13N,DA0GM13R,DA0GR13N,DA0GR13R,DB0GR13N,DB0GR13R,DH0GR13N,DH0GR13R,DI0GR13N,DI0GR13R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DS0GR13N,DS0GR13R,DW0GR13N,DW0GR13R
"182902",0,0,0,0,0,0,12,85.7,2,14.3,14,100,0,0,3,21.4,0,0,332,2,0.6,2,0.6,2,0.5,213,64.2,48,14.5,1,0.3,9,2.7,119,35.8,0,0,139,41.9,7,2.1,272,81.9,1,7.1,11,78.6
"182903",3,1.3,0,0,0,0,168,72.1,65,27.9,233,100,10,4.3,89,38.2,1,0.4,3330,8,0.2,114,3.4,109,2.9,2356,70.8,1300,39,17,0.5,317,9.5,974,29.2,0,0,2140,64.3,68,2,1823,54.7,24,10.3,130,55.8
"182904",0,0,0,0,0,0,20,43.5,26,56.5,46,100,0,0,5,10.9,0,0,500,1,0.2,2,0.4,2,0.4,223,44.6,93,18.6,0,0,23,4.6,277,55.4,0,0,189,37.8,9,1.8,395,79,5,10.9,41,89.1
"182905",0,0,0,0,0,0,9,90,1,10,10,100,0,0,4,40,0,0,211,0,0,7,3.3,1,0.4,127,60.2,68,32.2,0,0,17,8.1,84,39.8,0,0,65,30.8,3,1.4,133,63,0,0,6,60
"182906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116,0,0,0,0,0,0,63,54.3,22,19,1,0.9,9,7.8,53,45.7,0,0,33,28.4,6,5.2,87,75,.,.,.,.
"183801",2,6.3,0,0,0,0,31,96.9,1,3.1,32,100,3,9.4,4,12.5,1,3.1,146,2,1.4,10,6.8,0,0,52,35.6,13,8.9,1,0.7,0,0,94,64.4,0,0,64,43.8,3,2.1,117,80.1,1,3.1,22,68.8
"183901",1,2.4,0,0,0,0,30,73.2,11,26.8,41,100,5,12.2,5,12.2,0,0,708,2,0.3,60,8.5,6,0.8,245,34.6,77,10.9,4,0.6,17,2.4,463,65.4,1,0.1,255,36,16,2.3,548,77.4,7,17.1,30,73.2
"183902",8,5,4,2.5,0,0,105,65.6,55,34.4,160,100,38,23.8,18,11.3,0,0,2746,23,0.8,641,23.3,68,2.2,1432,52.1,476,17.3,6,0.2,252,9.2,1314,47.9,1,0,1243,45.3,26,0.9,1573,57.3,25,15.6,92,57.5
"183904",0,0,0,0,0,0,22,68.8,10,31.3,32,100,0,0,4,12.5,0,0,451,1,0.2,0,0,6,1.3,210,46.6,35,7.8,0,0,12,2.7,241,53.4,0,0,20,4.4,3,0.7,412,91.4,32,100,28,87.5
"184801",0,0,0,0,0,0,22,52.4,20,47.6,42,100,0,0,7,16.7,0,0,117,0,0,2,1.7,0,0,57,48.7,23,19.7,1,0.9,0,0,60,51.3,0,0,90,76.9,2,1.7,89,76.1,2,4.8,35,83.3
"184901",0,0,0,0,0,0,32,97,1,3,33,100,0,0,3,9.1,0,0,530,0,0,3,0.6,1,0.2,278,52.5,96,18.1,3,0.6,30,5.7,252,47.5,0,0,253,47.7,2,0.4,426,80.4,1,3,30,90.9
"184902",4,1.9,2,0.9,0,0,151,70.2,64,29.8,215,100,3,1.4,18,8.4,2,0.9,3374,13,0.4,25,0.7,40,1,1874,55.5,562,16.7,32,0.9,155,4.6,1500,44.5,2,0.1,1944,57.6,68,2,2672,79.2,19,8.8,186,86.5
"184903",5,1,2,0.4,2,0.4,446,88.1,60,11.9,506,100,7,1.4,88,17.4,5,1,7710,79,1,176,2.3,131,1.6,3445,44.7,1781,23.1,44,0.6,626,8.1,4265,55.3,3,0,3554,46.1,141,1.8,5486,71.2,43,8.5,397,78.5
"184904",0,0,0,0,0,0,40,85.1,7,14.9,47,100,0,0,2,4.3,0,0,838,0,0,6,0.7,11,1.3,378,45.1,119,14.2,7,0.8,20,2.4,460,54.9,0,0,353,42.1,15,1.8,691,82.5,5,10.6,45,95.7
"184907",4,1.1,3,0.9,0,0,290,83.1,59,16.9,349,100,4,1.1,26,7.4,5,1.4,4861,32,0.7,69,1.4,43,0.9,612,12.6,531,10.9,26,0.5,125,2.6,4249,87.4,0,0,987,20.3,117,2.4,4086,84.1,16,4.6,307,88
"184908",2,2.7,0,0,0,0,62,82.7,13,17.3,75,100,0,0,7,9.3,1,1.3,1027,5,0.5,9,0.9,11,1,341,33.2,128,12.5,7,0.7,29,2.8,686,66.8,0,0,334,32.5,20,1.9,858,83.5,5,6.7,65,86.7
"184909",0,0,0,0,0,0,49,81.7,11,18.3,60,100,1,1.7,1,1.7,0,0,1047,2,0.2,10,1,0,0,142,13.6,85,8.1,3,0.3,24,2.3,905,86.4,1,0.1,295,28.2,25,2.4,921,88,2,3.3,58,96.7
"184911",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,214,4,1.9,1,0.5,0,0,106,49.5,40,18.7,1,0.5,5,2.3,108,50.5,0,0,86,40.2,5,2.3,163,76.2,.,.,.,.
"185901",0,0,0,0,0,0,28,84.8,5,15.2,33,100,0,0,31,93.9,0,0,478,0,0,0,0,0,0,394,82.4,446,93.3,0,0,126,26.4,84,17.6,0,0,320,66.9,1,0.2,31,6.5,3,9.1,2,6.1
"185902",0,0,0,0,0,0,33,94.3,2,5.7,35,100,1,2.9,18,51.4,0,0,542,1,0.2,3,0.6,2,0.3,310,57.2,271,50,2,0.4,68,12.5,232,42.8,0,0,264,48.7,3,0.6,262,48.3,2,5.7,16,45.7
"185903",0,0,1,1.3,0,0,75,93.8,5,6.3,80,100,0,0,64,80,0,0,1155,5,0.4,3,0.3,10,0.8,933,80.8,972,84.2,0,0,272,23.5,222,19.2,0,0,660,57.1,5,0.4,170,14.7,6,7.5,15,18.8
"185904",0,0,0,0,0,0,10,83.3,2,16.7,12,100,0,0,8,66.7,0,0,182,0,0,0,0,2,0.9,144,79.1,75,41.2,3,1.6,21,11.5,38,20.9,0,0,133,73.1,0,0,104,57.1,1,8.3,4,33.3
"186901",0,0,0,0,0,0,5,83.3,1,16.7,6,100,0,0,4,66.7,0,0,150,0,0,1,0.7,0,0,95,63.3,110,73.3,0,0,21,14,55,36.7,0,0,45,30,0,0,39,26,0,0,2,33.3
"186902",0,0,1,0.7,0,0,130,94.2,8,5.8,138,100,1,0.7,121,87.7,0,0,2411,15,0.6,18,0.7,31,1.2,1574,65.3,2083,86.4,3,0.1,291,12.1,837,34.7,0,0,1681,69.7,5,0.2,287,11.9,9,6.5,15,10.9
"186903",0,0,0,0,0,0,26,92.9,2,7.1,28,100,0,0,13,46.4,0,0,563,1,0.2,27,4.8,0,0,258,45.8,320,56.8,5,0.9,51,9.1,305,54.2,3,0.5,328,58.3,0,0,207,36.8,2,7.1,15,53.6
"187901",1,2.3,1,2.3,0,0,38,86.4,6,13.6,44,100,0,0,1,2.3,10,22.7,523,4,0.8,5,1,4,0.7,257,49.1,36,6.9,113,21.6,0,0,266,50.9,1,0.2,210,40.2,19,3.6,345,66,6,13.6,31,70.5
"187903",0,0,1,5.9,0,0,10,58.8,7,41.2,17,100,2,11.8,10,58.8,0,0,218,1,0.5,40,18.3,5,1.7,192,88.1,102,46.8,0,0,30,13.8,26,11.9,0,0,97,44.5,4,1.8,71,32.6,2,11.8,4,23.5
"187904",1,1.7,0,0,0,0,51,86.4,8,13.6,59,100,15,25.4,20,33.9,0,0,1026,3,0.3,257,25,8,0.7,775,75.5,359,35,2,0.2,107,10.4,251,24.5,0,0,507,49.4,15,1.5,390,38,11,18.6,23,39
"187906",0,0,0,0,0,0,11,84.6,2,15.4,13,100,4,30.8,1,7.7,0,0,170,0,0,34,20,0,0,132,77.6,35,20.6,4,2.4,9,5.3,38,22.4,0,0,119,70,5,2.9,92,54.1,2,15.4,8,61.5
"187907",8,3.2,4,1.6,0,0,202,80.8,48,19.2,250,100,41,16.4,49,19.6,2,0.8,4016,19,0.5,420,10.5,117,2.6,2600,64.7,807,20.1,23,0.6,253,6.3,1416,35.3,4,0.1,2017,50.2,104,2.6,2639,65.7,33,13.2,146,58.4
"187910",1,2.1,0,0,0,0,39,83,8,17,47,100,0,0,2,4.3,0,0,914,8,0.9,15,1.6,14,1.3,706,77.2,74,8.1,12,1.3,6,0.7,208,22.8,1,0.1,505,55.3,22,2.4,782,85.6,9,19.1,44,93.6
"188801",1,1.8,0,0,0,0,21,36.8,36,63.2,57,100,2,3.5,16,28.1,1,1.8,208,0,0,10,4.8,0,0,137,65.9,81,38.9,3,1.4,0,0,71,34.1,0,0,185,88.9,2,1,112,53.8,4,7,37,64.9
"188901",39,2.2,65,3.6,3,0.2,1366,76.3,424,23.7,1790,100,154,8.6,730,40.8,7,0.4,33139,1682,5.1,3260,9.8,573,1.6,22200,67,15043,45.4,172,0.5,4741,14.3,10939,33,41,0.1,14333,43.3,952,2.9,11989,36.2,133,7.4,792,44.2
"188902",3,3.4,0,0,0,0,66,75.9,21,24.1,87,100,0,0,10,11.5,2,2.3,1422,5,0.4,24,1.7,5,0.3,924,65,318,22.4,15,1.1,37,2.6,498,35,1,0.1,668,47,35,2.5,1024,72,6,6.9,72,82.8
"188903",1,2.1,5,10.4,0,0,43,89.6,5,10.4,48,100,0,0,12,25,1,2.1,902,77,8.5,27,3,1,0.1,540,59.9,303,33.6,7,0.8,68,7.5,362,40.1,1,0.1,340,37.7,12,1.3,475,52.7,3,6.3,29,60.4
"188904",2,2.4,0,0,0,0,70,85.4,12,14.6,82,100,0,0,12,14.6,1,1.2,1470,7,0.5,10,0.7,7,0.5,302,20.5,191,13,7,0.5,15,1,1168,79.5,0,0,386,26.3,37,2.5,1218,82.9,6,7.3,67,81.7
"189901",0,0,0,0,0,0,21,80.8,5,19.2,26,100,0,0,23,88.5,0,0,356,2,0.6,3,0.8,5,1.3,249,69.9,300,84.3,0,0,55,15.4,107,30.1,0,0,194,54.5,2,0.6,49,13.8,4,15.4,3,11.5
"189902",0,0,3,3.1,0,0,75,78.1,21,21.9,96,100,0,0,92,95.8,0,0,1403,31,2.2,1,0.1,20,1.3,1231,87.7,1342,95.7,0,0,753,53.7,172,12.3,0,0,1052,75,4,0.3,25,1.8,4,4.2,1,1
"190903",1,1,1,1,0,0,95,92.2,8,7.8,103,100,3,2.9,17,16.5,0,0,1613,8,0.5,38,2.4,50,2.8,942,58.4,250,15.5,25,1.5,83,5.1,671,41.6,4,0.2,715,44.3,62,3.8,1226,76,10,9.7,81,78.6
"191901",8,1.3,6,1,0,0,497,79.1,131,20.9,628,100,12,1.9,113,18,4,0.6,9386,83,0.9,214,2.3,134,1.3,2673,28.5,2079,22.2,48,0.5,134,1.4,6713,71.5,4,0,2792,29.7,133,1.4,6825,72.7,34,5.4,485,77.2
"192901",0,0,0,0,0,0,36,92.3,3,7.7,39,100,0,0,26,66.7,0,0,916,3,0.3,6,0.7,3,0.3,446,48.7,757,82.6,1,0.1,100,10.9,470,51.3,0,0,621,67.8,6,0.7,143,15.6,5,12.8,13,33.3
"193801",0,0,0,0,0,0,3,33.3,6,66.7,9,100,1,11.1,4,44.4,0,0,186,1,0.5,13,7,0,0,171,91.9,96,51.6,0,0,4,2.2,15,8.1,1,0.5,156,83.9,0,0,75,40.3,5,55.6,4,44.4
"193902",0,0,0,0,0,0,14,87.5,2,12.5,16,100,0,0,6,37.5,0,0,271,0,0,4,1.5,3,1,162,59.8,109,40.2,2,0.7,18,6.6,109,40.2,0,0,102,37.6,5,1.8,151,55.7,2,12.5,10,62.5
"194902",1,2.7,1,2.7,0,0,32,86.5,5,13.5,37,100,0,0,2,5.4,0,0,369,1,0.3,3,0.8,0,0,199,53.9,33,8.9,5,1.4,7,1.9,170,46.1,0,0,122,33.1,19,5.1,308,83.5,2,5.4,33,89.2
"194903",0,0,0,0,0,0,35,74.5,12,25.5,47,100,3,6.4,7,14.9,1,2.1,702,2,0.3,31,4.4,11,1.4,416,59.3,75,10.7,7,1,19,2.7,286,40.7,0,0,372,53,36,5.1,551,78.5,6,12.8,36,76.6
"194904",1,2.1,0,0,0,0,38,79.2,10,20.8,48,100,35,72.9,5,10.4,1,2.1,610,2,0.3,353,57.9,14,2,554,90.8,133,21.8,4,0.7,61,10,56,9.2,0,0,400,65.6,20,3.3,98,16.1,7,14.6,6,12.5
"194905",0,0,0,0,0,0,13,39.4,20,60.6,33,100,5,15.2,1,3,0,0,506,0,0,46,9.1,7,1.3,338,66.8,22,4.3,5,1,5,1,168,33.2,0,0,228,45.1,19,3.8,414,81.8,9,27.3,27,81.8
"195901",0,0,1,0.8,0,0,116,88.5,15,11.5,131,100,2,1.5,109,83.2,0,0,2319,24,1,18,0.8,61,2.5,1648,71.1,2113,91.1,2,0.1,186,8,671,28.9,0,0,995,42.9,6,0.3,156,6.7,11,8.4,19,14.5
"195902",0,0,0,0,0,0,8,80,2,20,10,100,0,0,10,100,0,0,169,0,0,2,1.2,0,0,141,83.4,144,85.2,0,0,10,5.9,28,16.6,0,0,102,60.4,0,0,23,13.6,1,10,0,0
"196901",0,0,0,0,0,0,6,85.7,1,14.3,7,100,0,0,5,71.4,0,0,157,0,0,2,1.3,0,0,58,36.9,111,70.7,0,0,0,0,99,63.1,0,0,59,37.6,0,0,44,28,0,0,2,28.6
"196902",0,0,1,3.1,0,0,17,53.1,15,46.9,32,100,2,6.3,15,46.9,0,0,512,5,1,15,2.9,2,0.4,251,49,256,50,0,0,0,0,261,51,0,0,223,43.6,14,2.7,222,43.4,8,25,14,43.8
"196903",0,0,0,0,0,0,44,84.6,8,15.4,52,100,6,11.5,28,53.8,0,0,738,2,0.3,86,11.7,13,1.7,416,56.4,423,57.3,0,0,30,4.1,322,43.6,0,0,361,48.9,9,1.2,218,29.5,8,15.4,18,34.6
"197902",0,0,0,0,0,0,11,84.6,2,15.4,13,100,0,0,2,15.4,1,7.7,212,0,0,2,0.9,1,0.4,27,12.7,28,13.2,2,0.9,0,0,185,87.3,0,0,25,11.8,2,0.9,178,84,1,7.7,10,76.9
"198901",0,0,1,2.9,0,0,26,76.5,8,23.5,34,100,7,20.6,0,0,0,0,442,3,0.7,63,14.3,7,1.5,221,50,50,11.3,5,1.1,9,2,221,50,0,0,204,46.2,10,2.3,311,70.4,2,5.9,26,76.5
"198902",0,0,0,0,0,0,11,91.7,1,8.3,12,100,11,91.7,0,0,0,0,164,0,0,139,84.8,0,0,134,81.7,14,8.5,0,0,0,0,30,18.3,0,0,36,22,4,2.4,7,4.3,2,16.7,1,8.3
"198903",0,0,1,1.5,0,0,58,89.2,7,10.8,65,100,11,16.9,4,6.2,0,0,1090,15,1.4,67,6.1,21,1.8,436,40,175,16.1,0,0,32,2.9,654,60,0,0,305,28,13,1.2,820,75.2,4,6.2,49,75.4
"198905",0,0,0,0,0,0,49,75.4,16,24.6,65,100,36,55.4,24,36.9,1,1.5,932,4,0.4,425,45.6,23,2.1,874,93.8,383,41.1,3,0.3,127,13.6,58,6.2,0,0,537,57.6,7,0.8,110,11.8,11,16.9,4,6.2
"198906",1,3,0,0,0,0,32,97,1,3,33,100,6,18.2,14,42.4,0,0,595,9,1.5,47,7.9,0,0,429,72.1,330,55.5,0,0,81,13.6,166,27.9,0,0,209,35.1,7,1.2,202,33.9,4,12.1,12,36.4
"199901",25,2.6,24,2.5,1,0.1,763,79.9,192,20.1,955,100,67,7,159,16.6,9,0.9,14523,393,2.7,936,6.4,127,0.8,3620,24.9,3092,21.3,146,1,1034,7.1,10903,75.1,24,0.2,3760,25.9,530,3.6,9402,64.7,68,7.1,670,70.2
"199902",2,0.7,2,0.7,1,0.3,226,75.8,72,24.2,298,100,21,7,79,26.5,2,0.7,5008,37,0.7,317,6.3,61,1.2,1948,38.9,1496,29.9,34,0.7,420,8.4,3060,61.1,6,0.1,1617,32.3,112,2.2,3006,60,18,6,191,64.1
"200901",3,5.7,0,0,0,0,44,83,9,17,53,100,1,1.9,22,41.5,0,0,967,3,0.3,11,1.1,36,3.5,577,59.7,439,45.4,2,0.2,17,1.8,390,40.3,0,0,451,46.6,16,1.7,496,51.3,4,7.5,27,50.9
"200902",0,0,0,0,0,0,37,86,6,14,43,100,0,0,14,32.6,0,0,436,2,0.5,3,0.7,2,0.4,149,34.2,165,37.8,0,0,22,5,287,65.8,0,0,205,47,0,0,266,61,4,9.3,29,67.4
"200904",4,9.5,0,0,0,0,35,83.3,7,16.7,42,100,0,0,23,54.8,0,0,613,0,0,8,1.3,15,2.2,432,70.5,377,61.5,0,0,20,3.3,181,29.5,0,0,321,52.4,12,2,216,35.2,4,9.5,15,35.7
"200906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,0,0,5,7.8,0,0,52,81.3,34,53.1,3,4.7,1,1.6,12,18.8,0,0,19,29.7,1,1.6,21,32.8,.,.,.,.
"201902",4,2,0,0,0,0,152,76,48,24,200,100,38,19,47,23.5,4,2,3445,29,0.8,674,19.6,61,1.6,2139,62.1,914,26.5,25,0.7,404,11.7,1306,37.9,4,0.1,1671,48.5,62,1.8,1737,50.4,16,8,107,53.5
"201903",0,0,0,0,0,0,5,71.4,2,28.6,7,100,3,42.9,2,28.6,0,0,167,0,0,94,56.3,0,0,159,95.2,37,22.2,0,0,24,14.4,8,4.8,0,0,133,79.6,6,3.6,30,18,2,28.6,2,28.6
"201904",0,0,0,0,0,0,8,47.1,9,52.9,17,100,1,5.9,3,17.6,0,0,292,0,0,19,6.5,1,0.3,205,70.2,91,31.2,0,0,49,16.8,87,29.8,0,0,162,55.5,10,3.4,172,58.9,1,5.9,13,76.5
"201907",0,0,0,0,0,0,26,81.3,6,18.8,32,100,4,12.5,1,3.1,1,3.1,366,1,0.3,52,14.2,3,0.7,186,50.8,29,7.9,2,0.5,11,3,180,49.2,0,0,153,41.8,11,3,271,74,2,6.3,26,81.3
"201908",1,2.7,1,2.7,0,0,30,81.1,7,18.9,37,100,4,10.8,4,10.8,0,0,541,0,0,73,13.5,4,0.7,323,59.7,31,5.7,1,0.2,5,0.9,218,40.3,0,0,286,52.9,19,3.5,417,77.1,6,16.2,27,73
"201910",0,0,0,0,0,0,78,84.8,14,15.2,92,100,23,25,20,21.7,0,0,1712,5,0.3,443,25.9,13,0.7,928,54.2,409,23.9,6,0.4,154,9,784,45.8,1,0.1,768,44.9,33,1.9,815,47.6,6,6.5,49,53.3
"201913",1,2.8,0,0,0,0,31,86.1,5,13.9,36,100,1,2.8,17,47.2,0,0,637,1,0.2,13,2,3,0.4,506,79.4,334,52.4,6,0.9,188,29.5,131,20.6,0,0,332,52.1,6,0.9,277,43.5,1,2.8,17,47.2
"201914",0,0,0,0,0,0,47,78.3,13,21.7,60,100,7,11.7,7,11.7,1,1.7,1078,0,0,152,14.1,2,0.2,723,67.1,256,23.7,6,0.6,114,10.6,355,32.9,0,0,615,57.1,29,2.7,635,58.9,6,10,45,75
"202903",1,1.8,0,0,0,0,43,76.8,13,23.2,56,100,6,10.7,2,3.6,0,0,895,6,0.7,91,10.2,3,0.3,537,60,62,6.9,6,0.7,18,2,358,40,0,0,393,43.9,49,5.5,681,76.1,10,17.9,47,83.9
"202905",0,0,0,0,0,0,25,64.1,14,35.9,39,100,4,10.3,2,5.1,0,0,684,0,0,59,8.6,0,0,535,78.2,27,3.9,3,0.4,9,1.3,149,21.8,0,0,396,57.9,18,2.6,577,84.4,3,7.7,33,84.6
"203901",2,3.6,1,1.8,0,0,46,83.6,9,16.4,55,100,33,60,9,16.4,0,0,797,8,1,443,55.6,13,1.5,726,91.1,159,19.9,1,0.1,86,10.8,71,8.9,0,0,513,64.4,21,2.6,165,20.7,9,16.4,10,18.2
"203902",1,3,0,0,0,0,25,75.8,8,24.2,33,100,2,6.1,0,0,0,0,422,1,0.2,7,1.7,9,1.7,342,81,23,5.5,1,0.2,7,1.7,80,19,0,0,187,44.3,10,2.4,380,90,5,15.2,30,90.9
"204901",1,0.8,0,0,0,0,103,78,29,22,132,100,31,23.5,8,6.1,2,1.5,1491,4,0.3,332,22.3,104,5.6,969,65,120,8,8,0.5,17,1.1,522,35,3,0.2,906,60.8,43,2.9,981,65.8,20,15.2,90,68.2
"204904",0,0,2,1.7,0,0,87,75.7,28,24.3,115,100,5,4.3,27,23.5,0,0,1928,10,0.5,122,6.3,45,2.1,1365,70.8,509,26.4,6,0.3,226,11.7,563,29.2,0,0,1110,57.6,32,1.7,1249,64.8,23,20,81,70.4
"205901",2,1.7,2,1.7,0,0,92,79.3,24,20.7,116,100,6,5.2,56,48.3,0,0,1873,6,0.3,51,2.7,37,1.8,1322,70.6,1096,58.5,9,0.5,160,8.5,551,29.4,1,0.1,866,46.2,36,1.9,674,36,14,12.1,50,43.1
"205902",7,2.4,3,1,0,0,268,91.5,25,8.5,293,100,3,1,134,45.7,1,0.3,4518,41,0.9,58,1.3,76,1.5,1827,40.4,2529,56,30,0.7,109,2.4,2691,59.6,4,0.1,2095,46.4,83,1.8,1773,39.2,30,10.2,145,49.5
"205903",8,6.4,2,1.6,0,0,95,76,30,24,125,100,3,2.4,50,40,0,0,2309,41,1.8,36,1.6,9,0.4,1136,49.2,1254,54.3,9,0.4,142,6.1,1173,50.8,2,0.1,1150,49.8,71,3.1,896,38.8,17,13.6,62,49.6
"205904",0,0,1,1.1,0,0,81,89,10,11,91,100,1,1.1,83,91.2,0,0,1684,0,0,17,1,40,2.2,1416,84.1,1548,91.9,2,0.1,45,2.7,268,15.9,0,0,1140,67.7,1,0.1,116,6.9,7,7.7,6,6.6
"205905",1,1.4,0,0,0,0,59,81.9,13,18.1,72,100,0,0,60,83.3,0,0,999,0,0,2,0.2,6,0.5,627,62.8,852,85.3,5,0.5,31,3.1,372,37.2,0,0,443,44.3,1,0.1,139,13.9,11,15.3,11,15.3
"205906",0,0,1,0.7,0,0,123,87.2,18,12.8,141,100,1,0.7,112,79.4,1,0.7,2203,8,0.4,33,1.5,34,1.4,1588,72.1,1814,82.3,3,0.1,21,1,615,27.9,3,0.1,1287,58.4,12,0.5,330,15,15,10.6,26,18.4
"205907",0,0,0,0,0,0,58,84.1,11,15.9,69,100,1,1.4,61,88.4,0,0,1087,2,0.2,5,0.5,47,3.9,950,87.4,1000,92,3,0.3,23,2.1,137,12.6,0,0,721,66.3,7,0.6,70,6.4,8,11.6,7,10.1
"206901",0,0,0,0,0,0,44,83,9,17,53,100,0,0,21,39.6,0,0,708,2,0.3,1,0.1,4,0.5,453,64,381,53.8,2,0.3,117,16.5,255,36,0,0,328,46.3,4,0.6,318,44.9,7,13.2,32,60.4
"206902",0,0,0,0,0,0,12,75,4,25,16,100,0,0,3,18.8,0,0,120,0,0,0,0,0,0,62,51.7,28,23.3,1,0.8,0,0,58,48.3,0,0,24,20,2,1.7,89,74.2,2,12.5,13,81.3
"206903",0,0,0,0,0,0,7,58.3,5,41.7,12,100,1,8.3,3,25,0,0,129,1,0.8,5,3.9,1,0.6,79,61.2,39,30.2,1,0.8,6,4.7,50,38.8,0,0,73,56.6,3,2.3,80,62,3,25,8,66.7
"207901",0,0,0,0,0,0,38,84.4,7,15.6,45,100,0,0,34,75.6,0,0,583,5,0.9,1,0.2,7,1.1,272,46.7,408,70,1,0.2,49,8.4,311,53.3,0,0,299,51.3,7,1.2,161,27.6,6,13.3,11,24.4
"208901",0,0,0,0,0,0,10,71.4,4,28.6,14,100,0,0,6,42.9,0,0,232,0,0,3,1.3,0,0,115,49.6,90,38.8,0,0,6,2.6,117,50.4,0,0,99,42.7,6,2.6,133,57.3,6,42.9,8,57.1
"208902",2,1.2,1,0.6,0,0,117,70.9,48,29.1,165,100,9,5.5,72,43.6,0,0,2757,20,0.7,60,2.2,42,1.4,1569,56.9,1661,60.2,21,0.8,258,9.4,1188,43.1,0,0,1444,52.4,36,1.3,959,34.8,17,10.3,81,49.1
"208903",0,0,0,0,0,0,12,92.3,1,7.7,13,100,0,0,3,23.1,0,0,257,0,0,0,0,0,0,67,26.1,58,22.6,0,0,4,1.6,190,73.9,0,0,96,37.4,2,0.8,197,76.7,1,7.7,10,76.9
"209901",1,1.9,0,0,0,0,33,63.5,19,36.5,52,100,1,1.9,8,15.4,0,0,496,1,0.2,10,2,2,0.4,191,38.5,78,15.7,2,0.4,9,1.8,305,61.5,2,0.4,183,36.9,12,2.4,391,78.8,6,11.5,42,80.8
"209902",0,0,0,0,0,0,8,72.7,3,27.3,11,100,0,0,1,9.1,0,0,103,0,0,0,0,0,0,81,78.6,10,9.7,0,0,0,0,22,21.4,0,0,33,32,0,0,93,90.3,2,18.2,10,90.9
"210901",0,0,0,0,0,0,127,90.1,14,9.9,141,100,40,28.4,41,29.1,0,0,2768,74,2.7,557,20.1,36,1.2,2082,75.2,1161,41.9,2,0.1,831,30,686,24.8,6,0.2,1748,63.2,44,1.6,924,33.4,12,8.5,60,42.6
"210902",1,2.2,0,0,0,0,41,91.1,4,8.9,45,100,2,4.4,1,2.2,0,0,751,2,0.3,40,5.3,5,0.6,469,62.5,107,14.2,1,0.1,46,6.1,282,37.5,1,0.1,397,52.9,11,1.5,589,78.4,5,11.1,41,91.1
"210903",0,0,0,0,0,0,40,95.2,2,4.8,42,100,13,31,4,9.5,0,0,830,1,0.1,180,21.7,7,0.8,508,61.2,87,10.5,0,0,44,5.3,322,38.8,0,0,490,59,19,2.3,543,65.4,2,4.8,25,59.5
"210904",2,8.7,0,0,0,0,16,69.6,7,30.4,23,100,8,34.8,5,21.7,0,0,579,0,0,147,25.4,11,1.7,495,85.5,217,37.5,0,0,122,21.1,84,14.5,0,0,397,68.6,13,2.2,202,34.9,2,8.7,8,34.8
"210905",0,0,0,0,0,0,27,77.1,8,22.9,35,100,9,25.7,2,5.7,0,0,628,3,0.5,155,24.7,5,0.7,454,72.3,84,13.4,0,0,36,5.7,174,27.7,0,0,349,55.6,19,3,367,58.4,9,25.7,24,68.6
"210906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95,0,0,1,1.1,0,0,60,63.2,6,6.3,0,0,1,1.1,35,36.8,0,0,38,40,0,0,88,92.6,.,.,.,.
"211901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,384,0,0,1,0.3,0,0,125,32.6,173,45.1,0,0,130,33.9,259,67.4,0,0,165,43,0,0,210,54.7,.,.,.,.
"211902",0,0,0,0,0,0,28,80,7,20,35,100,0,0,20,57.1,0,0,620,2,0.3,4,0.6,4,0.6,364,58.7,393,63.4,1,0.2,108,17.4,256,41.3,0,0,273,44,9,1.5,211,34,5,14.3,15,42.9
"212801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,852,35,4.1,128,15,0,0,300,35.2,164,19.2,1,0.1,28,3.3,552,64.8,0,0,358,42,23,2.7,501,58.8,.,.,.,.
"212803",0,0,0,0,0,0,1,10,9,90,10,100,1,10,1,10,0,0,162,0,0,40,24.7,0,0,156,96.3,18,11.1,0,0,0,0,6,3.7,0,0,162,100,4,2.5,100,61.7,3,30,8,80
"212804",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,467,12,2.6,29,6.2,0,0,104,22.3,42,9,3,0.6,0,0,363,77.7,0,0,230,49.3,12,2.6,369,79,.,.,.,.
"212901",1,1.6,1,1.6,0,0,55,85.9,9,14.1,64,100,9,14.1,9,14.1,2,3.1,879,5,0.6,126,14.3,17,1.7,470,53.5,100,11.4,2,0.2,18,2,409,46.5,0,0,313,35.6,31,3.5,615,70,6,9.4,42,65.6
