DISTRICT,D20GR13N,D20GR13R,D30GR13N,D30GR13R,D40GR13N,D40GR13R,DA0GH13N,DA0GH13R,DA0GM13N,DA0GM13R,DA0GR13N,DA0GR13R,DB0GR13N,DB0GR13R,DH0GR13N,DH0GR13R,DI0GR13N,DI0GR13R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DS0GR13N,DS0GR13R,DW0GR13N,DW0GR13R
"057914",40,1.6,65,2.6,5,0.2,1964,78.9,526,21.1,2490,100,714,28.7,1055,42.4,16,0.6,39806,711,1.8,9771,24.5,898,2.1,28125,70.7,21108,53,224,0.6,8260,20.8,11681,29.3,46,0.1,21422,53.8,775,1.9,7171,18,244,9.8,595,23.9
"057916",59,2.9,168,8.3,3,0.1,1613,79.7,412,20.3,2025,100,425,21,601,29.7,9,0.4,38169,2627,6.9,8498,22.3,376,0.9,22009,57.7,15283,40,142,0.4,9488,24.9,16160,42.3,38,0.1,15693,41.1,956,2.5,10625,27.8,142,7,760,37.5
"057919",0,0,36,42.4,3,3.5,83,97.6,2,2.4,85,100,6,7.1,11,12.9,0,0,1366,327,23.9,82,6,0,0,148,10.8,131,9.6,3,0.2,32,2.3,1218,89.2,1,0.1,262,19.2,45,3.3,777,56.9,4,4.7,29,34.1
"057922",11,1.4,159,20.4,0,0,756,96.8,25,3.2,781,100,42,5.4,86,11,3,0.4,11329,3983,35.2,522,4.6,45,0.4,1153,10.2,1455,12.8,59,0.5,1002,8.8,10176,89.8,12,0.1,2765,24.4,321,2.8,4977,43.9,29,3.7,480,61.5
"058902",0,0,0,0,0,0,7,87.5,1,12.5,8,100,0,0,6,75,0,0,170,0,0,0,0,0,0,88,51.8,108,63.5,2,1.2,8,4.7,82,48.2,0,0,71,41.8,1,0.6,59,34.7,0,0,2,25
"058905",0,0,0,0,0,0,18,94.7,1,5.3,19,100,0,0,6,31.6,0,0,256,3,1.2,1,0.4,1,0.4,89,34.8,86,33.6,1,0.4,17,6.6,167,65.2,0,0,63,24.6,2,0.8,163,63.7,1,5.3,13,68.4
"058906",0,0,1,1.1,0,0,68,78.2,19,21.8,87,100,7,8,68,78.2,0,0,2046,12,0.6,74,3.6,27,1.2,1493,73,1572,76.8,12,0.6,116,5.7,553,27,1,0,1334,65.2,16,0.8,359,17.5,18,20.7,11,12.6
"058909",0,0,0,0,0,0,11,84.6,2,15.4,13,100,1,7.7,9,69.2,0,0,212,2,0.9,1,0.5,1,0.4,115,54.2,92,43.4,3,1.4,30,14.2,97,45.8,0,0,99,46.7,0,0,114,53.8,3,23.1,3,23.1
"059901",0,0,0,0,0,0,177,72,69,28,246,100,4,1.6,199,80.9,1,0.4,4210,13,0.3,24,0.6,118,2.6,3456,82.1,3659,86.9,6,0.1,730,17.3,754,17.9,0,0,2866,68.1,17,0.4,491,11.7,27,11,42,17.1
"059902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,145,0,0,3,2.1,0,0,105,72.4,114,78.6,0,0,10,6.9,40,27.6,0,0,56,38.6,0,0,28,19.3,.,.,.,.
"060902",0,0,1,2,0,0,33,64.7,18,35.3,51,100,14,27.5,5,9.8,1,2,791,1,0.1,108,13.7,9,1,508,64.2,65,8.2,10,1.3,14,1.8,283,35.8,0,0,384,48.5,27,3.4,580,73.3,8,15.7,30,58.8
"060914",0,0,0,0,0,0,9,60,6,40,15,100,4,26.7,3,20,0,0,200,2,1,70,35,0,0,165,82.5,7,3.5,2,1,4,2,35,17.5,0,0,85,42.5,13,6.5,106,53,5,33.3,8,53.3
"061802",0,0,0,0,1,2.8,22,61.1,14,38.9,36,100,0,0,9,25,1,2.8,664,5,0.8,89,13.4,0,0,337,50.8,218,32.8,1,0.2,101,15.2,327,49.2,6,0.9,466,70.2,13,2,332,50,5,13.9,25,69.4
"061804",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,425,183,43.1,28,6.6,0,0,17,4,42,9.9,3,0.7,36,8.5,408,96,0,0,52,12.2,12,2.8,157,36.9,.,.,.,.
"061901",18,1.3,29,2.1,2,0.1,1231,90.4,130,9.6,1361,100,175,12.9,412,30.3,15,1.1,26047,725,2.8,3138,12,351,1.3,11022,42.3,8020,30.8,211,0.8,3751,14.4,15025,57.7,33,0.1,10007,38.4,472,1.8,13448,51.6,103,7.6,710,52.2
"061902",91,2.5,385,10.8,3,0.1,3052,85.3,525,14.7,3577,100,301,8.4,747,20.9,13,0.4,52698,6153,11.7,4963,9.4,690,1.3,16258,30.9,14490,27.5,232,0.4,7381,14,36440,69.1,37,0.1,16026,30.4,1584,3,25239,47.9,223,6.2,2037,56.9
"061903",1,1,0,0,0,0,90,86.5,14,13.5,104,100,4,3.8,28,26.9,0,0,1414,9,0.6,36,2.5,13,0.8,726,51.3,559,39.5,12,0.8,275,19.4,688,48.7,3,0.2,725,51.3,30,2.1,765,54.1,7,6.7,71,68.3
"061905",1,0.9,1,0.9,1,0.9,101,91,10,9,111,100,2,1.8,24,21.6,1,0.9,1995,11,0.6,35,1.8,28,1.4,717,35.9,479,24,13,0.7,154,7.7,1278,64.1,2,0.1,819,41.1,30,1.5,1425,71.4,12,10.8,81,73
"061906",0,0,0,0,0,0,76,82.6,16,17.4,92,100,0,0,14,15.2,2,2.2,1255,7,0.6,19,1.5,1,0.1,494,39.4,250,19.9,9,0.7,61,4.9,761,60.6,1,0.1,447,35.6,20,1.6,949,75.6,11,12,76,82.6
"061907",2,1.7,0,0,0,0,108,90,12,10,120,100,4,3.3,22,18.3,1,0.8,2060,15,0.7,73,3.5,21,1,586,28.4,347,16.8,11,0.5,79,3.8,1474,71.6,0,0,677,32.9,34,1.7,1580,76.7,5,4.2,91,75.8
"061908",3,1.8,0,0,0,0,131,79.9,33,20.1,164,100,3,1.8,30,18.3,2,1.2,2673,16,0.6,73,2.7,40,1.4,1168,43.7,643,24.1,28,1,160,6,1505,56.3,1,0,967,36.2,79,3,1833,68.6,31,18.9,126,76.8
"061910",0,0,1,0.7,0,0,132,88,18,12,150,100,1,0.7,9,6,0,0,1947,15,0.8,6,0.3,7,0.4,245,12.6,211,10.8,10,0.5,66,3.4,1702,87.4,0,0,341,17.5,24,1.2,1681,86.3,10,6.7,139,92.7
"061911",16,1.7,24,2.5,1,0.1,819,85,144,15,963,100,77,8,165,17.1,7,0.7,18893,557,2.9,1199,6.3,182,1,3604,19.1,3789,20.1,107,0.6,919,4.9,15289,80.9,26,0.1,5796,30.7,477,2.5,12738,67.4,70,7.3,673,69.9
"061912",14,5,6,2.1,0,0,265,94,17,6,282,100,16,5.7,52,18.4,2,0.7,3952,94,2.4,280,7.1,57,1.3,1626,41.1,1035,26.2,44,1.1,278,7,2326,58.9,6,0.2,1394,35.3,183,4.6,2310,58.5,16,5.7,192,68.1
"061914",10,2.9,8,2.3,0,0,280,82.1,61,17.9,341,100,60,17.6,134,39.3,1,0.3,6607,134,2,971,14.7,137,2,3164,47.9,2651,40.1,24,0.4,1134,17.2,3443,52.1,7,0.1,3023,45.8,196,3,2624,39.7,22,6.5,128,37.5
"062901",7,6.8,0,0,0,0,84,81.6,19,18.4,103,100,7,6.8,31,30.1,0,0,2104,10,0.5,274,13,52,2.2,1187,56.4,918,43.6,3,0.1,58,2.8,917,43.6,1,0,1292,61.4,48,2.3,850,40.4,9,8.7,58,56.3
"062902",0,0,0,0,0,0,4,80,1,20,5,100,0,0,3,60,0,0,173,0,0,5,2.9,0,0,77,44.5,73,42.2,0,0,0,0,96,55.5,0,0,83,48,0,0,95,54.9,1,20,2,40
"062903",1,0.9,0,0,0,0,96,89.7,11,10.3,107,100,7,6.5,48,44.9,0,0,1615,6,0.4,135,8.4,39,2.2,1141,70.7,958,59.3,1,0.1,241,14.9,474,29.3,0,0,952,58.9,19,1.2,496,30.7,11,10.3,51,47.7
"062904",0,0,0,0,0,0,24,64.9,13,35.1,37,100,1,2.7,7,18.9,0,0,505,0,0,23,4.6,12,2.1,278,55,250,49.5,0,0,8,1.6,227,45,0,0,272,53.9,2,0.4,230,45.5,5,13.5,29,78.4
"062905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,0,0,5,7.2,0,0,35,50.7,28,40.6,0,0,4,5.8,34,49.3,0,0,15,21.7,0,0,36,52.2,.,.,.,.
"062906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116,0,0,0,0,0,0,31,26.7,18,15.5,0,0,0,0,85,73.3,0,0,52,44.8,0,0,98,84.5,.,.,.,.
"063903",0,0,0,0,0,0,10,83.3,2,16.7,12,100,0,0,7,58.3,0,0,292,0,0,7,2.4,2,0.6,157,53.8,130,44.5,0,0,0,0,135,46.2,0,0,113,38.7,6,2.1,149,51,2,16.7,5,41.7
"063906",0,0,0,0,0,0,2,66.7,1,33.3,3,100,0,0,2,66.7,0,0,105,0,0,0,0,0,0,90,85.7,30,28.6,0,0,2,1.9,15,14.3,0,0,29,27.6,0,0,75,71.4,0,0,1,33.3
"064903",0,0,1,1,0,0,84,83.2,17,16.8,101,100,0,0,98,97,0,0,2455,14,0.6,13,0.5,73,2.7,1847,75.2,2282,93,2,0.1,182,7.4,608,24.8,0,0,1644,67,6,0.2,138,5.6,10,9.9,2,2
"065901",0,0,0,0,0,0,31,75.6,10,24.4,41,100,1,2.4,5,12.2,0,0,458,3,0.7,48,10.5,5,1,240,52.4,63,13.8,0,0,3,0.7,218,47.6,3,0.7,163,35.6,13,2.8,328,71.6,7,17.1,35,85.4
"065902",1,7.1,0,0,0,0,13,92.9,1,7.1,14,100,0,0,2,14.3,0,0,112,0,0,2,1.8,1,0.7,83,74.1,22,19.6,2,1.8,0,0,29,25.9,0,0,26,23.2,1,0.9,85,75.9,1,7.1,11,78.6
"066005",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,0,0,0,0,0,0,24,100,23,95.8,0,0,11,45.8,0,0,0,0,14,58.3,0,0,1,4.2,.,.,.,.
"066901",0,0,0,0,0,0,20,100,0,0,20,100,0,0,20,100,0,0,366,0,0,0,0,5,1.3,279,76.2,363,99.2,0,0,27,7.4,87,23.8,0,0,176,48.1,0,0,3,0.8,0,0,0,0
"066902",0,0,0,0,0,0,60,69.8,26,30.2,86,100,0,0,86,100,0,0,1345,0,0,4,0.3,40,2.7,1038,77.2,1324,98.4,0,0,42,3.1,307,22.8,0,0,950,70.6,0,0,17,1.3,9,10.5,0,0
"066903",0,0,1,2,0,0,41,80.4,10,19.6,51,100,0,0,44,86.3,0,0,833,4,0.5,2,0.2,36,4.1,565,67.8,739,88.7,3,0.4,37,4.4,268,32.2,0,0,467,56.1,4,0.5,81,9.7,8,15.7,6,11.8
"067902",0,0,1,1.5,0,0,47,70.1,20,29.9,67,100,2,3,11,16.4,0,0,878,4,0.5,3,0.3,16,1.6,541,61.6,157,17.9,3,0.3,15,1.7,337,38.4,0,0,278,31.7,26,3,685,78,16,23.9,53,79.1
"067903",2,2.2,0,0,0,0,70,76.9,21,23.1,91,100,1,1.1,26,28.6,1,1.1,1077,12,1.1,17,1.6,9,0.7,555,51.5,287,26.6,2,0.2,81,7.5,522,48.5,0,0,500,46.4,7,0.6,752,69.8,13,14.3,61,67
"067904",0,0,0,0,0,0,11,68.8,5,31.3,16,100,0,0,9,56.3,0,0,313,0,0,2,0.6,2,0.6,210,67.1,118,37.7,0,0,9,2.9,103,32.9,0,0,114,36.4,7,2.2,186,59.4,4,25,7,43.8
"067907",0,0,1,5.6,0,0,11,61.1,7,38.9,18,100,1,5.6,4,22.2,0,0,469,2,0.4,13,2.8,16,3,358,76.3,107,22.8,6,1.3,9,1.9,111,23.7,0,0,151,32.2,7,1.5,334,71.2,6,33.3,12,66.7
"067908",0,0,0,0,0,0,10,90.9,1,9.1,11,100,0,0,2,18.2,0,0,180,1,0.6,1,0.6,0,0,145,80.6,35,19.4,0,0,17,9.4,35,19.4,0,0,88,48.9,2,1.1,141,78.3,1,9.1,9,81.8
"068801",3,1.3,0,0,0,0,139,61.5,87,38.5,226,100,14,6.2,138,61.1,1,0.4,712,0,0,27,3.8,0,0,430,60.4,464,65.2,3,0.4,10,1.4,282,39.6,1,0.1,634,89,4,0.6,213,29.9,11,4.9,70,31
"068802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,465,1,0.2,10,2.2,0,0,135,29,135,29,0,0,2,0.4,330,71,0,0,205,44.1,9,1.9,310,66.7,.,.,.,.
"068901",14,1.1,7,0.6,0,0,1021,81.9,226,18.1,1247,100,44,3.5,773,62,7,0.6,30796,275,0.9,1228,4,487,1.5,15636,50.8,22205,72.1,110,0.4,4543,14.8,15160,49.2,60,0.2,19257,62.5,307,1,6611,21.5,108,8.7,402,32.2
"069901",0,0,0,0,0,0,16,76.2,5,23.8,21,100,0,0,17,81,0,0,275,0,0,0,0,11,3.8,205,74.5,227,82.5,0,0,17,6.2,70,25.5,0,0,133,48.4,0,0,48,17.5,3,14.3,4,19
"069902",0,0,0,0,0,0,22,75.9,7,24.1,29,100,0,0,15,51.7,0,0,291,0,0,0,0,0,0,207,71.1,139,47.8,1,0.3,3,1,84,28.9,0,0,85,29.2,4,1.4,147,50.5,2,6.9,14,48.3
"070801",0,0,0,0,0,0,14,100,0,0,14,100,0,0,1,7.1,0,0,414,0,0,79,19.1,0,0,180,43.5,147,35.5,1,0.2,51,12.3,234,56.5,0,0,292,70.5,3,0.7,184,44.4,1,7.1,13,92.9
"070901",0,0,0,0,0,0,14,82.4,3,17.6,17,100,0,0,9,52.9,0,0,337,0,0,5,1.5,2,0.6,205,60.8,122,36.2,0,0,12,3.6,132,39.2,1,0.3,92,27.3,1,0.3,208,61.7,4,23.5,8,47.1
"070903",9,2.6,1,0.3,0,0,258,74.8,87,25.2,345,100,36,10.4,143,41.4,0,0,5691,21,0.4,680,11.9,146,2.4,3986,70,3184,55.9,7,0.1,786,13.8,1705,30,16,0.3,2896,50.9,58,1,1725,30.3,43,12.5,156,45.2
"070905",1,0.7,0,0,0,0,117,87.3,17,12.7,134,100,13,9.7,85,63.4,1,0.7,2470,6,0.2,175,7.1,56,2.1,1979,80.1,1688,68.3,18,0.7,559,22.6,491,19.9,1,0,1335,54,14,0.6,568,23,10,7.5,34,25.4
"070907",1,2.1,0,0,0,0,39,83,8,17,47,100,9,19.1,19,40.4,0,0,513,4,0.8,67,13.1,24,4,293,57.1,159,31,1,0.2,46,9,220,42.9,0,0,218,42.5,15,2.9,267,52,7,14.9,18,38.3
"070908",7,1.3,8,1.5,0,0,411,78.9,110,21.1,521,100,30,5.8,99,19,3,0.6,7694,103,1.3,369,4.8,109,1.4,1807,23.5,1585,20.6,40,0.5,280,3.6,5887,76.5,8,0.1,2968,38.6,157,2,5432,70.6,32,6.1,374,71.8
"070909",0,0,0,0,0,0,11,84.6,2,15.4,13,100,3,23.1,3,23.1,0,0,246,0,0,52,21.1,4,1.5,187,76,81,32.9,1,0.4,19,7.7,59,24,0,0,137,55.7,16,6.5,96,39,2,15.4,7,53.8
"070910",0,0,0,0,0,0,52,69.3,23,30.7,75,100,0,0,22,29.3,0,0,1157,3,0.3,17,1.5,18,1.5,655,56.6,481,41.6,4,0.3,92,8,502,43.4,0,0,412,35.6,19,1.6,633,54.7,13,17.3,53,70.7
"070911",6,1.3,0,0,0,0,381,81.9,84,18.1,465,100,87,18.7,128,27.5,6,1.3,5571,46,0.8,992,17.8,132,2.2,2448,43.9,1800,32.3,37,0.7,449,8.1,3123,56.1,4,0.1,2331,41.8,112,2,2580,46.3,47,10.1,238,51.2
"070912",19,3.8,2,0.4,0,0,364,72.1,141,27.9,505,100,67,13.3,157,31.1,3,0.6,7795,40,0.5,926,11.9,186,2.3,3901,50,2761,35.4,34,0.4,533,6.8,3894,50,7,0.1,3491,44.8,232,3,3795,48.7,35,6.9,257,50.9
"070915",0,0,0,0,0,0,67,85.9,11,14.1,78,100,2,2.6,16,20.5,0,0,1036,7,0.7,22,2.1,3,0.3,409,39.5,171,16.5,4,0.4,40,3.9,627,60.5,3,0.3,310,29.9,13,1.3,816,78.8,10,12.8,60,76.9
"071801",0,0,1,10,0,0,10,100,0,0,10,100,0,0,8,80,0,0,914,30,3.3,28,3.1,0,0,419,45.8,743,81.3,1,0.1,152,16.6,495,54.2,0,0,210,23,9,1,103,11.3,0,0,1,10
"071803",0,0,1,1,0,0,78,75,26,25,104,100,1,1,98,94.2,1,1,306,0,0,0,0,0,0,290,94.8,295,96.4,0,0,1,0.3,16,5.2,0,0,295,96.4,0,0,11,3.6,2,1.9,3,2.9
"071804",0,0,0,0,1,0.7,126,90,14,10,140,100,0,0,130,92.9,1,0.7,417,1,0.2,6,1.4,0,0,285,68.3,390,93.5,0,0,33,7.9,132,31.7,2,0.5,392,94,0,0,18,4.3,3,2.1,8,5.7
"071806",0,0,0,0,0,0,46,100,0,0,46,100,1,2.2,45,97.8,0,0,1731,0,0,56,3.2,0,0,1288,74.4,1492,86.2,7,0.4,318,18.4,443,25.6,3,0.2,718,41.5,15,0.9,158,9.1,0,0,0,0
"071807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,275,0,0,0,0,0,0,258,93.8,271,98.5,0,0,211,76.7,17,6.2,0,0,216,78.5,0,0,4,1.5,.,.,.,.
"071809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,255,2,0.8,6,2.4,0,0,143,56.1,224,87.8,0,0,63,24.7,112,43.9,0,0,79,31,1,0.4,22,8.6,.,.,.,.
"071901",0,0,0,0,1,0.2,592,94.3,36,5.7,628,100,9,1.4,603,96,0,0,11805,13,0.1,91,0.8,126,1,10102,85.6,11182,94.7,19,0.2,4082,34.6,1703,14.4,2,0,7441,63,52,0.4,446,3.8,100,15.9,15,2.4
"071902",32,0.8,54,1.4,10,0.3,3690,93.6,254,6.4,3944,100,152,3.9,3269,82.9,9,0.2,61290,675,1.1,2390,3.9,2015,2.9,42727,69.7,50777,82.8,126,0.2,15062,24.6,18563,30.3,183,0.3,36706,59.9,775,1.3,6364,10.4,204,5.2,418,10.6
"071903",0,0,0,0,0,0,149,84.7,27,15.3,176,100,0,0,173,98.3,0,0,2355,0,0,0,0,41,1.6,2104,89.3,2328,98.9,0,0,981,41.7,251,10.7,0,0,1652,70.1,0,0,27,1.1,25,14.2,3,1.7
"071904",0,0,0,0,0,0,211,86.1,34,13.9,245,100,0,0,244,99.6,0,0,4109,0,0,6,0.1,82,1.8,3823,93,4080,99.3,3,0.1,2021,49.2,286,7,0,0,2940,71.6,1,0,19,0.5,27,11,1,0.4
"071905",18,0.6,3,0.1,2,0.1,2701,92.8,211,7.2,2912,100,52,1.8,2702,92.8,4,0.1,43007,109,0.3,718,1.7,486,1,34805,80.9,39958,92.9,75,0.2,10442,24.3,8202,19.1,38,0.1,24189,56.2,187,0.4,1922,4.5,253,8.7,131,4.5
"071906",0,0,0,0,0,0,33,97.1,1,2.9,34,100,0,0,33,97.1,0,0,813,0,0,6,0.7,6,0.7,813,100,766,94.2,0,0,213,26.2,0,0,0,0,521,64.1,2,0.2,39,4.8,1,2.9,1,2.9
"071907",2,0.5,0,0,0,0,372,90.1,41,9.9,413,100,1,0.2,385,93.2,0,0,5977,20,0.3,47,0.8,153,2.3,4470,74.8,5655,94.6,3,0.1,1645,27.5,1507,25.2,1,0,3454,57.8,20,0.3,231,3.9,36,8.7,25,6.1
"071908",0,0,0,0,0,0,67,80.7,16,19.3,83,100,0,0,83,100,0,0,1336,0,0,0,0,23,1.6,1261,94.4,1322,99,0,0,596,44.6,75,5.6,0,0,919,68.8,2,0.1,12,0.9,4,4.8,0,0
"071909",3,0.1,15,0.5,5,0.2,2942,98.1,58,1.9,3000,100,73,2.4,2738,91.3,3,0.1,44405,273,0.6,988,2.2,444,0.9,32057,72.2,40481,91.2,142,0.3,8934,20.1,12348,27.8,77,0.2,22109,49.8,232,0.5,2212,5,201,6.7,163,5.4
"072801",16,1.5,6,0.6,0,0,597,56.8,454,43.2,1051,100,58,5.5,610,58,4,0.4,3373,15,0.4,220,6.5,0,0,2227,66,2069,61.3,16,0.5,1014,30.1,1146,34,0,0,3002,89,50,1.5,1003,29.7,89,8.5,357,34
"072802",0,0,0,0,0,0,15,48.4,16,51.6,31,100,0,0,8,25.8,0,0,208,0,0,3,1.4,0,0,181,87,121,58.2,2,1,14,6.7,27,13,0,0,180,86.5,2,1,80,38.5,1,3.2,23,74.2
"072901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,0,0,0,0,0,0,48,78.7,35,57.4,0,0,18,29.5,13,21.3,0,0,26,42.6,3,4.9,23,37.7,.,.,.,.
"072902",0,0,0,0,0,0,47,75.8,15,24.2,62,100,0,0,32,51.6,0,0,1179,2,0.2,11,0.9,17,1.3,898,76.2,685,58.1,3,0.3,252,21.4,281,23.8,1,0.1,685,58.1,15,1.3,462,39.2,6,9.7,30,48.4
"072903",5,2.3,3,1.4,0,0,179,81.4,41,18.6,220,100,3,1.4,49,22.3,4,1.8,3711,33,0.9,37,1,70,1.7,1809,48.7,1113,30,28,0.8,352,9.5,1902,51.3,1,0,1434,38.6,66,1.8,2433,65.6,12,5.5,156,70.9
"072904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,112,0,0,0,0,0,0,23,20.5,9,8,2,1.8,0,0,89,79.5,0,0,40,35.7,4,3.6,97,86.6,.,.,.,.
"072908",0,0,0,0,0,0,12,100,0,0,12,100,0,0,3,25,0,0,164,1,0.6,0,0,1,0.6,73,44.5,29,17.7,3,1.8,4,2.4,91,55.5,0,0,63,38.4,1,0.6,130,79.3,2,16.7,9,75
"072909",0,0,0,0,0,0,11,64.7,6,35.3,17,100,0,0,10,58.8,0,0,219,0,0,0,0,1,0.4,123,56.2,106,48.4,0,0,47,21.5,96,43.8,0,0,103,47,5,2.3,108,49.3,0,0,7,41.2
"072910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,114,0,0,0,0,0,0,49,43,15,13.2,0,0,1,0.9,65,57,0,0,39,34.2,3,2.6,96,84.2,.,.,.,.
"073901",0,0,0,0,0,0,36,83.7,7,16.3,43,100,12,27.9,24,55.8,0,0,509,0,0,88,17.3,8,1.4,409,80.4,289,56.8,1,0.2,85,16.7,100,19.6,1,0.2,436,85.7,10,2,120,23.6,8,18.6,7,16.3
"073903",0,0,0,0,0,0,33,57.9,24,42.1,57,100,38,66.7,13,22.8,0,0,965,3,0.3,546,56.6,16,1.5,853,88.4,319,33.1,3,0.3,133,13.8,112,11.6,1,0.1,632,65.5,11,1.1,82,8.5,11,19.3,6,10.5
"073904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,158,0,0,1,0.6,0,0,28,17.7,38,24.1,1,0.6,0,0,130,82.3,0,0,47,29.7,2,1.3,116,73.4,.,.,.,.
"073905",2,3.3,0,0,0,0,51,83.6,10,16.4,61,100,6,9.8,18,29.5,1,1.6,634,0,0,85,13.4,14,1.8,434,68.5,229,36.1,3,0.5,17,2.7,200,31.5,0,0,304,47.9,17,2.7,300,47.3,10,16.4,34,55.7
"074903",0,0,1,0.9,1,0.9,88,76.5,27,23.5,115,100,6,5.2,19,16.5,1,0.9,1949,8,0.4,157,8.1,30,1.4,1341,68.8,406,20.8,27,1.4,162,8.3,608,31.2,1,0.1,802,41.1,72,3.7,1278,65.6,16,13.9,87,75.7
"074904",2,11.1,0,0,0,0,16,88.9,2,11.1,18,100,0,0,0,0,0,0,359,0,0,6,1.7,0,0,160,44.6,21,5.8,1,0.3,3,0.8,199,55.4,0,0,113,31.5,7,1.9,324,90.3,2,11.1,16,88.9
"074905",0,0,1,4.5,0,0,20,90.9,2,9.1,22,100,0,0,1,4.5,0,0,269,3,1.1,6,2.2,1,0.3,131,48.7,33,12.3,4,1.5,4,1.5,138,51.3,0,0,58,21.6,2,0.7,221,82.2,3,13.6,20,90.9
"074907",3,7.5,0,0,0,0,27,67.5,13,32.5,40,100,5,12.5,6,15,0,0,586,1,0.2,71,12.1,9,1.4,369,63,101,17.2,10,1.7,50,8.5,217,37,0,0,181,30.9,25,4.3,378,64.5,7,17.5,26,65
"074909",0,0,0,0,0,0,51,81,12,19,63,100,3,4.8,5,7.9,2,3.2,884,3,0.3,36,4.1,1,0.1,521,58.9,148,16.7,15,1.7,26,2.9,363,41.1,0,0,284,32.1,22,2.5,660,74.7,7,11.1,53,84.1
"074911",0,0,0,0,0,0,16,80,4,20,20,100,0,0,1,5,0,0,269,2,0.7,0,0,0,0,136,50.6,17,6.3,5,1.9,2,0.7,133,49.4,0,0,73,27.1,17,6.3,228,84.8,5,25,19,95
"074912",1,2.9,0,0,0,0,29,82.9,6,17.1,35,100,1,2.9,4,11.4,0,0,534,3,0.6,12,2.2,4,0.7,225,42.1,82,15.4,8,1.5,13,2.4,309,57.9,0,0,129,24.2,10,1.9,419,78.5,1,2.9,29,82.9
"074917",0,0,0,0,0,0,36,87.8,5,12.2,41,100,0,0,1,2.4,1,2.4,498,0,0,5,1,2,0.4,224,45,45,9,3,0.6,14,2.8,274,55,0,0,130,26.1,15,3,430,86.3,4,9.8,39,95.1
"075901",0,0,0,0,0,0,37,77.1,11,22.9,48,100,3,6.3,24,50,0,0,609,4,0.7,24,3.9,8,1.2,356,58.5,338,55.5,1,0.2,87,14.3,253,41.5,0,0,284,46.6,6,1,236,38.8,6,12.5,21,43.8
"075902",3,1.9,0,0,0,0,123,79.9,31,20.1,154,100,9,5.8,44,28.6,1,0.6,1901,11,0.6,205,10.8,61,3,979,51.5,678,35.7,6,0.3,224,11.8,922,48.5,0,0,800,42.1,41,2.2,960,50.5,14,9.1,97,63
"075903",1,2.2,0,0,0,0,34,73.9,12,26.1,46,100,5,10.9,13,28.3,0,0,706,3,0.4,99,14,18,2.4,433,61.3,273,38.7,4,0.6,77,10.9,273,38.7,0,0,321,45.5,9,1.3,318,45,2,4.3,27,58.7
"075906",1,6.7,0,0,0,0,13,86.7,2,13.3,15,100,1,6.7,0,0,0,0,211,0,0,3,1.4,1,0.5,57,27,22,10.4,0,0,6,2.8,154,73,0,0,71,33.6,1,0.5,185,87.7,2,13.3,13,86.7
"075908",0,0,0,0,0,0,15,100,0,0,15,100,0,0,7,46.7,0,0,284,0,0,13,4.6,1,0.4,90,31.7,46,16.2,2,0.7,21,7.4,194,68.3,0,0,102,35.9,11,3.9,212,74.6,1,6.7,8,53.3
"076903",0,0,0,0,0,0,17,85,3,15,20,100,0,0,6,30,0,0,238,0,0,4,1.7,0,0,129,54.2,76,31.9,0,0,9,3.8,109,45.8,0,0,99,41.6,10,4.2,148,62.2,3,15,14,70
"076904",0,0,0,0,0,0,21,63.6,12,36.4,33,100,5,15.2,10,30.3,0,0,302,1,0.3,9,3,5,1.4,194,64.2,148,49,1,0.3,10,3.3,108,35.8,0,0,113,37.4,6,2,137,45.4,4,12.1,18,54.5
"077901",0,0,0,0,0,0,47,88.7,6,11.3,53,100,1,1.9,36,67.9,0,0,746,0,0,27,3.6,14,1.5,539,72.3,591,79.2,0,0,66,8.8,207,27.7,0,0,359,48.1,3,0.4,125,16.8,6,11.3,16,30.2
"077902",0,0,0,0,0,0,23,74.2,8,25.8,31,100,0,0,18,58.1,0,0,505,0,0,9,1.8,1,0.2,350,69.3,385,76.2,1,0.2,16,3.2,155,30.7,0,0,240,47.5,1,0.2,109,21.6,3,9.7,13,41.9
