DISTRICT,D20GR14N,D20GR14R,D30GR14N,D30GR14R,D40GR14N,D40GR14R,DA0GF14N,DA0GF14P,DA0GH14N,DA0GH14P,DA0GM14N,DA0GM14P,DA0GR14N,DA0GR14R,DB0GR14N,DB0GR14R,DH0GR14N,DH0GR14R,DI0GR14N,DI0GR14R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DS0GR14N,DS0GR14R,DW0GR14N,DW0GR14R
"139912",3,3.9,0,0,0,0,0,0,44,57.9,32,42.1,76,100,1,1.3,3,3.9,1,1.3,1131,0,0,10,0.9,18,1.5,611,54,98,8.7,11,1,19,1.7,520,46,0,0,479,42.4,31,2.7,981,86.7,7,9.2,68,89.5
"140901",0,0,0,0,0,0,0,0,11,100,0,0,11,100,1,9.1,9,81.8,0,0,160,0,0,7,4.4,2,1.2,131,81.9,134,83.8,0,0,52,32.5,29,18.1,0,0,93,58.1,0,0,19,11.9,2,18.2,1,9.1
"140904",0,0,0,0,0,0,0,0,63,82.9,13,17.1,76,100,8,10.5,32,42.1,1,1.3,1447,4,0.3,101,7,20,1.3,1078,74.5,1005,69.5,4,0.3,78,5.4,369,25.5,0,0,621,42.9,22,1.5,311,21.5,13,17.1,35,46.1
"140905",0,0,0,0,0,0,6,10.7,45,80.4,5,8.9,56,100,1,1.8,36,64.3,0,0,637,0,0,8,1.3,5,0.7,476,74.7,500,78.5,0,0,111,17.4,161,25.3,0,0,333,52.3,3,0.5,126,19.8,4,7.1,19,33.9
"140907",1,5.6,0,0,0,0,0,0,13,72.2,5,27.8,18,100,0,0,8,44.4,0,0,384,1,0.3,10,2.6,0,0,255,66.4,251,65.4,1,0.3,38,9.9,129,33.6,0,0,199,51.8,0,0,121,31.5,1,5.6,9,50
"140908",0,0,0,0,0,0,0,0,31,83.8,6,16.2,37,100,1,2.7,17,45.9,0,0,433,0,0,4,0.9,0,0,228,52.7,232,53.6,2,0.5,32,7.4,205,47.3,0,0,211,48.7,9,2.1,186,43,3,8.1,19,51.4
"141901",10,3.9,0,0,1,0.4,0,0,218,84.2,41,15.8,259,100,9,3.5,61,23.6,0,0,3363,43,1.3,79,2.3,83,2.2,1741,51.8,828,24.6,24,0.7,96,2.9,1622,48.2,14,0.4,1255,37.3,101,3,2274,67.6,24,9.3,178,68.7
"141902",0,0,1,5,0,0,0,0,16,80,4,20,20,100,0,0,7,35,0,0,268,3,1.1,0,0,1,0.3,192,71.6,141,52.6,1,0.4,36,13.4,76,28.4,0,0,146,54.5,5,1.9,118,44,3,15,12,60
"142901",0,0,0,0,0,0,0,0,48,92.3,4,7.7,52,100,0,0,46,88.5,0,0,1352,7,0.5,2,0.1,34,2.3,1110,82.1,1264,93.5,2,0.1,109,8.1,242,17.9,0,0,824,60.9,2,0.1,75,5.5,2,3.8,6,11.5
"143901",0,0,1,1.4,0,0,0,0,55,75.3,18,24.7,73,100,7,9.6,12,16.4,0,0,1040,5,0.5,107,10.3,11,1,419,40.3,194,18.7,2,0.2,14,1.3,621,59.7,0,0,341,32.8,34,3.3,698,67.1,9,12.3,53,72.6
"143902",0,0,0,0,0,0,0,0,11,91.7,1,8.3,12,100,0,0,4,33.3,0,0,317,0,0,2,0.6,0,0,162,51.1,144,45.4,2,0.6,26,8.2,155,48.9,0,0,98,30.9,4,1.3,165,52.1,1,8.3,8,66.7
"143903",0,0,0,0,0,0,0,0,36,85.7,6,14.3,42,100,8,19,2,4.8,0,0,598,4,0.7,44,7.4,1,0.2,174,29.1,87,14.5,1,0.2,17,2.8,424,70.9,0,0,137,22.9,16,2.7,446,74.6,6,14.3,32,76.2
"143904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,109,5,4.6,10,9.2,0,0,49,45,10,9.2,0,0,0,0,60,55,0,0,14,12.8,3,2.8,81,74.3,.,.,.,.
"143905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,154,0,0,1,0.6,0,0,25,16.2,32,20.8,0,0,0,0,129,83.8,0,0,19,12.3,4,2.6,117,76,.,.,.,.
"143906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,0,0,2,2.5,0,0,30,37.5,7,8.8,0,0,0,0,50,62.5,0,0,22,27.5,4,5,67,83.8,.,.,.,.
"144901",2,1.4,0,0,0,0,0,0,124,86.7,19,13.3,143,100,14,9.8,64,44.8,0,0,1942,6,0.3,177,9.1,24,1.2,1337,68.8,1087,56,7,0.4,350,18,605,31.2,0,0,1144,58.9,34,1.8,631,32.5,8,5.6,63,44.1
"144902",3,4.6,0,0,0,0,0,0,52,80,13,20,65,100,2,3.1,7,10.8,2,3.1,960,1,0.1,72,7.5,11,1.1,437,45.5,124,12.9,2,0.2,11,1.1,523,54.5,1,0.1,380,39.6,33,3.4,727,75.7,10,15.4,51,78.5
"144903",0,0,0,0,0,0,0,0,8,80,2,20,10,100,3,30,3,30,0,0,190,1,0.5,63,33.2,5,2.4,144,75.8,74,38.9,2,1.1,6,3.2,46,24.2,0,0,106,55.8,10,5.3,40,21.1,1,10,4,40
"145901",2,3.9,0,0,0,0,0,0,38,74.5,13,25.5,51,100,2,3.9,14,27.5,0,0,953,10,1,52,5.5,2,0.2,592,62.1,383,40.2,4,0.4,156,16.4,361,37.9,1,0.1,559,58.7,25,2.6,478,50.2,8,15.7,33,64.7
"145902",0,0,1,2.1,0,0,0,0,36,76.6,11,23.4,47,100,2,4.3,9,19.1,0,0,700,3,0.4,58,8.3,10,1.3,283,40.4,70,10,5,0.7,20,2.9,417,59.6,0,0,262,37.4,8,1.1,556,79.4,4,8.5,35,74.5
"145906",2,5.7,0,0,0,0,1,2.9,24,68.6,10,28.6,35,100,1,2.9,5,14.3,0,0,539,6,1.1,40,7.4,5,0.9,235,43.6,67,12.4,1,0.2,18,3.3,304,56.4,1,0.2,249,46.2,15,2.8,409,75.9,2,5.7,27,77.1
"145907",0,0,0,0,0,0,0,0,6,60,4,40,10,100,4,40,1,10,0,0,186,1,0.5,56,30.1,1,0.5,148,79.6,27,14.5,0,0,3,1.6,38,20.4,0,0,72,38.7,5,2.7,97,52.2,2,20,5,50
"145911",1,2.9,3,8.6,0,0,0,0,25,71.4,10,28.6,35,100,2,5.7,8,22.9,0,0,739,20,2.7,9,1.2,3,0.4,357,48.3,210,28.4,2,0.3,105,14.2,382,51.7,0,0,336,45.5,7,0.9,491,66.4,4,11.4,21,60
"146901",1,0.6,2,1.2,0,0,0,0,129,79.1,34,20.9,163,100,20,12.3,72,44.2,1,0.6,3825,37,1,400,10.5,91,2.1,2930,76.6,1871,48.9,19,0.5,975,25.5,895,23.4,4,0.1,2442,63.8,69,1.8,1425,37.3,13,8,67,41.1
"146902",1,0.3,0,0,0,0,0,0,257,81.8,57,18.2,314,100,31,9.9,82,26.1,3,1,5186,20,0.4,421,8.1,119,2.1,3157,60.9,1930,37.2,48,0.9,879,16.9,2029,39.1,3,0.1,3087,59.5,79,1.5,2685,51.8,22,7,197,62.7
"146903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,170,1,0.6,11,6.5,0,0,76,44.7,45,26.5,0,0,20,11.8,94,55.3,1,0.6,50,29.4,1,0.6,111,65.3,.,.,.,.
"146904",1,1.6,1,1.6,0,0,0,0,61,95.3,3,4.7,64,100,4,6.3,8,12.5,0,0,1312,0,0,49,3.7,13,0.9,731,55.7,162,12.3,4,0.3,32,2.4,581,44.3,0,0,607,46.3,29,2.2,1068,81.4,4,6.3,50,78.1
"146905",2,4.5,0,0,0,0,0,0,40,90.9,4,9.1,44,100,12,27.3,0,0,0,0,490,0,0,56,11.4,17,2.8,354,72.2,37,7.6,1,0.2,9,1.8,136,27.8,0,0,314,64.1,18,3.7,378,77.1,8,18.2,30,68.2
"146906",1,0.8,1,0.8,0,0,0,0,115,87.8,16,12.2,131,100,26,19.8,44,33.6,0,0,2110,10,0.5,335,15.9,35,1.5,1212,57.4,763,36.2,9,0.4,353,16.7,898,42.6,0,0,1232,58.4,41,1.9,952,45.1,4,3.1,59,45
"146907",3,2.9,0,0,0,0,0,0,67,63.8,38,36.2,105,100,0,0,8,7.6,0,0,1871,4,0.2,12,0.6,74,3.6,861,46,155,8.3,8,0.4,25,1.3,1010,54,1,0.1,975,52.1,21,1.1,1670,89.3,9,8.6,94,89.5
"147901",0,0,0,0,0,0,0,0,11,73.3,4,26.7,15,100,6,40,7,46.7,0,0,337,0,0,74,22,2,0.5,281,83.4,175,51.9,0,0,56,16.6,56,16.6,0,0,203,60.2,7,2.1,81,24,6,40,2,13.3
"147902",2,2.1,0,0,0,0,0,0,77,80.2,19,19.8,96,100,12,12.5,11,11.5,0,0,1829,18,1,270,14.8,22,1.1,1161,63.5,381,20.8,30,1.6,64,3.5,668,36.5,2,0.1,740,40.5,33,1.8,1095,59.9,10,10.4,71,74
"147903",5,3.4,2,1.4,0,0,0,0,108,73.5,39,26.5,147,100,49,33.3,43,29.3,0,0,1971,27,1.4,575,29.2,53,2.5,1541,78.2,849,43.1,4,0.2,312,15.8,430,21.8,0,0,1159,58.8,67,3.4,449,22.8,30,20.4,48,32.7
"148901",0,0,0,0,0,0,0,0,23,95.8,1,4.2,24,100,0,0,15,62.5,1,4.2,417,0,0,1,0.2,1,0.2,210,50.4,281,67.4,1,0.2,105,25.2,207,49.6,0,0,253,60.7,2,0.5,132,31.7,3,12.5,8,33.3
"148902",0,0,1,6.3,0,0,0,0,13,81.3,3,18.8,16,100,0,0,3,18.8,1,6.3,191,1,0.5,0,0,0,0,93,48.7,56,29.3,1,0.5,19,9.9,98,51.3,0,0,47,24.6,4,2.1,129,67.5,1,6.3,11,68.8
"148903",0,0,0,0,0,0,1,12.5,6,75,1,12.5,8,100,0,0,1,12.5,0,0,151,1,0.7,2,1.3,0,0,90,59.6,26,17.2,0,0,5,3.3,61,40.4,0,0,77,51,1,0.7,121,80.1,0,0,7,87.5
"148905",1,10,0,0,0,0,0,0,8,80,2,20,10,100,0,0,6,60,0,0,112,0,0,0,0,0,0,69,61.6,46,41.1,1,0.9,4,3.6,43,38.4,0,0,23,20.5,2,1.8,63,56.3,1,10,3,30
"149901",0,0,0,0,0,0,0,0,68,81,16,19,84,100,0,0,39,46.4,0,0,1121,4,0.4,8,0.7,23,1.8,549,49,623,55.6,5,0.4,31,2.8,572,51,0,0,281,25.1,10,0.9,471,42,11,13.1,45,53.6
"149902",0,0,0,0,0,0,0,0,34,91.9,3,8.1,37,100,0,0,19,51.4,0,0,717,3,0.4,3,0.4,7,1,426,59.4,401,55.9,0,0,28,3.9,291,40.6,0,0,395,55.1,3,0.4,307,42.8,2,5.4,18,48.6
"150901",5,4.3,1,0.9,0,0,0,0,98,85.2,17,14.8,115,100,0,0,21,18.3,1,0.9,1791,11,0.6,8,0.4,48,2.4,1092,61,406,22.7,13,0.7,80,4.5,699,39,0,0,880,49.1,43,2.4,1310,73.1,8,7,87,75.7
"152802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,0,0,182,68.2,0,0,229,85.8,76,28.5,0,0,0,0,38,14.2,0,0,50,18.7,4,1.5,5,1.9,.,.,.,.
"152803",2,2.7,0,0,0,0,0,0,49,66.2,25,33.8,74,100,11,14.9,51,68.9,0,0,204,0,0,23,11.3,0,0,189,92.6,160,78.4,1,0.5,0,0,15,7.4,0,0,199,97.5,0,0,20,9.8,6,8.1,10,13.5
"152901",24,1.6,32,2.1,1,0.1,2,0.1,1116,72.6,419,27.3,1537,100,171,11.1,753,49,13,0.8,29057,529,1.8,3998,13.8,778,2.5,19163,65.9,16818,57.9,96,0.3,1079,3.7,9894,34.1,14,0,12377,42.6,558,1.9,7044,24.2,157,10.2,543,35.3
"152902",0,0,0,0,0,0,0,0,48,85.7,8,14.3,56,100,1,1.8,30,53.6,0,0,713,0,0,12,1.7,7,0.9,432,60.6,350,49.1,3,0.4,16,2.2,281,39.4,0,0,398,55.8,21,2.9,327,45.9,6,10.7,25,44.6
"152903",0,0,0,0,0,0,0,0,77,88.5,10,11.5,87,100,5,5.7,62,71.3,1,1.1,1298,1,0.1,75,5.8,26,1.8,1001,77.1,870,67,1,0.1,60,4.6,297,22.9,0,0,667,51.4,17,1.3,334,25.7,14,16.1,19,21.8
"152906",7,3.1,4,1.8,0,0,1,0.4,211,93.8,13,5.8,225,100,2,0.9,69,30.7,2,0.9,5307,64,1.2,66,1.2,43,0.8,1750,33,1771,33.4,28,0.5,138,2.6,3557,67,6,0.1,2013,37.9,106,2,3266,61.5,22,9.8,141,62.7
"152907",3,0.6,14,2.9,0,0,0,0,457,95.6,21,4.4,478,100,20,4.2,155,32.4,4,0.8,8811,246,2.8,332,3.8,146,1.6,2987,33.9,3391,38.5,27,0.3,318,3.6,5824,66.1,15,0.2,2950,33.5,228,2.6,4572,51.9,23,4.8,282,59
"152908",1,1.7,0,0,0,0,0,0,49,84.5,9,15.5,58,100,0,0,24,41.4,1,1.7,1065,6,0.6,58,5.4,30,2.4,811,76.2,584,54.8,7,0.7,30,2.8,254,23.8,2,0.2,693,65.1,11,1,397,37.3,8,13.8,32,55.2
"152909",1,1,0,0,0,0,0,0,78,81.3,18,18.8,96,100,0,0,35,36.5,1,1,1657,0,0,16,1,14,0.8,704,42.5,520,31.4,6,0.4,35,2.1,953,57.5,0,0,682,41.2,20,1.2,1095,66.1,9,9.4,59,61.5
"152910",0,0,0,0,0,0,1,1.2,78,90.7,7,8.1,86,100,2,2.3,37,43,0,0,973,0,0,5,0.5,10,1,347,35.7,405,41.6,1,0.1,21,2.2,626,64.3,0,0,352,36.2,5,0.5,557,57.2,5,5.8,47,54.7
"153903",0,0,0,0,0,0,0,0,13,92.9,1,7.1,14,100,0,0,9,64.3,0,0,321,0,0,1,0.3,7,2.1,247,76.9,225,70.1,1,0.3,21,6.5,74,23.1,0,0,203,63.2,0,0,94,29.3,2,14.3,5,35.7
"153904",2,4.4,1,2.2,0,0,0,0,43,95.6,2,4.4,45,100,4,8.9,19,42.2,1,2.2,589,1,0.2,15,2.5,6,0.9,387,65.7,371,63,0,0,16,2.7,202,34.3,1,0.2,247,41.9,6,1,195,33.1,3,6.7,18,40
"153905",0,0,0,0,0,0,0,0,14,93.3,1,6.7,15,100,0,0,7,46.7,0,0,345,0,0,0,0,0,0,93,27,104,30.1,1,0.3,11,3.2,252,73,0,0,83,24.1,3,0.9,237,68.7,2,13.3,8,53.3
"153907",0,0,0,0,0,0,0,0,12,80,3,20,15,100,0,0,9,60,0,0,116,0,0,0,0,0,0,93,80.2,94,81,0,0,17,14.7,23,19.8,0,0,72,62.1,0,0,22,19,4,26.7,6,40
"154901",3,2,1,0.7,0,0,0,0,94,61.4,59,38.6,153,100,30,19.6,54,35.3,0,0,2328,13,0.6,486,20.9,45,1.8,1678,72.1,744,32,4,0.2,310,13.3,650,27.9,0,0,975,41.9,54,2.3,1027,44.1,16,10.5,65,42.5
"154903",1,3.7,0,0,0,0,0,0,23,85.2,4,14.8,27,100,0,0,3,11.1,0,0,349,7,2,3,0.9,2,0.5,234,67,50,14.3,0,0,7,2,115,33,0,0,185,53,1,0.3,288,82.5,3,11.1,23,85.2
"155901",0,0,1,1.2,0,0,0,0,70,83.3,14,16.7,84,100,33,39.3,5,6,2,2.4,1158,6,0.5,426,36.8,42,3.1,673,58.1,67,5.8,10,0.9,18,1.6,485,41.9,0,0,692,59.8,26,2.2,623,53.8,10,11.9,43,51.2
"156902",1,2.1,1,2.1,0,0,0,0,45,93.8,3,6.3,48,100,0,0,31,64.6,0,0,963,0,0,4,0.4,4,0.4,500,51.9,626,65,2,0.2,65,6.7,463,48.1,0,0,465,48.3,18,1.9,313,32.5,4,8.3,15,31.3
"156905",0,0,0,0,0,0,0,0,12,100,0,0,12,100,0,0,7,58.3,0,0,231,2,0.9,0,0,3,1.2,69,29.9,84,36.4,0,0,13,5.6,162,70.1,0,0,113,48.9,1,0.4,144,62.3,0,0,5,41.7
"157901",0,0,0,0,0,0,0,0,48,96,2,4,50,100,1,2,14,28,0,0,653,5,0.8,1,0.2,10,1.3,313,47.9,240,36.8,0,0,40,6.1,340,52.1,0,0,259,39.7,1,0.2,406,62.2,3,6,35,70
"158901",2,1,2,1,0,0,0,0,160,77.7,46,22.3,206,100,33,16,96,46.6,0,0,3727,27,0.7,571,15.3,144,3.7,2524,67.7,2289,61.4,6,0.2,449,12,1203,32.3,1,0,2011,54,58,1.6,775,20.8,17,8.3,73,35.4
"158902",0,0,0,0,0,0,0,0,36,80,9,20,45,100,2,4.4,17,37.8,0,0,823,1,0.1,25,3,14,1.6,562,68.3,425,51.6,0,0,73,8.9,261,31.7,0,0,379,46.1,11,1.3,361,43.9,0,0,26,57.8
"158904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,188,0,0,0,0,1,0.4,131,69.7,72,38.3,0,0,14,7.4,57,30.3,0,0,78,41.5,5,2.7,111,59,.,.,.,.
"158905",0,0,12,12.8,0,0,0,0,85,90.4,9,9.6,94,100,4,4.3,61,64.9,2,2.1,1441,130,9,42,2.9,29,1.8,959,66.6,955,66.3,1,0.1,266,18.5,482,33.4,0,0,648,45,25,1.7,288,20,6,6.4,15,16
"158906",4,6,0,0,0,0,0,0,51,76.1,16,23.9,67,100,14,20.9,10,14.9,0,0,931,3,0.3,120,12.9,19,1.9,517,55.5,265,28.5,0,0,11,1.2,414,44.5,0,0,434,46.6,41,4.4,502,53.9,8,11.9,39,58.2
"159901",0,0,1,0.1,0,0,14,1.5,790,86,115,12.5,919,100,0,0,902,98.2,8,0.9,15011,42,0.3,9,0.1,212,1.3,11395,75.9,14613,97.3,227,1.5,5283,35.2,3616,24.1,6,0,9611,64,13,0.1,101,0.7,56,6.1,8,0.9
"160901",1,1.3,0,0,0,0,0,0,45,58.4,32,41.6,77,100,3,3.9,36,46.8,0,0,1241,6,0.5,36,2.9,20,1.5,760,61.2,600,48.3,1,0.1,56,4.5,481,38.8,0,0,495,39.9,16,1.3,582,46.9,10,13,37,48.1
"160904",0,0,0,0,1,5.9,0,0,11,64.7,6,35.3,17,100,0,0,2,11.8,0,0,203,0,0,1,0.5,1,0.4,114,56.2,45,22.2,0,0,0,0,89,43.8,0,0,87,42.9,0,0,157,77.3,2,11.8,14,82.4
"160905",0,0,0,0,0,0,0,0,8,88.9,1,11.1,9,100,0,0,7,77.8,0,0,127,0,0,0,0,4,3,100,78.7,62,48.8,2,1.6,0,0,27,21.3,0,0,63,49.6,1,0.8,62,48.8,2,22.2,2,22.2
"161801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,223,0,0,42,18.8,0,0,222,99.6,176,78.9,0,0,57,25.6,1,0.4,0,0,120,53.8,1,0.4,4,1.8,.,.,.,.
"161802",0,0,0,0,0,0,0,0,24,88.9,3,11.1,27,100,12,44.4,3,11.1,0,0,783,6,0.8,312,39.8,0,0,505,64.5,241,30.8,4,0.5,17,2.2,278,35.5,0,0,363,46.4,14,1.8,206,26.3,0,0,12,44.4
"161807",0,0,4,3.4,0,0,0,0,115,99.1,1,0.9,116,100,8,6.9,74,63.8,0,0,8633,1077,12.5,1993,23.1,0,0,4979,57.7,3385,39.2,39,0.5,1699,19.7,3654,42.3,11,0.1,3409,39.5,206,2.4,1922,22.3,4,3.4,30,25.9
"161901",0,0,0,0,0,0,0,0,51,96.2,2,3.8,53,100,0,0,1,1.9,0,0,585,5,0.9,6,1,3,0.5,129,22.1,50,8.5,4,0.7,5,0.9,456,77.9,1,0.2,141,24.1,5,0.9,514,87.9,1,1.9,52,98.1
"161903",5,0.9,32,5.9,0,0,0,0,465,86.4,73,13.6,538,100,62,11.5,95,17.7,9,1.7,7643,363,4.7,907,11.9,115,1.4,2373,31,1728,22.6,28,0.4,318,4.2,5270,69,14,0.2,2523,33,175,2.3,4428,57.9,37,6.9,335,62.3
"161906",1,0.7,1,0.7,0,0,0,0,98,65.8,51,34.2,149,100,44,29.5,75,50.3,2,1.3,2966,4,0.1,763,25.7,121,3.8,2484,83.7,1604,54.1,4,0.1,662,22.3,482,16.3,0,0,1852,62.4,57,1.9,534,18,12,8.1,26,17.4
"161907",1,0.8,0,0,0,0,0,0,95,73.1,35,26.9,130,100,1,0.8,16,12.3,1,0.8,1668,5,0.3,17,1,30,1.7,474,28.4,237,14.2,10,0.6,34,2,1194,71.6,0,0,476,28.5,26,1.6,1373,82.3,10,7.7,111,85.4
"161908",0,0,0,0,0,0,0,0,29,96.7,1,3.3,30,100,5,16.7,2,6.7,0,0,489,0,0,125,25.6,4,0.7,356,72.8,76,15.5,0,0,15,3.1,133,27.2,0,0,252,51.5,24,4.9,264,54,8,26.7,23,76.7
"161909",2,2.2,0,0,0,0,0,0,59,66.3,30,33.7,89,100,9,10.1,26,29.2,1,1.1,1373,3,0.2,103,7.5,27,1.8,971,70.7,673,49,14,1,172,12.5,402,29.3,0,0,706,51.4,20,1.5,560,40.8,15,16.9,51,57.3
"161910",3,5.4,0,0,0,0,0,0,39,69.6,17,30.4,56,100,2,3.6,18,32.1,0,0,693,0,0,40,5.8,8,1,447,64.5,212,30.6,5,0.7,41,5.9,246,35.5,0,0,386,55.7,18,2.6,418,60.3,12,21.4,33,58.9
"161912",1,2,0,0,0,0,0,0,45,90,5,10,50,100,2,4,7,14,0,0,596,2,0.3,20,3.4,7,1.1,252,42.3,112,18.8,0,0,3,0.5,344,57.7,0,0,86,14.4,10,1.7,452,75.8,8,16,40,80
"161914",9,1.3,2,0.3,0,0,0,0,631,91.4,59,8.6,690,100,209,30.3,389,56.4,3,0.4,14950,56,0.4,4393,29.4,632,3.9,13026,87.1,8867,59.3,16,0.1,2829,18.9,1924,12.9,2,0,11473,76.7,238,1.6,1378,9.2,59,8.6,78,11.3
"161916",0,0,0,0,0,0,0,0,87,83.7,17,16.3,104,100,2,1.9,12,11.5,0,0,1351,0,0,32,2.4,20,1.3,613,45.4,249,18.4,1,0.1,55,4.1,738,54.6,0,0,466,34.5,30,2.2,1039,76.9,4,3.8,90,86.5
"161918",0,0,0,0,0,0,0,0,30,73.2,11,26.8,41,100,1,2.4,11,26.8,0,0,780,1,0.1,15,1.9,12,1.2,432,55.4,142,18.2,5,0.6,11,1.4,348,44.6,0,0,272,34.9,18,2.3,599,76.8,6,14.6,29,70.7
"161919",0,0,0,0,0,0,0,0,38,74.5,13,25.5,51,100,0,0,12,23.5,0,0,778,4,0.5,11,1.4,23,2.6,450,57.8,203,26.1,6,0.8,27,3.5,328,42.2,1,0.1,246,31.6,17,2.2,536,68.9,2,3.9,39,76.5
"161920",4,2,1,0.5,1,0.5,0,0,159,81.1,37,18.9,196,100,5,2.6,32,16.3,0,0,2460,23,0.9,100,4.1,34,1.3,626,25.4,360,14.6,3,0.1,36,1.5,1834,74.6,2,0.1,588,23.9,54,2.2,1918,78,20,10.2,153,78.1
"161921",4,3.9,1,1,0,0,0,0,86,83.5,17,16.5,103,100,29,28.2,25,24.3,3,2.9,2328,7,0.3,740,31.8,81,3.1,1834,78.8,705,30.3,19,0.8,172,7.4,494,21.2,2,0.1,1469,63.1,68,2.9,787,33.8,18,17.5,41,39.8
"161922",8,4.5,0,0,0,0,0,0,142,80.2,35,19.8,177,100,6,3.4,34,19.2,1,0.6,2316,11,0.5,71,3.1,23,1,731,31.6,560,24.2,19,0.8,30,1.3,1585,68.4,0,0,925,39.9,60,2.6,1595,68.9,24,13.6,128,72.3
"161923",0,0,0,0,0,0,0,0,44,86.3,7,13.7,51,100,5,9.8,11,21.6,0,0,625,1,0.2,40,6.4,11,1.7,237,37.9,149,23.8,3,0.5,19,3,388,62.1,4,0.6,206,33,8,1.3,420,67.2,6,11.8,35,68.6
"161924",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,159,0,0,4,2.5,2,1.2,77,48.4,19,11.9,1,0.6,5,3.1,82,51.6,0,0,71,44.7,2,1.3,133,83.6,.,.,.,.
"161925",0,0,0,0,0,0,0,0,9,81.8,2,18.2,11,100,3,27.3,3,27.3,1,9.1,248,0,0,8,3.2,0,0,188,75.8,56,22.6,1,0.4,7,2.8,60,24.2,0,0,66,26.6,1,0.4,182,73.4,2,18.2,4,36.4
"162904",0,0,0,0,0,0,0,0,12,85.7,2,14.3,14,100,0,0,4,28.6,0,0,263,4,1.5,1,0.4,2,0.7,65,24.7,94,35.7,1,0.4,1,0.4,198,75.3,0,0,72,27.4,2,0.8,161,61.2,1,7.1,10,71.4
"163901",1,0.7,0,0,0,0,0,0,123,87.2,18,12.8,141,100,0,0,84,59.6,1,0.7,1960,0,0,8,0.4,18,0.8,1091,55.7,1211,61.8,2,0.1,58,3,869,44.3,0,0,983,50.2,20,1,719,36.7,18,12.8,55,39
"163902",1,4.3,0,0,0,0,5,21.7,17,73.9,1,4.3,23,100,1,4.3,11,47.8,0,0,342,0,0,0,0,0,0,181,52.9,185,54.1,2,0.6,3,0.9,161,47.1,0,0,143,41.8,7,2,148,43.3,4,17.4,10,43.5
"163903",2,3.4,0,0,0,0,12,20.3,36,61,11,18.6,59,100,0,0,43,72.9,0,0,1126,4,0.4,7,0.6,18,1.5,853,75.8,929,82.5,1,0.1,68,6,273,24.2,2,0.2,692,61.5,10,0.9,173,15.4,3,5.1,14,23.7
"163904",1,0.7,1,0.7,0,0,0,0,137,94.5,8,5.5,145,100,1,0.7,81,55.9,1,0.7,2135,4,0.2,17,0.8,55,2.4,1356,63.5,1483,69.5,5,0.2,49,2.3,779,36.5,2,0.1,1119,52.4,18,0.8,606,28.4,6,4.1,60,41.4
"163908",4,1.4,1,0.4,0,0,0,0,245,87.8,34,12.2,279,100,4,1.4,143,51.3,1,0.4,4195,16,0.4,114,2.7,75,1.7,2110,50.3,2387,56.9,21,0.5,225,5.4,2085,49.7,10,0.2,1545,36.8,68,1.6,1579,37.6,27,9.7,126,45.2
"164901",0,0,0,0,0,0,0,0,24,88.9,3,11.1,27,100,0,0,17,63,0,0,304,0,0,1,0.3,2,0.6,199,65.5,145,47.7,0,0,21,6.9,105,34.5,0,0,188,61.8,3,1,155,51,3,11.1,10,37
"165802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,441,3,0.7,35,7.9,0,0,170,38.5,274,62.1,5,1.1,35,7.9,271,61.5,0,0,225,51,4,0.9,120,27.2,.,.,.,.
"165901",6,0.5,29,2.4,0,0,32,2.6,940,77.7,238,19.7,1210,100,80,6.6,648,53.6,4,0.3,24300,477,2,1945,8,927,3.6,10287,42.3,14833,61,76,0.3,2792,11.5,14013,57.7,14,0.1,12645,52,332,1.4,6623,27.3,47,3.9,443,36.6
"165902",3,2.6,0,0,0,0,0,0,89,76.1,28,23.9,117,100,1,0.9,40,34.2,1,0.9,2154,4,0.2,20,0.9,9,0.4,609,28.3,950,44.1,1,0,157,7.3,1545,71.7,0,0,1034,48,21,1,1158,53.8,7,6,72,61.5
"166901",0,0,1,1,0,0,0,0,84,87.5,12,12.5,96,100,19,19.8,28,29.2,0,0,1681,7,0.4,279,16.6,21,1.2,1199,71.3,795,47.3,1,0.1,156,9.3,482,28.7,0,0,765,45.5,31,1.8,568,33.8,12,12.5,48,50
"166902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,186,2,1.1,23,12.4,0,0,113,60.8,43,23.1,0,0,15,8.1,73,39.2,0,0,59,31.7,8,4.3,110,59.1,.,.,.,.
